RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	Age	DaysSinceRun	
"16:25:00"	"2026-05-16"	"Wexford"	"Chosen Shant (IRE)"	"150.00"	"648.36"	"Novices Chase"	"4"	"5"	"Enright, P T"	"King, Aengus"	"2m "	"10"	"2"
"15:45:00"	"2026-05-02"	"Punchestown"	"Kinturk Kalanisi (IRE)"	"25.00"	"39.93"	"Handicap Chase"	"PU"	"21"	"Smith, Mr James"	"Gibney, Thomas"	"3m.5f "	"8"	"55"
"15:45:00"	"2026-05-02"	"Punchestown"	"No Time To Wait (IRE)"	"25.00"	"48"	"Handicap Chase"	"PU"	"21"	"Kenneally, Michael"	"McConnell, John C"	"3m.5f "	"8"	"51"
"15:05:00"	"2026-05-02"	"Punchestown"	"Lord Lariat (IRE)"	"66.00"	"115.96"	"Handicap Chase"	"PU"	"19"	"OHanlon, P J"	"McLoughlin, D A"	"3m7.5f "	"11"	"28"
"14:30:00"	"2026-05-02"	"Punchestown"	"The Folkes Tiara (IRE)"	"25.00"	"36.86"	"Chase"	"7"	"15"	"OKeeffe, Darragh"	"Bromhead, Henry De"	"3m.5f "	"10"	"22"
"14:30:00"	"2026-05-02"	"Punchestown"	"Lisnamult Lad (IRE)"	"8.50"	"13.73"	"Chase"	"PU"	"15"	"Stone-Walsh, C"	"Donoghue, Ian"	"3m.5f "	"9"	"22"
"16:15:00"	"2026-05-01"	"Punchestown"	"Panda Boy (IRE)"	"4.00"	"5.46"	"Hunters Chase"	"3"	"14"	"Gleeson, Mr J L"	"Brassil, Martin"	"3m.5f "	"10"	"49"
"16:15:00"	"2026-05-01"	"Punchestown"	"Now Where Or When (IRE)"	"125.00"	"355.99"	"Hunters Chase"	"PU"	"14"	"Connor, Mr S"	"Crawford, S R B"	"3m.5f "	"11"	"26"
"15:40:00"	"2026-05-01"	"Punchestown"	"Squire Ohara (IRE)"	"12.00"	"26.28"	"Hunters Chase"	"3"	"13"	"Coonan, Mr A"	"Donoghue, Ian"	"2m4.5f "	"8"	"126"
"15:40:00"	"2026-05-01"	"Punchestown"	"Asphalt Cowboy (IRE)"	"12.00"	"29"	"Hunters Chase"	"5"	"13"	"Hendrick, Mr J W"	"Carey, Gerard"	"2m4.5f "	"8"	"26"
"15:40:00"	"2026-05-01"	"Punchestown"	"Gethegoodtimesroll (IRE)"	"150.00"	"461.84"	"Hunters Chase"	"PU"	"13"	"Sugrue, R"	"Maher, Peter"	"2m4.5f "	"8"	"155"
"18:05:00"	"2026-04-30"	"Punchestown"	"Meet And Greet (IRE)"	"150.00"	"337.99"	"Hurdle"	"4"	"8"	"Enright, P T"	"McKiernan, Oliver"	"2m7.5f "	"10"	"18"
"18:05:00"	"2026-04-30"	"Punchestown"	"Franciscan Rock (IRE)"	"28.00"	"42"	"Hurdle"	"7"	"8"	"Williamson, Mr J H"	"Morris, M F"	"2m7.5f "	"9"	"50"
"16:50:00"	"2026-04-30"	"Punchestown"	"Tuckmill (IRE)"	"125.00"	"193.07"	"Handicap Chase"	"10"	"20"	"Burke, Jonathan"	"Fahey, Peter"	"2m.5f "	"10"	"44"
"16:50:00"	"2026-04-30"	"Punchestown"	"The King Of Prs (IRE)"	"40.00"	"85"	"Handicap Chase"	"PU"	"20"	"Donoghue, K M"	"Cromwell, Gavin Patrick"	"2m.5f "	"8"	"20"
"15:40:00"	"2026-04-30"	"Punchestown"	"Shannon Royale (IRE)"	"5.50"	"8"	"Chase"	"5"	"13"	"Donoghue, K M"	"Donoghue, Ian"	"4m1f "	"8"	"32"
"17:25:00"	"2026-04-29"	"Punchestown"	"Down Memory Lane (IRE)"	"25.00"	"60"	"Handicap Chase"	"PU"	"14"	"Walsh, M P"	"Elliott, Gordon"	"2m4.5f "	"8"	"23"
"18:05:00"	"2026-04-28"	"Punchestown"	"Marine Nationale (IRE)"	"2.75"	"3.84"	"Chase"	"2"	"5"	"Flanagan, S W"	"Connell, B"	"2m.5f "	"9"	"86"
"15:40:00"	"2026-04-28"	"Punchestown"	"Rockymountainbleu (IRE)"	"40.00"	"48.22"	"Handicap Hurdle"	"9"	"21"	"Roche, T P"	"Rothwell, P J"	"2m.5f "	"8"	"23"
"15:05:00"	"2026-04-28"	"Punchestown"	"Must Go Now (IRE)"	"20.00"	"26"	"Handicap Hurdle"	"9"	"24"	"Williamson, Mr J H"	"Cawley, Edward"	"2m3.5f "	"9"	"22"
"14:30:00"	"2026-04-28"	"Punchestown"	"Grange Soldier (IRE)"	"33.00"	"44.13"	"Hunters Chase"	"4"	"9"	"King, Mr P A"	"Murphy, William P"	"3m.5f "	"8"	"83"
"14:30:00"	"2026-04-28"	"Punchestown"	"Willitgoahead (IRE)"	"2.50"	"3.85"	"Hunters Chase"	"6"	"9"	"Scallan, Mr J L"	"Elliott, Gordon"	"3m.5f "	"8"	"46"
"18:28:00"	"2026-04-24"	"Kilbeggan"	"Plain Or Battered (IRE)"	"25.00"	"32"	"Handicap Hurdle"	"2"	"16"	"Roche, T P"	"Rothwell, P J"	"3m.5f "	"9"	"29"
"19:42:00"	"2026-04-20"	"Tramore"	"Roman Parish (IRE)"	"100.00"	"538.82"	"Hunters Chase"	"10"	"13"	"Grant, Ms J E"	"OBrien, David M"	"2m5.5f "	"8"	"290"
