RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"19:48:00"	"2026-05-26"	"Dundalk"	"Jawhary"	"6.00"	"7.75"	"Handicap"	"6"	"13"	"Caffrey, Adam"	"McGuinness, Adrian"	"8"	"18"
"19:48:00"	"2026-05-26"	"Dundalk"	"Church Mountain (IRE)"	"16.00"	"21.22"	"Handicap"	"9"	"13"	"Sheridan, J M"	"Hogan, Denis Gerard"	"8"	"11"
"20:15:00"	"2026-04-23"	"Dundalk"	"Barretstown (IRE)"	"18.00"	"19.5"	"Handicap"	"11"	"12"	"Cleary, Jack"	"ODwyer, Conor"	"8"	"27"
"18:45:00"	"2026-04-23"	"Dundalk"	"Mullacash Buzz (IRE)"	"22.00"	"27.82"	"Handicap"	"4"	"10"	"Cleary, Jack"	"Dowling, Thomas"	"8"	"69"
"19:50:00"	"2026-04-10"	"Dundalk"	"Jawhary"	"4.00"	"6.01"	"Handicap"	"2"	"12"	"Caffrey, Adam"	"McGuinness, Adrian"	"8"	"21"
"20:15:00"	"2026-04-01"	"Dundalk"	"Derry Lad (IRE)"	"20.00"	"30"	"Handicap"	"9"	"13"	"Heffernan, J A"	"Coleman, Kevin"	"8"	"26"
"20:15:00"	"2026-03-27"	"Dundalk"	"Barretstown (IRE)"	"4.00"	"6.4"	"Handicap"	"7"	"9"	"Lee, W J"	"ODwyer, Conor"	"8"	"14"
"18:45:00"	"2026-03-27"	"Dundalk"	"Numidia (IRE)"	"5.50"	"8.29"	"Handicap"	"4"	"10"	"Cleary, R P"	"Lawlor, Peter"	"8"	"70"
"18:00:00"	"2026-03-13"	"Dundalk"	"Aingeal Dorcha (IRE)"	"5.00"	"7.8"	"Handicap"	"1"	"14"	"Browne-Souza, A"	"Slattery, Andrew"	"8"	"21"
"18:30:00"	"2026-02-27"	"Dundalk"	"Church Mountain (IRE)"	"18.00"	"30.32"	"Handicap"	"13"	"14"	"Roche, L F"	"Hogan, Denis Gerard"	"8"	"21"
"18:45:00"	"2026-02-20"	"Dundalk"	"Aingeal Dorcha (IRE)"	"7.50"	"10.5"	"Handicap"	"1"	"14"	"Browne-Souza, A"	"Slattery, Andrew"	"8"	"21"
"18:45:00"	"2026-02-20"	"Dundalk"	"Hale Bopp (IRE)"	"11.00"	"11.01"	"Handicap"	"12"	"14"	"McGettigan, P"	"Donohoe, R"	"8"	"21"
"18:15:00"	"2026-02-20"	"Dundalk"	"Benavente"	"10.00"	"15"	"Handicap"	"4"	"10"	"Keane, C T"	"Hogan, Denis Gerard"	"8"	"7"
"17:00:00"	"2026-02-13"	"Dundalk"	"Benavente"	"10.00"	"15.5"	"Claimer"	"6"	"12"	"Holohan, Reese"	"Hogan, Denis Gerard"	"8"	"28"
"17:00:00"	"2026-02-13"	"Dundalk"	"Rock Etoile (IRE)"	"125.00"	"291.26"	"Claimer"	"11"	"12"	"Rutledge, Siobhan"	"McKenna, P J"	"8"	"21"
"16:38:00"	"2026-02-11"	"Dundalk"	"Jawhary"	"16.00"	"30"	"Handicap"	"6"	"14"	"Caffrey, Adam"	"McGuinness, Adrian"	"8"	"19"
"16:38:00"	"2026-02-11"	"Dundalk"	"Is She Now (IRE)"	"80.00"	"196.6"	"Handicap"	"12"	"14"	"Rutledge, Siobhan"	"Ward, V C"	"8"	"47"
"19:15:00"	"2026-02-06"	"Dundalk"	"Satono Chevalier (IRE)"	"3.33"	"4.63"	"Handicap"	"2"	"10"	"Kearney, J"	"Melia, Aidan"	"8"	"14"
"19:15:00"	"2026-02-06"	"Dundalk"	"Church Mountain (IRE)"	"6.00"	"9.35"	"Handicap"	"3"	"10"	"Sheridan, J M"	"Hogan, Denis Gerard"	"8"	"7"
"19:15:00"	"2026-01-30"	"Dundalk"	"Aingeal Dorcha (IRE)"	"5.00"	"7.68"	"Handicap"	"6"	"14"	"Browne-Souza, A"	"Slattery, Andrew"	"8"	"7"
"19:15:00"	"2026-01-30"	"Dundalk"	"Church Mountain (IRE)"	"4.50"	"6.34"	"Handicap"	"7"	"14"	"OSullivan, Darragh"	"Hogan, Denis Gerard"	"8"	"7"
"17:45:00"	"2026-01-30"	"Dundalk"	"Ferrybank"	"10.00"	"14.5"	"Handicap"	"11"	"14"	"Hayes, C D"	"Walsh, T M"	"8"	"56"
"19:30:00"	"2026-01-23"	"Dundalk"	"Church Mountain (IRE)"	"9.00"	"14.73"	"Handicap"	"1"	"12"	"Sheridan, J M"	"Hogan, Denis Gerard"	"8"	"10"
"19:30:00"	"2026-01-23"	"Dundalk"	"Satono Chevalier (IRE)"	"3.33"	"5.13"	"Handicap"	"2"	"12"	"Kearney, J"	"Melia, Aidan"	"8"	"98"
"17:00:00"	"2026-01-23"	"Dundalk"	"Mullacash Buzz (IRE)"	"20.00"	"24.5"	"Handicap"	"13"	"13"	"Joyce, Wesley"	"Dowling, Thomas"	"8"	"141"
"16:30:00"	"2026-01-23"	"Dundalk"	"Aingeal Dorcha (IRE)"	"4.50"	"7.6"	"Claimer"	"5"	"11"	"Browne-Souza, A"	"Slattery, Andrew"	"8"	"10"
"16:30:00"	"2026-01-23"	"Dundalk"	"Jawhary"	"3.33"	"5.6"	"Claimer"	"6"	"11"	"Caffrey, Adam"	"McGuinness, Adrian"	"8"	"7"
"19:15:00"	"2026-01-16"	"Dundalk"	"Roman Bull (IRE)"	"22.00"	"40"	"Handicap"	"10"	"13"	"Rutledge, Siobhan"	"OMeara, Michael W"	"8"	"128"
"18:45:00"	"2026-01-16"	"Dundalk"	"Mulgrave (IRE)"	"8.00"	"9.79"	"Handicap"	"8"	"11"	"McDonogh, D P"	"Murphy, Daniel"	"8"	"28"
"17:10:00"	"2026-01-13"	"Dundalk"	"Church Mountain (IRE)"	"4.50"	"7.08"	"Handicap"	"8"	"14"	"Kearney, J"	"Hogan, Denis Gerard"	"8"	"32"
"17:10:00"	"2026-01-13"	"Dundalk"	"Barretstown (IRE)"	"20.00"	"25.22"	"Handicap"	"10"	"14"	"ODwyer, Charlie"	"ODwyer, Conor"	"8"	"69"
"14:00:00"	"2026-01-13"	"Dundalk"	"Hurricane Helen"	"40.00"	"55"	"Handicap"	"12"	"14"	"Horgan, H J"	"OSullivan, Ross"	"8"	"55"
"18:15:00"	"2026-01-09"	"Dundalk"	"Jazz Dreamers (IRE)"	"50.00"	"65"	"Handicap"	"7"	"14"	"Geerdharry, C"	"Fahey, Seamus"	"8"	"51"
"15:55:00"	"2026-01-09"	"Dundalk"	"Benavente"	"9.00"	"11.71"	"Handicap"	"8"	"12"	"Holohan, Reese"	"Hogan, Denis Gerard"	"8"	"23"
"19:30:00"	"2025-12-19"	"Dundalk"	"Kartayaz (IRE)"	"14.00"	"16.21"	"Handicap"	"10"	"13"	"McMullan, Zoe"	"Kingston, G A"	"8"	"9"
"17:15:00"	"2025-12-12"	"Dundalk"	"Monzoon"	"50.00"	"160"	"Handicap"	"14"	"14"	"Geerdharry, C"	"Sweeney, P"	"8"	"16"
"16:45:00"	"2025-12-10"	"Dundalk"	"Harbanaker (IRE)"	"28.00"	"33.57"	"Handicap"	"12"	"14"	"Sheridan, J M"	"Harvey, William"	"8"	"119"
"16:15:00"	"2025-12-10"	"Dundalk"	"Kartayaz (IRE)"	"50.00"	"90"	"Handicap"	"1"	"12"	"McMullan, Zoe"	"Kingston, G A"	"8"	"97"
"16:18:00"	"2025-11-26"	"Dundalk"	"Nusra (IRE)"	"8.00"	"12"	"Handicap"	"7"	"11"	"Pietropaolo, J"	"Ahern, G"	"8"	"27"
"16:18:00"	"2025-11-26"	"Dundalk"	"Figurehead (IRE)"	"16.00"	"23"	"Handicap"	"10"	"11"	"Crehan, Mark"	"Cleary, Michael G"	"8"	"13"
"15:18:00"	"2025-11-26"	"Dundalk"	"Ransom"	"16.00"	"23"	"Handicap"	"12"	"12"	"McGettigan, P"	"Sweeney, P"	"8"	"28"
"14:48:00"	"2025-11-26"	"Dundalk"	"Manhattan Dandy (IRE)"	"25.00"	"42"	"Handicap"	"9"	"14"	"Dalton, J S"	"Coyle, Thomas"	"8"	"30"
"14:48:00"	"2025-11-26"	"Dundalk"	"Monzoon"	"18.00"	"22.44"	"Handicap"	"13"	"14"	"McGettigan, P"	"Sweeney, P"	"8"	"86"
"19:45:00"	"2025-11-21"	"Dundalk"	"Gracesolution (IRE)"	"50.00"	"72.97"	"Handicap"	"9"	"14"	"Worrell, Ms C J"	"OSullivan, Ross"	"8"	"14"
"15:55:00"	"2025-11-19"	"Dundalk"	"Notforalongtime"	"33.00"	"46.42"	"Handicap"	"1"	"14"	"Hassett, M W"	"Hourigan, Laura"	"8"	"7"
"15:55:00"	"2025-11-19"	"Dundalk"	"Comfort Line (IRE)"	"6.50"	"10.3"	"Handicap"	"7"	"14"	"Caffrey, Adam"	"McGuinness, Adrian"	"8"	"21"
"20:30:00"	"2025-11-07"	"Dundalk"	"Shining Aitch"	"28.00"	"40"	"Handicap"	"10"	"14"	"Whearty, R"	"McCourt, T G"	"8"	"9"
"18:15:00"	"2025-11-07"	"Dundalk"	"Gracesolution (IRE)"	"28.00"	"50"	"Handicap"	"9"	"14"	"Worrell, Ms C J"	"OSullivan, Ross"	"8"	"9"
"16:20:00"	"2025-11-05"	"Dundalk"	"Punk Poet (IRE)"	"7.50"	"10.88"	"Handicap"	"9"	"9"	"Hassett, M W"	"Lynam, Edward"	"8"	"7"
"19:30:00"	"2025-10-31"	"Dundalk"	"Giuseppe Cassioli"	"14.00"	"20"	"Handicap"	"5"	"10"	"Burns, Ms N"	"Bunyan, Darren / OLeary, G"	"8"	"57"
"19:30:00"	"2025-10-31"	"Dundalk"	"Shoot To Kill (IRE)"	"6.00"	"7.6"	"Handicap"	"7"	"10"	"Mulligan, R M"	"Kelly, Noel C"	"8"	"14"
"17:40:00"	"2025-10-29"	"Dundalk"	"Gracesolution (IRE)"	"11.00"	"16.02"	"Handicap"	"13"	"14"	"Markey, S R"	"OSullivan, Ross"	"8"	"40"
"14:31:00"	"2025-10-29"	"Dundalk"	"Comfort Line (IRE)"	"5.50"	"8"	"Handicap"	"2"	"14"	"Caffrey, Adam"	"McGuinness, Adrian"	"8"	"10"
"14:31:00"	"2025-10-29"	"Dundalk"	"Punk Poet (IRE)"	"5.00"	"7"	"Handicap"	"4"	"14"	"Coen, Ben M"	"Lynam, Edward"	"8"	"33"
"14:31:00"	"2025-10-29"	"Dundalk"	"Ransom"	"6.50"	"7.98"	"Handicap"	"12"	"14"	"McAteer, L T"	"Sweeney, P"	"8"	"25"
"14:00:00"	"2025-10-29"	"Dundalk"	"Shining Aitch"	"50.00"	"94.17"	"Claimer"	"8"	"14"	"Tormey, S"	"McCourt, T G"	"8"	"33"
"18:45:00"	"2025-09-26"	"Dundalk"	"Punk Poet (IRE)"	"3.00"	"4.78"	"Handicap"	"1"	"13"	"Coen, Ben M"	"Lynam, Edward"	"8"	"7"
"18:45:00"	"2025-09-26"	"Dundalk"	"Shining Aitch"	"28.00"	"55"	"Handicap"	"5"	"13"	"Tormey, S"	"McCourt, T G"	"8"	"7"
"18:15:00"	"2025-09-26"	"Dundalk"	"The Bog Bank (IRE)"	"12.00"	"15.77"	"Handicap"	"4"	"14"	"Coen, S"	"McCourt, T G"	"8"	"24"
"20:00:00"	"2025-09-19"	"Dundalk"	"Shining Aitch"	"33.00"	"60"	"Handicap"	"10"	"14"	"Tormey, S"	"McCourt, T G"	"8"	"15"
"19:30:00"	"2025-09-19"	"Dundalk"	"Thegooseiscooked (IRE)"	"12.00"	"19.74"	"Handicap"	"6"	"14"	"Keane, C T"	"Keane, Gerard"	"8"	"13"
"19:00:00"	"2025-09-19"	"Dundalk"	"Gracesolution (IRE)"	"20.00"	"27"	"Handicap"	"4"	"12"	"Horgan, H J"	"OSullivan, Ross"	"8"	"34"
"18:30:00"	"2025-09-19"	"Dundalk"	"Punk Poet (IRE)"	"5.50"	"8.2"	"Handicap"	"3"	"14"	"Coen, Ben M"	"Lynam, Edward"	"8"	"15"
