RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"19:50:00"	"2026-07-30"	"Epsom"	"Koffee And Kale"	"8.50"	"10.6"	"Handicap"	"4"	"7"	"Muscutt, D"	"Bell, M L W"	"3"	"21"
"19:32:00"	"2026-07-30"	"Wolverhampton"	"Rajbello (IRE)"	"22.00"	"27.1"	"Handicap"	"9"	"12"	"Egan, Ms A"	"OBrien, Fergal"	"3"	"55"
"18:00:00"	"2026-07-25"	"Lingfield"	"Mister Pretentious"	"18.00"	"20.97"	"Handicap"	"4"	"6"	"ONeill, K T"	"Dace, L A"	"3"	"12"
"13:35:00"	"2026-07-25"	"Newcastle"	"Broadstone"	"125.00"	"360.08"	"Handicap"	"12"	"13"	"Slater, Mr Matthew"	"Norton, J R"	"4"	"16"
"20:11:00"	"2026-07-24"	"Chepstow"	"Trafalger"	"8.50"	"9.87"	"Handicap"	"5"	"7"	"Sayette, B D L"	"Case, B I"	"5"	"25"
"19:50:00"	"2026-07-22"	"Leicester"	"Turton"	"20.00"	"27"	"Handicap"	"6"	"6"	"Ghiani, Marco"	"Carroll, A W"	"3"	"29"
"19:30:00"	"2026-07-21"	"Wolverhampton"	"Athenian Spirit (IRE)"	"12.00"	"16.5"	"Handicap"	"7"	"10"	"Jamin, Pierre-Louis"	"Nicholls, Georgina"	"3"	"15"
"16:30:00"	"2026-07-20"	"Ayr"	"Toy Soldier (IRE)"	"5.00"	"7.07"	"Handicap"	"8"	"10"	"Clarkson, Lexie"	"Russell, Miss Lucinda V"	"4"	"15"
"17:17:00"	"2026-07-19"	"Redcar"	"Pebble Dash (IRE)"	"33.00"	"46"	"Handicap"	"7"	"8"	"McHugh, B"	"Harrison, Gary"	"4"	"29"
"16:43:00"	"2026-07-19"	"Redcar"	"Secret Testimony"	"28.00"	"43.07"	"Handicap"	"6"	"8"	"Wheatley, Zak"	"Carroll, D"	"3"	"30"
"17:10:00"	"2026-07-16"	"Hamilton"	"Alnayef (IRE)"	"0.83"	"1.94"	"Handicap"	"3"	"5"	"Mulrennan, Paul"	"Goldie, J S"	"5"	"21"
"15:00:00"	"2026-07-14"	"Ffos Las"	"Drum Major (IRE)"	"14.00"	"19.5"	"Handicap Nursery"	"5"	"5"	"Kavanagh, Ryan"	"Muir, W R"	"2"	"17"
"20:40:00"	"2026-07-13"	"Lingfield"	"Smoker Bellamy (IRE)"	"12.00"	"18.5"	"Non-Handicap"	"4"	"13"	"Doughty, Jack"	"Newland, Dr R D P"	"3"	"27"
"20:55:00"	"2026-07-08"	"Kempton"	"Hawaiian King (IRE)"	"28.00"	"41.01"	"Handicap"	"8"	"10"	"Mangan, Gina"	"Madgwick, M"	"4"	"20"
"19:01:00"	"2026-07-08"	"Chepstow"	"Grand Vista (IRE)"	"6.00"	"8.49"	"Handicap"	"3"	"6"	"Doughty, Jack"	"Muir, W R"	"3"	"29"
"20:20:00"	"2026-07-07"	"Brighton"	"Launceston (IRE)"	"11.00"	"14.8"	"Non-Handicap"	"4"	"7"	"Carson, William"	"Carroll, A W"	"4"	"36"
"19:40:00"	"2026-07-07"	"Wolverhampton"	"Maury (IRE)"	"5.50"	"7"	"Handicap"	"7"	"9"	"Dobie, Georgia"	"Benton, Craig"	"4"	"15"
"19:10:00"	"2026-07-07"	"Wolverhampton"	"Kings Courtier"	"18.00"	"27"	"Non-Handicap"	"7"	"7"	"Hogan, D E"	"Birkett, Julia &"	"3"	"29"
"20:52:00"	"2026-07-06"	"Ripon"	"Soul Warrior (IRE)"	"6.00"	"7.2"	"Handicap"	"3"	"9"	"Jary, Alex"	"Tinkler, N"	"3"	"22"
