RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"16:20:00"	"2026-06-20"	"Ascot"	"Domina Ignis (FR)"	"150.00"	"286.44"	"Non-Handicap"	"13"	"16"	"Egan, David"	"Foy, Kevin"	"3"	"48"
"17:00:00"	"2026-06-17"	"Ascot"	"Checkandchallenge"	"33.00"	"61.81"	"Handicap"	"10"	"28"	"Ryan, Rossa"	"Knight, W J"	"7"	"32"
"17:00:00"	"2026-06-17"	"Ascot"	"Archivist"	"5.00"	"7.41"	"Handicap"	"20"	"28"	"Doyle, James"	"Jehani, H Al"	"4"	"340"
"17:00:00"	"2026-06-17"	"Ascot"	"No Retreat (IRE)"	"50.00"	"90.94"	"Handicap"	"21"	"28"	"Loughnane, Mr Billy"	"Scott, George"	"5"	"363"
"17:00:00"	"2026-06-17"	"Ascot"	"War Socks"	"50.00"	"90"	"Handicap"	"25"	"28"	"Egan, David"	"Petersen, N"	"4"	"321"
"17:00:00"	"2026-06-17"	"Ascot"	"One Smack Mac (IRE)"	"66.00"	"139.9"	"Handicap"	"28"	"28"	"Osborne, Saffie"	"Osborne, J A"	"4"	"277"
"14:20:00"	"2026-05-09"	"Ascot"	"So Darn Hot"	"28.00"	"31.38"	"Handicap"	"7"	"28"	"Shoemark, Kieran"	"Walker, Ed"	"4"	"36"
"14:20:00"	"2026-05-09"	"Ascot"	"Pellitory"	"40.00"	"48.17"	"Handicap"	"16"	"28"	"Tudhope, Daniel"	"OMeara, D"	"4"	"224"
"17:30:00"	"2026-05-01"	"Ascot"	"Greek Order"	"3.33"	"5.05"	"Handicap"	"4"	"11"	"Langley, Miss Taryn"	"Bell, M L W"	"6"	"34"
"17:30:00"	"2026-05-01"	"Ascot"	"Dapper Guest (IRE)"	"50.00"	"65"	"Handicap"	"8"	"11"	"Burns, Harry"	"Margarson, G G"	"4"	"15"
"16:40:00"	"2025-10-18"	"Ascot"	"Greek Order"	"25.00"	"34.61"	"Handicap"	"11"	"20"	"Callan, Mr Jack"	"Bell, M L W"	"5"	"21"
"16:40:00"	"2025-10-18"	"Ascot"	"Great Acclaim"	"25.00"	"33.12"	"Handicap"	"14"	"20"	"Bishop, Charles"	"Houghton, Eve Johnson"	"4"	"14"
"13:15:00"	"2025-10-04"	"Ascot"	"Fair Point"	"14.00"	"19"	"Non-Handicap"	"10"	"15"	"Ghiani, Marco"	"Beckett, R M"	"4"	"20"
"14:20:00"	"2025-10-03"	"Ascot"	"Northcliff (IRE)"	"28.00"	"44"	"Handicap"	"15"	"17"	"King, Mr James"	"Faulkner, T"	"5"	"36"
