RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"15:30:00"	"2026-05-18"	"Carlisle"	"Ashdown Forest (IRE)"	"16.00"	"18.33"	"Handicap"	"9"	"9"	"Garritty, Jack"	"OKeeffe, Jedd"	"4"	"16"
"20:20:00"	"2026-05-07"	"Redcar"	"Dream Forever (IRE)"	"11.00"	"16"	"Handicap"	"12"	"14"	"Garritty, Jack"	"OKeeffe, Jedd"	"3"	"30"
"16:12:00"	"2025-08-17"	"Pontefract"	"Dan Tucker"	"2.25"	"3.51"	"Handicap"	"2"	"6"	"Garritty, Jack"	"OKeeffe, Jedd"	"3"	"17"
"15:45:00"	"2025-07-31"	"Goodwood"	"Dan Tucker"	"3.50"	"5.2"	"Handicap"	"8"	"13"	"Moore, Ryan"	"OKeeffe, Jedd"	"3"	"13"
"19:55:00"	"2025-07-18"	"Pontefract"	"Dan Tucker"	"2.75"	"4.25"	"Handicap"	"1"	"5"	"Fentiman, Warren"	"OKeeffe, Jedd"	"3"	"35"
"19:30:00"	"2025-06-18"	"Ripon"	"Something"	"2.50"	"3.6"	"Handicap"	"4"	"7"	"Rodriguez, Callum"	"OKeeffe, Jedd"	"4"	"11"
"14:15:00"	"2025-06-16"	"Carlisle"	"Dream Forever (IRE)"	"100.00"	"239.47"	"Maiden"	"6"	"11"	"Garritty, Jack"	"OKeeffe, Jedd"	"2"	"28"
"16:15:00"	"2025-06-07"	"Epsom"	"Something"	"33.00"	"60.1"	"Handicap"	"10"	"14"	"Doyle, Hollie"	"OKeeffe, Jedd"	"4"	"9"
"15:50:00"	"2025-05-31"	"York"	"Georgecandoit"	"80.00"	"203.58"	"Handicap"	"18"	"22"	"Mullen, Andrew"	"OKeeffe, Jedd"	"3"	"19"
"18:05:00"	"2025-05-30"	"Haydock"	"Creating Mischief"	"33.00"	"65.06"	"Novices"	"8"	"10"	"Shepherd, Callum"	"OKeeffe, Jedd"	"3"	"30"
"16:10:00"	"2025-05-24"	"Haydock"	"Dan Tucker"	"5.00"	"7"	"Handicap"	"5"	"11"	"Garritty, Jack"	"OKeeffe, Jedd"	"3"	"23"
"14:17:00"	"2025-05-12"	"Catterick"	"Georgecandoit"	"1.63"	"3.02"	"Novices"	"4"	"10"	"Garritty, Jack"	"OKeeffe, Jedd"	"3"	"32"
"17:50:00"	"2025-05-01"	"Ayr"	"Dan Tucker"	"0.33"	"1.41"	"Maiden"	"1"	"8"	"Garritty, Jack"	"OKeeffe, Jedd"	"3"	"22"
"14:05:00"	"2025-04-09"	"Nottingham"	"Dan Tucker"	"0.73"	"1.84"	"Maiden"	"2"	"9"	"Garritty, Jack"	"OKeeffe, Jedd"	"3"	"163"
"13:25:00"	"2024-10-28"	"Redcar"	"Dan Tucker"	"2.50"	"3.65"	"Novices"	"2"	"7"	"Shaw, Harrison"	"OKeeffe, Jedd"	"2"	"23"
"15:51:00"	"2024-10-25"	"Doncaster"	"Trojan Soldier"	"125.00"	"463.18"	"Maiden"	"13"	"16"	"Eaves, Tom"	"OKeeffe, Jedd"	"2"	"10"
"13:17:00"	"2024-10-07"	"Pontefract"	"Georgecandoit"	"12.00"	"16"	"Handicap Nursery"	"10"	"11"	"Garritty, Jack"	"OKeeffe, Jedd"	"2"	"33"
"15:20:00"	"2024-10-05"	"Redcar"	"Dan Tucker"	"50.00"	"65"	"Non-Handicap"	"13"	"19"	"Shaw, Harrison"	"OKeeffe, Jedd"	"2"	"28"
"15:10:00"	"2024-09-07"	"Thirsk"	"Dan Tucker"	"9.00"	"12"	"Novices"	"2"	"17"	"Garritty, Jack"	"OKeeffe, Jedd"	"2"	"22"
"16:25:00"	"2024-08-25"	"Beverley"	"Monsieur Melee"	"2.00"	"3.45"	"Handicap"	"3"	"7"	"McDonald, P J"	"OKeeffe, Jedd"	"3"	"14"
"15:40:00"	"2024-08-11"	"Ripon"	"Monsieur Melee"	"2.50"	"3.57"	"Handicap"	"2"	"5"	"Marsh, Finley"	"OKeeffe, Jedd"	"3"	"8"
"17:05:00"	"2024-08-03"	"Thirsk"	"Monsieur Melee"	"2.50"	"3.89"	"Handicap"	"3"	"8"	"Rodriguez, Callum"	"OKeeffe, Jedd"	"3"	"14"
"17:05:00"	"2024-06-28"	"Doncaster"	"Prince Achille"	"16.00"	"25"	"Handicap"	"6"	"11"	"Nolan, D"	"OKeeffe, Jedd"	"5"	"47"
"14:15:00"	"2024-06-19"	"Hamilton"	"Georgecandoit"	"0.62"	"1.68"	"Maiden"	"3"	"5"	"Garritty, Jack"	"OKeeffe, Jedd"	"2"	"19"
"14:15:00"	"2024-05-31"	"Carlisle"	"Georgecandoit"	"1.75"	"2.76"	"Novices"	"2"	"6"	"Garritty, Jack"	"OKeeffe, Jedd"	"2"	"13"
"17:35:00"	"2024-05-18"	"Doncaster"	"Georgecandoit"	"1.50"	"2.72"	"Maiden"	"2"	"10"	"Garritty, Jack"	"OKeeffe, Jedd"	"2"	"14"
"17:10:00"	"2024-05-17"	"Newbury"	"Monsieur Melee"	"3.00"	"4.84"	"Handicap"	"5"	"13"	"Marsh, Finley"	"OKeeffe, Jedd"	"3"	"5"
