RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"17:15:00"	"2025-12-29"	"Newcastle"	"Pop Star (IRE)"	"18.00"	"28.88"	"Handicap"	"6"	"10"	"Mullen, Andrew"	"Jardine, I"	"5"	"112"
"16:22:00"	"2025-12-18"	"Southwell"	"Albert Cee (FR)"	"4.00"	"5.94"	"Handicap"	"3"	"11"	"Hogan, D E"	"Charalambous, P"	"5"	"47"
"17:40:00"	"2025-12-17"	"Kempton"	"Granger Bay (IRE)"	"40.00"	"70"	"Handicap"	"6"	"10"	"Davies, Harry"	"Chapple-Hyam, Jane"	"4"	"445"
"15:20:00"	"2025-12-17"	"Lingfield"	"Saint Terry (IRE)"	"40.00"	"85"	"Handicap"	"10"	"10"	"Coppins, Myla"	"Carroll, A W"	"4"	"158"
"20:00:00"	"2025-12-13"	"Wolverhampton"	"Corundum"	"3.33"	"5.14"	"Handicap"	"5"	"12"	"Hornby, Rob"	"Wadham, Mrs L"	"4"	"53"
"17:15:00"	"2025-12-13"	"Newcastle"	"Apotheosis (IRE)"	"3.33"	"5.1"	"Handicap"	"1"	"7"	"Davies, Harry"	"Crisford, Simon"	"4"	"145"
"19:15:00"	"2025-12-12"	"Dundalk"	"Inishfallen (IRE)"	"5.00"	"8.6"	"Handicap"	"5"	"13"	"Kearney, J"	"Thorne, Stephen"	"4"	"120"
"20:30:00"	"2025-12-11"	"Chelmsford City"	"Terries Royale"	"3.50"	"6.6"	"Handicap"	"6"	"9"	"Rawlinson, Ali"	"Appleby, M"	"5"	"33"
"19:00:00"	"2025-12-09"	"Newcastle"	"Pinpoint"	"40.00"	"113.59"	"Handicap"	"11"	"12"	"Fairley, Greg"	"Whillans, Ewan"	"4"	"120"
"20:00:00"	"2025-12-06"	"Wolverhampton"	"Roman Emperor"	"8.00"	"10.5"	"Handicap"	"7"	"12"	"Murphy, D J"	"Ryan, J"	"4"	"137"
"18:45:00"	"2025-12-05"	"Newcastle"	"Brave Empire (IRE)"	"7.50"	"11"	"Handicap"	"5"	"9"	"Wood, George"	"Furtado, Ivan"	"4"	"38"
"19:30:00"	"2025-12-04"	"Chelmsford City"	"Respectable Jack"	"7.00"	"9"	"Handicap"	"5"	"12"	"Callan, Mr Jack"	"Crawley, Matt"	"4"	"44"
"18:00:00"	"2025-12-04"	"Chelmsford City"	"Havana Rum (IRE)"	"7.50"	"10.5"	"Handicap"	"1"	"10"	"Tindall, Ethan"	"Fahey, R A"	"5"	"41"
"17:25:00"	"2025-12-03"	"Dundalk"	"Iva Batt (IRE)"	"100.00"	"260"	"Handicap"	"13"	"14"	"OGorman, Jessica"	"Watson, R K"	"7"	"42"
"14:30:00"	"2025-12-03"	"Lingfield"	"Christian David (IRE)"	"5.50"	"8.65"	"Handicap"	"1"	"10"	"Voikhansky, Alexander"	"Hannon (Jnr), Richard"	"4"	"40"
"15:30:00"	"2025-12-02"	"Lingfield"	"Stash The Cash (IRE)"	"4.00"	"6.46"	"Handicap"	"7"	"8"	"Crouch, Hector"	"Dunne, M"	"4"	"35"
"17:25:00"	"2025-11-28"	"Dundalk"	"Marks One (IRE)"	"18.00"	"26"	"Handicap"	"9"	"9"	"Cleary, Jack"	"Cleary, Michael G"	"4"	"43"
"17:45:00"	"2025-11-27"	"Newcastle"	"Kyber Crystal (IRE)"	"50.00"	"90"	"Handicap"	"11"	"11"	"McDonald, P J"	"Menzies, Rebecca"	"6"	"23"
"15:35:00"	"2025-11-26"	"Southwell"	"Betsen"	"40.00"	"50"	"Handicap"	"1"	"9"	"Eaves, Tom"	"Carroll, A W"	"4"	"60"
"14:03:00"	"2025-11-26"	"Southwell"	"Onemorenomore"	"6.00"	"9.11"	"Handicap"	"1"	"11"	"Watson, Jason"	"McBride, P J"	"5"	"25"
"19:00:00"	"2025-11-24"	"Wolverhampton"	"Diamondonthehill"	"12.00"	"17.46"	"Handicap"	"3"	"12"	"Ryan, Rossa"	"Newland, Dr R D P"	"7"	"109"
"18:40:00"	"2025-11-22"	"Newcastle"	"Illusionist (GER)"	"18.00"	"21.09"	"Handicap"	"7"	"7"	"Stammers, Oliver"	"Tuer, Grant"	"8"	"56"
"20:00:00"	"2025-11-21"	"Southwell"	"Rosario (IRE)"	"10.00"	"14.79"	"Handicap"	"3"	"7"	"Mitchell, Jack"	"Teal, R A"	"4"	"27"
"20:00:00"	"2025-11-21"	"Southwell"	"Air Force One (IRE)"	"7.00"	"9.8"	"Handicap"	"6"	"7"	"McDonald, P J"	"Oldroyd, G R"	"4"	"69"
"17:30:00"	"2025-11-20"	"Southwell"	"Captain Corelli (IRE)"	"33.00"	"47.49"	"Handicap"	"12"	"13"	"Costello, Dougie"	"Camacho, Miss J A"	"8"	"65"
"19:15:00"	"2025-11-18"	"Newcastle"	"Run This Way"	"25.00"	"46"	"Handicap"	"11"	"14"	"Russell, Harry"	"Midgley, P T"	"7"	"14"
"18:45:00"	"2025-11-18"	"Newcastle"	"Madame Plaintiff (IRE)"	"25.00"	"31.44"	"Handicap"	"9"	"14"	"McHugh, B"	"Brown, A D"	"4"	"14"
"19:10:00"	"2025-11-17"	"Newcastle"	"Tiriac"	"6.50"	"9.8"	"Handicap"	"1"	"9"	"McHugh, B"	"Midgley, P T"	"5"	"25"
"18:10:00"	"2025-11-17"	"Newcastle"	"Germanic (IRE)"	"3.00"	"4.67"	"Handicap"	"1"	"13"	"Sexton, Ryan"	"Camacho, Miss J A"	"4"	"23"
"18:00:00"	"2025-11-14"	"Dundalk"	"Mehmar (IRE)"	"50.00"	"85"	"Handicap"	"7"	"10"	"Coen, S"	"Slevin, Nigel"	"5"	"123"
"18:00:00"	"2025-11-08"	"Wolverhampton"	"Some Nightmare (IRE)"	"25.00"	"34"	"Handicap"	"7"	"11"	"Doughty, Jack"	"Oshea, J G M"	"8"	"67"
"17:30:00"	"2025-11-08"	"Wolverhampton"	"Romanovich (IRE)"	"40.00"	"60.91"	"Handicap"	"7"	"9"	"Mangan, Gina"	"Oshea, J G M"	"6"	"75"
"19:55:00"	"2025-11-07"	"Dundalk"	"Nezeeh (IRE)"	"66.00"	"220"	"Handicap"	"6"	"7"	"Cleary, Jack"	"Hogan, Denis Gerard"	"4"	"27"
"17:30:00"	"2025-11-06"	"Newcastle"	"Beltane (IRE)"	"33.00"	"60"	"Handicap"	"9"	"12"	"Elliott, Rhys"	"Walford, Mark"	"6"	"45"
"13:45:00"	"2025-11-05"	"Dundalk"	"Gordon Bennett (IRE)"	"5.50"	"7.6"	"Claimer"	"3"	"13"	"Dalton, J S"	"Brabazon, Richard"	"7"	"15"
