RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"20:20:00"	"2026-07-29"	"Galway"	"Cock And Bull (IRE)"	"3.50"	"6.11"	"Handicap"	"1"	"19"	"Coen, S"	"Mullins, Emmet"	"5"	"33"
"16:10:00"	"2026-07-29"	"Goodwood"	"Qirat"	"50.00"	"95"	"Non-Handicap"	"9"	"12"	"Keane, C T"	"Beckett, R M"	"5"	"1"
"20:15:00"	"2026-07-28"	"Galway"	"Moyassr (IRE)"	"33.00"	"80"	"Handicap"	"16"	"17"	"McAteer, L T"	"Flynn, Paul W"	"5"	"13"
"19:15:00"	"2026-07-28"	"Galway"	"Eddie G (IRE)"	"3.50"	"4.7"	"Handicap"	"1"	"15"	"McMonagle, Dylan B"	"McGuinness, Adrian"	"5"	"6"
"19:15:00"	"2026-07-28"	"Galway"	"Goal Exceeded"	"5.50"	"8.82"	"Handicap"	"4"	"15"	"Caffrey, Adam"	"McGuinness, Adrian"	"5"	"40"
"15:00:00"	"2026-07-28"	"Goodwood"	"Qirat"	"4.00"	"5.36"	"Non-Handicap"	"4"	"8"	"Keane, C T"	"Beckett, R M"	"5"	"31"
"13:50:00"	"2026-07-28"	"Goodwood"	"Twisting Physics"	"5.50"	"7.4"	"Handicap"	"5"	"17"	"Lewis, Ashley"	"Cole, Oliver"	"5"	"29"
"17:05:00"	"2026-07-25"	"Gowran Park"	"Hexagonal (IRE)"	"10.00"	"16.47"	"Handicap"	"1"	"13"	"Holohan, Reese"	"Hogan, Denis Gerard"	"5"	"11"
"16:25:00"	"2026-07-18"	"Ripon"	"Cadarn (IRE)"	"4.00"	"5.31"	"Handicap"	"3"	"7"	"Gray, S A"	"Ryan, K A"	"5"	"21"
"14:50:00"	"2026-07-18"	"Curragh"	"City House (IRE)"	"10.00"	"12.93"	"Handicap"	"11"	"20"	"Whelan, R P"	"McGuinness, Adrian"	"5"	"34"
"17:05:00"	"2026-07-04"	"Leicester"	"Aspire To Glory (IRE)"	"14.00"	"18.83"	"Handicap"	"6"	"9"	"Lewis, Ashley"	"Cunha, Dylan"	"5"	"54"
"14:25:00"	"2026-07-04"	"Sandown"	"Tribal Chief (FR)"	"4.00"	"7"	"Handicap"	"6"	"14"	"Osborne, Saffie"	"Menuisier, David"	"5"	"56"
"17:05:00"	"2026-06-24"	"Carlisle"	"Secret Beach (IRE)"	"33.00"	"75"	"Handicap"	"7"	"10"	"Nolan, D"	"McCain Jnr, D"	"5"	"47"
"15:15:00"	"2026-06-22"	"Musselburgh"	"Finn Ironside"	"5.50"	"7.9"	"Handicap"	"7"	"9"	"Croot, Elle-May"	"Furtado, Ivan"	"5"	"16"
"20:10:00"	"2026-06-19"	"Limerick"	"Eben Zaabeel"	"16.00"	"24"	"Handicap"	"3"	"8"	"Heffernan, J A"	"Martin, A J"	"5"	"19"
"20:00:00"	"2026-06-19"	"Down Royal"	"Eddie G (IRE)"	"18.00"	"33.28"	"Handicap"	"3"	"9"	"Kearney, J"	"McGuinness, Adrian"	"5"	"15"
"15:50:00"	"2026-06-15"	"Carlisle"	"Between Me And U"	"10.00"	"13.89"	"Handicap"	"7"	"12"	"Nolan, D"	"Herrington,M "	"5"	"28"
"17:07:00"	"2026-06-13"	"Sandown"	"Trojan Storm"	"25.00"	"36"	"Handicap"	"4"	"9"	"Bishop, Charles"	"Williams, Ian"	"5"	"21"
"18:45:00"	"2026-06-12"	"Fairyhouse"	"Tinas Indian (IRE)"	"2.75"	"3.95"	"Non-Handicap"	"3"	"6"	"Ryan, Gavin"	"Fahey, Mark"	"5"	"7"
"16:43:00"	"2026-06-10"	"Limerick"	"Glendower"	"22.00"	"36.1"	"Claimer"	"5"	"10"	"Joyce, Wesley"	"Doyle, Eoin"	"5"	"33"
"16:53:00"	"2026-06-08"	"Carlisle"	"Amancio"	"2.00"	"3.3"	"Handicap"	"1"	"11"	"Beasley, Connor"	"Bramley, Faye"	"5"	"24"
"14:50:00"	"2026-06-06"	"Musselburgh"	"Modern Times"	"2.75"	"3.8"	"Handicap"	"3"	"9"	"Allan, David"	"Easterby, T D"	"5"	"14"
"19:20:00"	"2026-06-03"	"Curragh"	"Too Bossy For Us (IRE)"	"5.00"	"6.92"	"Handicap"	"6"	"12"	"Foley, Shane"	"Mullins, W P"	"5"	"36"
"16:00:00"	"2026-05-30"	"Beverley"	"Roberto Caro (IRE)"	"20.00"	"32"	"Handicap"	"10"	"11"	"Sheehy, M P"	"Keatley, Adrian Paul"	"5"	"30"
"16:52:00"	"2026-05-28"	"Fairyhouse"	"Moyassr (IRE)"	"8.00"	"13.67"	"Handicap"	"1"	"16"	"Holohan, Reese"	"Flynn, Paul W"	"5"	"13"
"17:40:00"	"2026-05-24"	"Curragh"	"Kool One (SPA)"	"28.00"	"34"	"Handicap"	"7"	"24"	"Ryan, J J G"	"Maxwell, Conor"	"5"	"29"
"17:40:00"	"2026-05-24"	"Curragh"	"Genoah (IRE)"	"66.00"	"184.24"	"Handicap"	"10"	"24"	"Roche, L F"	"OCallaghan, M D"	"5"	"14"
"20:45:00"	"2026-05-23"	"Salisbury"	"Trojan Storm"	"9.00"	"11.05"	"Handicap"	"7"	"10"	"Leavy, Mr Joe"	"Williams, Ian"	"5"	"50"
"16:00:00"	"2026-05-18"	"Carlisle"	"Freddie Steady Go"	"150.00"	"207.81"	"Novices"	"1"	"11"	"Hardie, Cameron"	"Corbett, Mrs Susan"	"5"	"11"
"16:45:00"	"2026-05-04"	"Curragh"	"Moyassr (IRE)"	"18.00"	"25.61"	"Handicap"	"13"	"15"	"Grant, A S"	"Flynn, Paul W"	"5"	"9"
"17:35:00"	"2026-04-25"	"Limerick"	"Khormor Syd (IRE)"	"6.00"	"7.6"	"Handicap"	"2"	"16"	"Heffernan, J A"	"Scott, Gillian"	"5"	"16"
"16:45:00"	"2026-04-19"	"Curragh"	"Hexagonal (IRE)"	"40.00"	"100.74"	"Handicap"	"8"	"17"	"Sheridan, J M"	"Hogan, Denis Gerard"	"5"	"11"
"16:45:00"	"2026-04-19"	"Curragh"	"Goal Exceeded"	"3.33"	"5"	"Handicap"	"10"	"17"	"Caffrey, Adam"	"McGuinness, Adrian"	"5"	"4"
"17:45:00"	"2026-04-12"	"Musselburgh"	"Made All"	"25.00"	"37.19"	"Handicap"	"12"	"14"	"Orr, Oisin"	"England, Sam"	"5"	"23"
"18:45:00"	"2026-04-09"	"Gowran Park"	"Tommy Go Maith (IRE)"	"250.00"	"1000"	"Maiden"	"16"	"17"	"McGettigan, P"	"McGettigan, Thomas P"	"5"	"60"
"15:05:00"	"2026-04-04"	"Musselburgh"	"Gambino (IRE)"	"2.75"	"4.26"	"Handicap"	"7"	"13"	"Ryan, Rossa"	"Skelton, Daniel"	"5"	"14"
"13:55:00"	"2026-04-04"	"Musselburgh"	"Golden Mind (IRE)"	"10.00"	"12.65"	"Handicap"	"2"	"10"	"McHugh, B"	"Fahey, R A"	"5"	"17"
"16:15:00"	"2026-03-28"	"Curragh"	"Charming Whisper"	"33.00"	"50"	"Handicap"	"14"	"14"	"Heffernan, J A"	"Sweeney, P"	"5"	"57"
"14:30:00"	"2026-03-28"	"Curragh"	"Tassarolo"	"25.00"	"34"	"Handicap"	"3"	"14"	"Crosse, Nathan"	"Hogan, Denis Gerard"	"5"	"15"
"16:25:00"	"2025-10-27"	"Galway"	"Hutton Glen (IRE)"	"28.00"	"47.6"	"Handicap"	"8"	"18"	"Carroll, G F"	"Gibney, Thomas"	"5"	"6"
"15:50:00"	"2025-10-27"	"Galway"	"Hamsiyann (IRE)"	"40.00"	"200"	"Handicap"	"15"	"16"	"Colgan, R C"	"Martin, A J"	"5"	"31"
"17:35:00"	"2025-10-21"	"Curragh"	"Hutton Glen (IRE)"	"33.00"	"60"	"Handicap"	"17"	"22"	"Burns, Ms N"	"Gibney, Thomas"	"5"	"41"
"17:00:00"	"2025-10-21"	"Curragh"	"Zuzukel (FR)"	"10.00"	"24.82"	"Handicap"	"6"	"25"	"Keane, C T"	"Martin, A J"	"5"	"23"
