RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"20:15:00"	"2026-07-25"	"Salisbury"	"Royal Poetry (IRE)"	"1.25"	"2.54"	"Handicap"	"2"	"6"	"Cronin, S C"	"Hannon (Jnr), Richard"	"3"	"7"
"20:21:00"	"2026-07-21"	"Salisbury"	"Roman Spring (IRE)"	"6.50"	"10.89"	"Handicap"	"4"	"8"	"Paetel, Mason"	"Bridger, J / Cook, R"	"6"	"12"
"14:37:00"	"2026-06-30"	"Salisbury"	"Cayman Tai (IRE)"	"2.50"	"4.06"	"Handicap"	"3"	"6"	"Cronin, S C"	"Hannon (Jnr), Richard"	"4"	"18"
"17:32:00"	"2026-06-14"	"Salisbury"	"Taritino (IRE)"	"4.50"	"6.6"	"Handicap"	"1"	"6"	"Loughnane, Mr Billy"	"Tickle, J"	"6"	"9"
"17:32:00"	"2026-06-14"	"Salisbury"	"Just An Hour (IRE)"	"2.75"	"3.96"	"Handicap"	"3"	"6"	"Wood, George"	"Millman, B R"	"6"	"31"
"20:45:00"	"2026-05-23"	"Salisbury"	"Nap Hand (IRE)"	"4.50"	"5.7"	"Handicap"	"3"	"10"	"Mitchell, Jack"	"King, A"	"6"	"19"
"20:45:00"	"2026-05-23"	"Salisbury"	"First Officer (IRE)"	"16.00"	"21.18"	"Handicap"	"5"	"10"	"Egan, Ms A"	"Chapple-Hyam, Jane"	"7"	"240"
"17:03:00"	"2026-05-14"	"Salisbury"	"Kotari (FR)"	"2.25"	"3.4"	"Handicap"	"6"	"6"	"Egan, David"	"Moore, Gary and Josh"	"7"	"52"
"14:40:00"	"2026-05-14"	"Salisbury"	"Alfred Boucher"	"22.00"	"23.75"	"Handicap"	"1"	"9"	"Probert, David"	"Burrows, Owen"	"10"	"204"
"14:40:00"	"2026-05-14"	"Salisbury"	"Just An Hour (IRE)"	"10.00"	"15"	"Handicap"	"6"	"9"	"Wood, George"	"Millman, B R"	"6"	"18"
"14:40:00"	"2026-05-14"	"Salisbury"	"Tryfan"	"6.00"	"8.81"	"Handicap"	"7"	"9"	"Crouch, Hector"	"Charlton, Roger/Harry"	"5"	"41"
"16:55:00"	"2026-05-03"	"Salisbury"	"Basilette (IRE)"	"2.50"	"3.65"	"Handicap"	"3"	"5"	"Mangan, Gina"	"Mullins, J W"	"7"	"173"
"17:25:00"	"2025-10-02"	"Salisbury"	"Fair Dinkum (IRE)"	"10.00"	"13.07"	"Handicap"	"1"	"11"	"Langley, Miss Taryn"	"Scott, J"	"5"	"18"
"17:25:00"	"2025-10-02"	"Salisbury"	"Macari"	"3.50"	"5.04"	"Handicap"	"3"	"11"	"Dawes, Rose"	"West, Miss Sheena"	"5"	"21"
"17:25:00"	"2025-10-02"	"Salisbury"	"Schemaya (IRE)"	"12.00"	"17.28"	"Handicap"	"5"	"11"	"Levey, S M"	"Hannon (Jnr), Richard"	"3"	"52"
"17:25:00"	"2025-10-02"	"Salisbury"	"Diamond Bay"	"7.50"	"8.37"	"Handicap"	"7"	"11"	"Muscutt, D"	"Ward, Tom"	"7"	"25"
"19:43:00"	"2025-08-29"	"Salisbury"	"Taritino (IRE)"	"14.00"	"21"	"Handicap"	"4"	"13"	"Ryan, Rossa"	"Tickle, J"	"5"	"24"
"19:50:00"	"2025-07-12"	"Salisbury"	"Taritino (IRE)"	"8.00"	"11.12"	"Handicap"	"5"	"5"	"Clutterbuck, Rhys"	"Tickle, J"	"5"	"22"
"17:30:00"	"2025-06-15"	"Salisbury"	"Spectacular Style"	"4.00"	"5.38"	"Handicap"	"2"	"7"	"Kingscote, Richard"	"Williams, Ian"	"5"	"103"
"17:30:00"	"2025-06-15"	"Salisbury"	"Forest Hills (IRE)"	"8.00"	"9.89"	"Handicap"	"3"	"7"	"Crouch, Hector"	"Millman, B R"	"4"	"272"
"17:00:00"	"2025-05-04"	"Salisbury"	"Grey Owl"	"1.88"	"3.3"	"Handicap"	"2"	"10"	"Probert, David"	"Lavelle, Miss E C"	"5"	"191"
"17:00:00"	"2025-05-04"	"Salisbury"	"Fullforward (IRE)"	"11.00"	"17"	"Handicap"	"8"	"10"	"Carson, William"	"Madgwick, M"	"5"	"41"
"16:50:00"	"2024-10-03"	"Salisbury"	"Zikany"	"20.00"	"27.61"	"Handicap"	"6"	"11"	"Osborne, Saffie"	"Perrett, Mrs A J"	"6"	"40"
"18:03:00"	"2024-09-13"	"Salisbury"	"Quickthorn"	"0.22"	"1.24"	"Non-Handicap"	"1"	"3"	"Marquand, Tom"	"Morrison, H"	"7"	"21"
"19:43:00"	"2024-08-30"	"Salisbury"	"Buxted Reel (IRE)"	"7.00"	"11"	"Handicap"	"5"	"9"	"Rawlinson, Ali"	"Lacey, T"	"5"	"13"
"18:05:00"	"2024-08-30"	"Salisbury"	"Treacherous"	"1.50"	"2.53"	"Handicap"	"2"	"5"	"Wright, Liam"	"De Giles, Ed"	"10"	"13"
"16:40:00"	"2024-08-15"	"Salisbury"	"Alhattan (IRE)"	"4.50"	"6.48"	"Handicap"	"6"	"8"	"Crowley, Jim"	"Boughey, George"	"3"	"47"
