RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"17:30:00"	"2026-07-11"	"York"	"Juan Les Pins"	"14.00"	"22.07"	"Handicap"	"16"	"19"	"Havlin, Robert"	"Appleby, M"	"9"	"10"
"15:15:00"	"2025-10-11"	"York"	"Rousing Encore (IRE)"	"14.00"	"20.12"	"Handicap"	"13"	"19"	"Sullivan, James P"	"Carr, Mrs R A"	"5"	"11"
"14:00:00"	"2025-07-26"	"York"	"Strike Red (IRE)"	"20.00"	"29"	"Handicap"	"6"	"19"	"Garritty, Billy"	"Fahey, R A"	"7"	"8"
"17:25:00"	"2025-07-12"	"York"	"Sugar Baby"	"11.00"	"16"	"Handicap"	"5"	"18"	"Brookes, Aiden"	"Niven, P D"	"7"	"8"
"17:25:00"	"2025-07-12"	"York"	"Manila Scouse"	"25.00"	"46"	"Handicap"	"6"	"18"	"Fentiman, Duran"	"Easterby, T D"	"6"	"10"
"17:25:00"	"2025-07-12"	"York"	"Mister Sox"	"25.00"	"43.67"	"Handicap"	"12"	"18"	"Robinson, Ben"	"Easterby, T D"	"5"	"10"
"14:40:00"	"2024-10-12"	"York"	"Germanic (IRE)"	"7.00"	"10.14"	"Handicap"	"8"	"21"	"Fallon, Cieren"	"Haggas, W J"	"3"	"7"
"16:35:00"	"2024-09-08"	"York"	"Northern Spirit"	"8.50"	"9.91"	"Handicap"	"1"	"18"	"Robinson, Ben"	"Ellison, B"	"4"	"10"
"16:10:00"	"2024-08-24"	"York"	"Dare To Hope (IRE)"	"6.50"	"9.62"	"Handicap"	"7"	"19"	"Orr, Oisin"	"Fahey, R A"	"4"	"7"
"16:10:00"	"2024-08-24"	"York"	"Reinforce (IRE)"	"80.00"	"126.58"	"Handicap"	"18"	"19"	"Sullivan, James P"	"Brown, Miss Katy"	"4"	"7"
"14:40:00"	"2024-07-27"	"York"	"Radio Goo Goo"	"4.50"	"6.19"	"Handicap"	"6"	"14"	"Kingscote, Richard"	"Evans, P D"	"4"	"8"
"14:40:00"	"2024-07-27"	"York"	"Manila Scouse"	"22.00"	"29.42"	"Handicap"	"12"	"14"	"Fentiman, Duran"	"Easterby, T D"	"5"	"8"
"19:15:00"	"2024-07-26"	"York"	"Regal Envoy (IRE)"	"18.00"	"29"	"Handicap"	"17"	"21"	"Wilkie, Brandon"	"Knight, W J"	"5"	"7"
"19:15:00"	"2024-07-26"	"York"	"Animate (IRE)"	"40.00"	"69.22"	"Handicap"	"19"	"21"	"Scott, Rowan"	"Harker, G A"	"4"	"9"
"17:25:00"	"2024-07-13"	"York"	"Trilby"	"5.50"	"7.6"	"Handicap"	"4"	"18"	"Fanning, Joe"	"England, Sam"	"4"	"9"
"14:25:00"	"2023-10-14"	"York"	"Gweedore"	"22.00"	"32.25"	"Handicap"	"3"	"22"	"Pyle, William"	"Scott, Miss Katie"	"6"	"7"
"16:10:00"	"2023-08-26"	"York"	"Summerghand (IRE)"	"5.50"	"7.8"	"Handicap"	"1"	"17"	"Tudhope, Daniel"	"OMeara, D"	"9"	"7"
"16:10:00"	"2023-08-26"	"York"	"Temple Bruer"	"33.00"	"62.29"	"Handicap"	"6"	"17"	"Farragher, Adam J"	"Murphy, Mike"	"5"	"7"
