RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"18:05:00"	"2026-07-27"	"Southwell"	"Monsieur Kodi (IRE)"	"16.00"	"21.23"	"Handicap"	"4"	"12"	"Orr, Oisin"	"Fahey, R A"	"7"	"10"
"18:05:00"	"2026-07-27"	"Southwell"	"Hierarchy (IRE)"	"33.00"	"52.47"	"Handicap"	"6"	"12"	"Carver, William"	"Osborne, J A"	"7"	"10"
"21:00:00"	"2026-07-21"	"Wolverhampton"	"Candy Warhol (USA)"	"3.50"	"5.17"	"Handicap"	"2"	"11"	"ONeill, K T"	"Dixon, Scott"	"7"	"15"
"20:38:00"	"2026-06-26"	"Newcastle"	"Newyorkstateofmind"	"12.00"	"19"	"Handicap"	"4"	"13"	"Mason, Joanna"	"Carr, Mrs R A"	"9"	"11"
"21:00:00"	"2026-06-01"	"Wolverhampton"	"Watermelon Sugar (IRE)"	"40.00"	"78.61"	"Handicap"	"8"	"12"	"Haynes, Joey"	"Banham, Chelsea"	"7"	"11"
"15:30:00"	"2026-04-30"	"Lingfield"	"Lion Ring (IRE)"	"14.00"	"20.97"	"Handicap"	"4"	"10"	"Kavanagh, Ryan"	"Martin, Andrew J"	"8"	"10"
"17:30:00"	"2026-04-20"	"Newcastle"	"Fircombe Hall"	"7.50"	"12.01"	"Handicap"	"2"	"11"	"Paetel, Mason"	"Kirby, P A"	"8"	"9"
"14:08:00"	"2026-04-17"	"Wolverhampton"	"Jojo Rabbit"	"9.00"	"13.32"	"Handicap"	"6"	"8"	"Sullivan, James P"	"Carr, Mrs R A"	"8"	"10"
"20:15:00"	"2026-04-11"	"Southwell"	"Fircombe Hall"	"4.50"	"7.4"	"Handicap"	"6"	"9"	"Doyle, Hollie"	"Kirby, P A"	"8"	"12"
"20:00:00"	"2026-04-08"	"Kempton"	"Twilight Madness"	"1.38"	"2.72"	"Handicap"	"9"	"11"	"Lewis, Ashley"	"Hodgson, Simon"	"8"	"3"
"17:25:00"	"2026-04-06"	"Wolverhampton"	"Alyara"	"50.00"	"93.5"	"Handicap"	"4"	"9"	"ONeill, K T"	"Ponting, J"	"8"	"13"
"16:50:00"	"2026-04-06"	"Wolverhampton"	"Rain Cap"	"14.00"	"19"	"Handicap"	"3"	"9"	"Kirrane, Sean"	"Riches, John"	"9"	"14"
"13:55:00"	"2026-04-05"	"Southwell"	"Good Earth (IRE)"	"5.00"	"8"	"Handicap"	"4"	"9"	"Planas, Connor"	"Herrington,M "	"9"	"10"
"17:48:00"	"2026-04-02"	"Southwell"	"Way To Dubai (IRE)"	"22.00"	"35.93"	"Handicap"	"8"	"10"	"Davies, Harry"	"Appleby, M"	"7"	"6"
