RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"16:30:00"	"2026-07-28"	"Beverley"	"Speeding Bullet (IRE)"	"12.00"	"15.5"	"Handicap"	"5"	"9"	"Nolan, D"	"Midgley, P T"	"5"	"55"
"16:10:00"	"2026-07-28"	"Goodwood"	"Spring Is Sprung (FR)"	"50.00"	"100"	"Handicap"	"16"	"23"	"Winn, Mark"	"Midgley, P T"	"7"	"18"
"13:30:00"	"2026-07-25"	"York"	"Ventura Express"	"14.00"	"21"	"Handicap"	"4"	"17"	"Durrell, Mr T"	"Midgley, P T"	"9"	"34"
"13:30:00"	"2026-07-25"	"York"	"Lethal Nymph"	"3.00"	"5.6"	"Handicap"	"8"	"17"	"Burke, Jonathan"	"Midgley, P T"	"7"	"34"
"20:25:00"	"2026-07-17"	"Hamilton"	"Rock Of England (IRE)"	"3.00"	"4.3"	"Handicap"	"1"	"5"	"Hart, Jason"	"Midgley, P T"	"6"	"11"
"19:07:00"	"2026-07-17"	"Pontefract"	"Hover On The Wind (IRE)"	"12.00"	"16.59"	"Handicap"	"7"	"7"	"McHugh, B"	"Midgley, P T"	"6"	"10"
"17:05:00"	"2026-07-10"	"York"	"Spring Is Sprung (FR)"	"8.00"	"13.31"	"Handicap"	"2"	"12"	"Winn, Mark"	"Midgley, P T"	"7"	"20"
"16:48:00"	"2026-07-07"	"Pontefract"	"Hover On The Wind (IRE)"	"2.75"	"4.4"	"Handicap"	"1"	"7"	"Nolan, D"	"Midgley, P T"	"6"	"8"
"19:40:00"	"2026-07-06"	"Ripon"	"Rock Of England (IRE)"	"4.50"	"6.6"	"Handicap"	"2"	"9"	"Hart, Jason"	"Midgley, P T"	"6"	"33"
"16:30:00"	"2026-06-29"	"Pontefract"	"Hover On The Wind (IRE)"	"8.00"	"9.81"	"Handicap"	"1"	"8"	"Nolan, D"	"Midgley, P T"	"6"	"13"
"20:03:00"	"2026-06-26"	"Newcastle"	"Tiriac"	"6.50"	"9.76"	"Handicap"	"5"	"12"	"Nolan, D"	"Midgley, P T"	"6"	"34"
"20:03:00"	"2026-06-26"	"Newcastle"	"Fierce (IRE)"	"6.00"	"8.8"	"Handicap"	"6"	"12"	"Hart, Jason"	"Midgley, P T"	"6"	"10"
"14:35:00"	"2026-06-21"	"Pontefract"	"Lethal Nymph"	"2.00"	"3.22"	"Handicap"	"2"	"9"	"McDonald, P J"	"Midgley, P T"	"7"	"8"
