RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"15:35:00"	"2025-08-26"	"Ripon"	"Cairdeas"	"18.00"	"27"	"Handicap"	"4"	"12"	"Winn, Mark"	"Midgley, P T"	"3"	"31"
"14:50:00"	"2025-07-18"	"Nottingham"	"Novello Lad"	"1.10"	"2.14"	"Handicap"	"1"	"6"	"Nolan, D"	"Midgley, P T"	"4"	"21"
"20:20:00"	"2025-06-09"	"Pontefract"	"Speeding Bullet (IRE)"	"28.00"	"36"	"Handicap"	"1"	"9"	"Nolan, D"	"Midgley, P T"	"4"	"27"
"18:40:00"	"2025-04-12"	"Thirsk"	"Milbanke"	"16.00"	"25.26"	"Handicap"	"10"	"10"	"Nolan, D"	"Midgley, P T"	"6"	"22"
"15:28:00"	"2025-01-31"	"Newcastle"	"Respectful (IRE)"	"33.00"	"38"	"Handicap"	"5"	"8"	"Nolan, D"	"Midgley, P T"	"4"	"42"
"16:17:00"	"2024-04-18"	"Ripon"	"Grant Wood (IRE)"	"12.00"	"14.78"	"Handicap"	"6"	"13"	"Nolan, D"	"Midgley, P T"	"5"	"39"
"15:55:00"	"2024-04-03"	"Catterick"	"Emperor Caradoc (FR)"	"14.00"	"20.7"	"Handicap"	"9"	"10"	"Russell, Harry"	"Midgley, P T"	"5"	"33"
"18:30:00"	"2024-02-13"	"Newcastle"	"Grant Wood (IRE)"	"4.50"	"5.71"	"Handicap"	"1"	"12"	"Hart, Jason"	"Midgley, P T"	"5"	"21"
"18:15:00"	"2023-11-03"	"Newcastle"	"Dr Rio (FR)"	"18.00"	"26"	"Handicap"	"2"	"12"	"Lee, G"	"Midgley, P T"	"7"	"67"
"16:05:00"	"2023-09-18"	"Thirsk"	"Wrenegade Lad (IRE)"	"12.00"	"18.91"	"Handicap Seller"	"6"	"10"	"Lee, G"	"Midgley, P T"	"3"	"19"
"14:30:00"	"2023-07-27"	"Doncaster"	"Emperor Caradoc (FR)"	"7.50"	"9.81"	"Handicap"	"3"	"12"	"Hanagan, Paul"	"Midgley, P T"	"4"	"75"
"20:40:00"	"2023-05-12"	"Nottingham"	"Enderman"	"3.33"	"5.03"	"Handicap"	"2"	"6"	"Hardie, Cameron"	"Midgley, P T"	"5"	"38"
"16:03:00"	"2022-09-13"	"Redcar"	"Discomatic (IRE)"	"80.00"	"220"	"Handicap"	"12"	"14"	"Lee, G"	"Midgley, P T"	"4"	"16"
"15:15:00"	"2022-06-13"	"Carlisle"	"Marselan (IRE)"	"10.00"	"13.27"	"Handicap"	"7"	"10"	"Sexton, Ryan"	"Midgley, P T"	"4"	"16"
"17:11:00"	"2022-05-14"	"Thirsk"	"Mr Orange (IRE)"	"16.00"	"23"	"Handicap"	"4"	"14"	"Lee, G"	"Midgley, P T"	"9"	"40"
"21:00:00"	"2021-06-24"	"Hamilton"	"Ealand (IRE)"	"50.00"	"156.2"	"Handicap"	"12"	"14"	"Eaves, Tom"	"Midgley, P T"	"3"	"59"
"20:15:00"	"2021-06-03"	"Thirsk"	"Enderman"	"28.00"	"38"	"Handicap"	"7"	"15"	"Lee, G"	"Midgley, P T"	"3"	"17"
"14:45:00"	"2021-05-19"	"Ayr"	"Desert Palms"	"33.00"	"52.94"	"Handicap"	"10"	"15"	"Hanagan, Paul"	"Midgley, P T"	"4"	"26"
"15:50:00"	"2021-04-28"	"Pontefract"	"Mr Orange (IRE)"	"11.00"	"15.5"	"Handicap"	"5"	"5"	"Lee, G"	"Midgley, P T"	"8"	"21"
"18:00:00"	"2021-04-26"	"Thirsk"	"Dapper Bob (IRE)"	"50.00"	"61.02"	"Handicap"	"13"	"15"	"Robinson, Ben"	"Midgley, P T"	"3"	"19"
"19:00:00"	"2021-02-11"	"Newcastle"	"Mutafarrid (IRE)"	"40.00"	"49.59"	"Handicap"	"10"	"10"	"Lee, G"	"Midgley, P T"	"6"	"30"
