RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Age	DaysSinceRun	
"17:35:00"	"2026-05-19"	"Newcastle"	"Lord Capulet (IRE)"	"1.63"	"3.07"	"Handicap"	"2"	"10"	"Nicholls, Mr Jack"	"Ryan, K A"	"4"	"12"
"20:10:00"	"2026-05-01"	"Newcastle"	"Woolridge"	"50.00"	"90"	"Handicap"	"3"	"12"	"Coughlan, Laura"	"Dixon, Scott"	"4"	"52"
"20:10:00"	"2026-05-01"	"Newcastle"	"Invincible Ruby (IRE)"	"33.00"	"70"	"Handicap"	"12"	"12"	"Fairley, Greg"	"Jardine, I"	"4"	"19"
"19:33:00"	"2026-05-01"	"Newcastle"	"Recency Bias (IRE)"	"0.91"	"2"	"Handicap"	"2"	"8"	"James, S H"	"Burke, K R"	"4"	"25"
"15:35:00"	"2026-04-03"	"Newcastle"	"Berkshire Whisper (IRE)"	"14.00"	"20.85"	"Handicap"	"3"	"14"	"Murphy, Oisin"	"Balding, A M"	"4"	"77"
"15:35:00"	"2026-04-03"	"Newcastle"	"So Darn Hot"	"40.00"	"85"	"Handicap"	"6"	"14"	"Lewis, Ashley"	"Walker, Ed"	"4"	"92"
"15:35:00"	"2026-04-03"	"Newcastle"	"Lakers (IRE)"	"6.50"	"7.86"	"Handicap"	"9"	"14"	"Scott, Rowan"	"Foy, Kevin"	"4"	"35"
"15:35:00"	"2026-04-03"	"Newcastle"	"Sarab Star"	"7.00"	"10.5"	"Handicap"	"13"	"14"	"Greatrex, Edward"	"Channon, Jack"	"4"	"16"
"15:00:00"	"2026-04-03"	"Newcastle"	"Blue Rc (IRE)"	"4.50"	"7.35"	"Handicap"	"2"	"14"	"Crouch, Hector"	"Tate, James"	"4"	"92"
"15:00:00"	"2026-04-03"	"Newcastle"	"The Lost King"	"3.50"	"5.9"	"Handicap"	"3"	"14"	"Murphy, Oisin"	"Balding, A M"	"4"	"27"
"15:00:00"	"2026-04-03"	"Newcastle"	"Chancellor"	"3.00"	"3.95"	"Handicap"	"5"	"14"	"Havlin, Robert"	"Gosden, J H M"	"4"	"41"
"15:00:00"	"2026-04-03"	"Newcastle"	"First Principle"	"12.00"	"17.79"	"Handicap"	"11"	"14"	"Fallon, Cieren"	"Haggas, W J"	"4"	"14"
"15:00:00"	"2026-04-03"	"Newcastle"	"Shafdar (IRE)"	"10.00"	"14.5"	"Handicap"	"13"	"14"	"Osborne, Saffie"	"Williams, Ian"	"4"	"22"
"14:25:00"	"2026-04-03"	"Newcastle"	"Stateira (FR)"	"1.38"	"2.53"	"Handicap"	"1"	"11"	"Murphy, Oisin"	"Balding, A M"	"4"	"77"
"14:25:00"	"2026-04-03"	"Newcastle"	"Indigo Dream"	"8.00"	"10.5"	"Handicap"	"2"	"11"	"Spencer, Jamie"	"OSullivan, Ross"	"4"	"77"
"14:25:00"	"2026-04-03"	"Newcastle"	"Carolina Jetstream"	"5.00"	"7.6"	"Handicap"	"4"	"11"	"Scott, Rowan"	"Aguiar, Robson"	"4"	"42"
"14:25:00"	"2026-04-03"	"Newcastle"	"Bridgets View"	"25.00"	"47.76"	"Handicap"	"8"	"11"	"Hart, Jason"	"Williams, S C"	"4"	"35"
"14:25:00"	"2026-04-03"	"Newcastle"	"Fouette (IRE)"	"18.00"	"26.46"	"Handicap"	"10"	"11"	"Mitchell, Jack"	"Horton, James"	"4"	"134"
"20:30:00"	"2026-03-27"	"Newcastle"	"Pixie Diva"	"10.00"	"12.17"	"Handicap"	"1"	"12"	"McDonald, P J"	"Scott, George"	"4"	"14"
"20:30:00"	"2026-03-27"	"Newcastle"	"Station X"	"3.00"	"4.1"	"Handicap"	"3"	"12"	"Mulrennan, Paul"	"Smart, B"	"4"	"35"
"20:30:00"	"2026-03-27"	"Newcastle"	"Kinetic Force"	"25.00"	"37.91"	"Handicap"	"4"	"12"	"Mason, Joanna"	"Carr, Mrs R A"	"4"	"178"
"20:30:00"	"2026-03-27"	"Newcastle"	"Havana Blast"	"10.00"	"14.12"	"Handicap"	"10"	"12"	"Muscutt, D"	"Fanshawe, J R"	"4"	"566"
"20:30:00"	"2026-03-27"	"Newcastle"	"Blinky (IRE)"	"18.00"	"25.78"	"Handicap"	"11"	"12"	"Jary, Alex"	"Brittain, Antony"	"4"	"82"
"20:00:00"	"2026-03-27"	"Newcastle"	"Best Rate"	"11.00"	"17.18"	"Handicap"	"4"	"11"	"Levey, S M"	"Hannon (Jnr), Richard"	"4"	"41"
"20:00:00"	"2026-03-27"	"Newcastle"	"City Captain"	"8.00"	"12.16"	"Handicap"	"6"	"11"	"Fallon, Cieren"	"Bethell, Harriet"	"4"	"172"
"20:00:00"	"2026-03-27"	"Newcastle"	"Philanthropist"	"2.00"	"3.2"	"Handicap"	"7"	"11"	"Muscutt, D"	"Fanshawe, J R"	"4"	"149"
"19:30:00"	"2026-03-27"	"Newcastle"	"Saytarr"	"2.00"	"3.52"	"Handicap"	"1"	"12"	"Muscutt, D"	"Horton, James"	"4"	"27"
"19:30:00"	"2026-03-27"	"Newcastle"	"Nyman (IRE)"	"18.00"	"24.14"	"Handicap"	"6"	"12"	"Mason, Joanna"	"Fell, R / Murray, S"	"4"	"146"
"19:30:00"	"2026-03-27"	"Newcastle"	"Maestro Bernstein (IRE)"	"40.00"	"75"	"Handicap"	"12"	"12"	"Hardie, Cameron"	"Brittain, Antony"	"4"	"31"
"19:00:00"	"2026-03-27"	"Newcastle"	"Power Fizz (IRE)"	"2.00"	"3.54"	"Handicap"	"1"	"14"	"Fallon, Cieren"	"Haggas, W J"	"4"	"307"
"19:00:00"	"2026-03-27"	"Newcastle"	"Wicket Keeper (IRE)"	"33.00"	"60"	"Handicap"	"4"	"14"	"Hardie, Cameron"	"Brittain, Antony"	"4"	"160"
"19:00:00"	"2026-03-27"	"Newcastle"	"Hockney"	"7.50"	"10.15"	"Handicap"	"9"	"14"	"Jamin, Pierre-Louis"	"Dascombe, Tom"	"4"	"193"
"19:00:00"	"2026-03-27"	"Newcastle"	"Wheels Of Fire (IRE)"	"6.50"	"8.4"	"Handicap"	"10"	"14"	"Levey, S M"	"Hannon (Jnr), Richard"	"4"	"166"
"18:30:00"	"2026-03-27"	"Newcastle"	"Teardrops"	"5.00"	"6.42"	"Handicap"	"3"	"9"	"Callan, Mr Jack"	"Spencer, Richard"	"4"	"21"
"18:30:00"	"2026-03-27"	"Newcastle"	"Elvetham (IRE)"	"28.00"	"48.33"	"Handicap"	"7"	"9"	"Keenan, Darragh"	"Allen, C N"	"4"	"16"
"18:30:00"	"2026-03-27"	"Newcastle"	"Sherlock (IRE)"	"2.00"	"3.37"	"Handicap"	"9"	"9"	"Stott, Kevin"	"Ryan, K A"	"4"	"31"
"18:00:00"	"2026-03-27"	"Newcastle"	"Cayman Tai (IRE)"	"7.00"	"9.39"	"Handicap"	"2"	"9"	"Levey, S M"	"Hannon (Jnr), Richard"	"4"	"7"
"18:00:00"	"2026-03-27"	"Newcastle"	"Pit Boss"	"3.33"	"4.6"	"Handicap"	"3"	"9"	"Horgan, C"	"Bailey, Liam"	"4"	"6"
"18:00:00"	"2026-03-27"	"Newcastle"	"Fan Mail"	"11.00"	"15.99"	"Handicap"	"5"	"9"	"Allan, David"	"Easterby, T D"	"4"	"15"
"18:00:00"	"2026-03-27"	"Newcastle"	"Invitorio (IRE)"	"50.00"	"93.24"	"Handicap"	"9"	"9"	"Sullivan, James P"	"Carr, Mrs R A"	"4"	"15"
"17:30:00"	"2026-03-27"	"Newcastle"	"Anthropologist"	"7.50"	"9.4"	"Handicap"	"1"	"11"	"Hogan, D E"	"Herrington,M "	"4"	"13"
"17:30:00"	"2026-03-27"	"Newcastle"	"Camera Shy (IRE)"	"7.00"	"10.37"	"Handicap"	"7"	"11"	"Muscutt, D"	"Dods, M"	"4"	"13"
"17:30:00"	"2026-03-27"	"Newcastle"	"Lord Capulet (IRE)"	"2.00"	"3.6"	"Handicap"	"10"	"11"	"Gray, S A"	"Ryan, K A"	"4"	"27"
"17:00:00"	"2026-03-27"	"Newcastle"	"Jamaican Storm"	"4.00"	"6.04"	"Handicap"	"1"	"9"	"Mulrennan, Paul"	"Smart, B"	"4"	"14"
"17:00:00"	"2026-03-27"	"Newcastle"	"Eazy On The Eye"	"5.00"	"7"	"Handicap"	"3"	"9"	"Mitchell, Jack"	"Main, Mrs H S"	"4"	"7"
"17:00:00"	"2026-03-27"	"Newcastle"	"West Tyrone"	"20.00"	"26"	"Handicap"	"8"	"9"	"Nolan, D"	"Quinlan, Elizabeth"	"4"	"190"
"17:00:00"	"2026-03-27"	"Newcastle"	"Hachiman"	"20.00"	"29.4"	"Handicap"	"9"	"9"	"Sullivan, James P"	"Carr, Mrs R A"	"4"	"17"
"16:25:00"	"2026-03-27"	"Newcastle"	"Dream Illusion"	"1.75"	"3.1"	"Handicap"	"8"	"9"	"Hogan, D E"	"Herrington,M "	"4"	"16"
"20:00:00"	"2026-03-19"	"Newcastle"	"I Can Boogy"	"6.00"	"8.69"	"Non-Handicap"	"3"	"11"	"Jary, Alex"	"Tinkler, N"	"4"	"28"
"20:00:00"	"2026-03-19"	"Newcastle"	"Esque Elegance (IRE)"	"4.00"	"5.71"	"Non-Handicap"	"6"	"11"	"Young, Lauren"	"Hanlon, Stephen"	"4"	"14"
"19:30:00"	"2026-03-19"	"Newcastle"	"Blue Lakota (IRE)"	"2.25"	"3.45"	"Handicap"	"4"	"6"	"Stott, Kevin"	"Ryan, K A"	"4"	"23"
"19:00:00"	"2026-03-19"	"Newcastle"	"El Pinto"	"150.00"	"875.19"	"Maiden"	"7"	"11"	"Mullen, Andrew"	"Kellett, C N"	"4"	"167"
