RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	RaceClass	DaysSinceRun	LR_Position	LR_NumberRunners	
"16:40:00"	"2026-06-14"	"Doncaster"	"Shazani (FR)"	"6.50"	"7.8"	"Handicap"	"2"	"12"	"Rawlinson, Ali"	"Bowring, S R"	"7f "	"5"	"20"	"5"	"8"
"16:40:00"	"2026-06-14"	"Doncaster"	"They All Know Me"	"5.50"	"7.87"	"Handicap"	"8"	"12"	"Nolan, D"	"Fahey, R A"	"7f "	"5"	"27"	"1"	"10"
"16:40:00"	"2026-06-14"	"Doncaster"	"Macedonian (IRE)"	"33.00"	"50"	"Handicap"	"9"	"12"	"Beasley, Connor"	"Dods, M"	"7f "	"5"	"25"	"8"	"8"
"16:05:00"	"2026-06-14"	"Doncaster"	"Wrydcroft"	"2.25"	"3.42"	"Handicap"	"3"	"11"	"Dawes, Rose"	"Sly, Mrs P"	"7f "	"5"	"29"	"2"	"7"
"16:05:00"	"2026-06-14"	"Doncaster"	"Green Pursuit (IRE)"	"8.50"	"13.16"	"Handicap"	"5"	"11"	"Swift, Mr Dale"	"Spencer, Seb"	"7f "	"5"	"27"	"3"	"10"
"14:37:00"	"2026-06-14"	"Cork"	"Bishopton (IRE)"	"33.00"	"56.86"	"Handicap"	"5"	"15"	"Roche, L F"	"Lupini, Miss Natalia"	"7f "	"0"	"22"	"19"	"22"
"14:25:00"	"2026-06-13"	"York"	"Sujet"	"16.00"	"20"	"Handicap"	"15"	"19"	"Doyle, James"	"Carroll, D"	"7f "	"3"	"28"	"10"	"12"
"13:50:00"	"2026-06-12"	"York"	"Tokyo Joe"	"9.00"	"11.51"	"Handicap"	"4"	"20"	"Lewis, Ashley"	"Walker, Ed"	"7f "	"4"	"34"	"6"	"18"
"13:50:00"	"2026-06-12"	"York"	"Great Dream"	"18.00"	"30.13"	"Handicap"	"9"	"20"	"Burns, Harry"	"Haggas, W J"	"7f "	"4"	"20"	"6"	"11"
"15:30:00"	"2026-06-11"	"Newbury"	"Morte Point"	"9.00"	"11.11"	"Handicap"	"9"	"15"	"Edmunds, Lewis"	"Muir, W R"	"7f "	"3"	"20"	"12"	"14"
"18:53:00"	"2026-06-06"	"Chepstow"	"Receipt"	"25.00"	"30.22"	"Handicap"	"9"	"10"	"Leavy, Mr Joe"	"Ellis, T"	"7f "	"4"	"31"	"12"	"14"
"16:42:00"	"2026-06-04"	"Wetherby"	"Anthropologist"	"28.00"	"46"	"Handicap"	"8"	"14"	"Orr, Oisin"	"Herrington,M "	"7f "	"4"	"22"	"4"	"7"
"16:42:00"	"2026-06-04"	"Wetherby"	"War Howl (IRE)"	"40.00"	"80"	"Handicap"	"10"	"14"	"Mullen, Andrew"	"Haslam, B M R"	"7f "	"4"	"20"	"18"	"22"
"15:30:00"	"2026-05-30"	"Chester"	"Supido (FR)"	"2.50"	"4.2"	"Handicap"	"3"	"11"	"Loughnane, Mr Billy"	"Williams, Ian"	"7f "	"2"	"24"	"1"	"13"
"17:40:00"	"2026-05-29"	"Down Royal"	"Eichan San (IRE)"	"6.00"	"8"	"Handicap"	"8"	"14"	"Casey, T"	"Murphy, Daniel"	"7f "	"0"	"20"	"11"	"16"
"17:00:00"	"2026-05-23"	"York"	"Jersey Maverick (IRE)"	"25.00"	"45.23"	"Handicap"	"8"	"22"	"Mortensen, Mikkel"	"Fellowes, Charlie"	"7f "	"4"	"23"	"2"	"7"
"19:10:00"	"2026-05-21"	"Chepstow"	"Dapper Gee Gee"	"2.50"	"3.7"	"Handicap"	"1"	"11"	"Mangan, Gina"	"Carroll, A W"	"7f "	"5"	"23"	"4"	"7"
"17:10:00"	"2026-05-18"	"Carlisle"	"Judicature"	"14.00"	"14.86"	"Handicap"	"2"	"10"	"Eaves, Tom"	"Smith, Mrs S J"	"7f "	"5"	"23"	"4"	"11"
"17:10:00"	"2026-05-18"	"Carlisle"	"Wish This"	"18.00"	"20.12"	"Handicap"	"8"	"10"	"Dawson, R"	"Brown, A D"	"7f "	"5"	"20"	"6"	"7"
"13:45:00"	"2026-05-15"	"York"	"War Howl (IRE)"	"80.00"	"224.12"	"Handicap"	"18"	"22"	"Mullen, Andrew"	"Haslam, B M R"	"7f "	"4"	"27"	"11"	"12"
"13:45:00"	"2026-05-15"	"York"	"Captain Parma (IRE)"	"33.00"	"54.78"	"Handicap"	"20"	"22"	"Paetel, Mason"	"Owen, J P"	"7f "	"4"	"24"	"11"	"11"
"14:20:00"	"2026-05-09"	"Ascot"	"So Darn Hot"	"28.00"	"31.38"	"Handicap"	"7"	"28"	"Shoemark, Kieran"	"Walker, Ed"	"7f "	"2"	"36"	"6"	"14"
"14:20:00"	"2026-05-09"	"Ascot"	"Humam (IRE)"	"66.00"	"150.96"	"Handicap"	"26"	"28"	"Ghiani, Marco"	"Williams, S C"	"7f "	"2"	"24"	"10"	"13"
"14:20:00"	"2026-05-09"	"Ascot"	"Serengeti (FR)"	"150.00"	"272.2"	"Handicap"	"28"	"28"	"Hornby, Rob"	"Murphy, Mike"	"7f "	"2"	"21"	"21"	"24"
"16:45:00"	"2026-05-06"	"Chester"	"Sujet"	"7.00"	"8.02"	"Handicap"	"2"	"13"	"Wheatley, Zak"	"Carroll, D"	"7f "	"3"	"20"	"7"	"18"
"15:50:00"	"2026-04-29"	"Musselburgh"	"Mission Command (IRE)"	"3.50"	"5.38"	"Handicap"	"3"	"10"	"Mulrennan, Paul"	"Candlish, Jennie"	"7f "	"5"	"16"	"3"	"7"
"17:45:00"	"2026-04-26"	"Musselburgh"	"Backspin (IRE)"	"10.00"	"13"	"Handicap"	"10"	"11"	"Allan, David"	"Tutty, Gemma"	"7f "	"4"	"28"	"3"	"16"
"14:35:00"	"2026-04-25"	"Haydock"	"Sarab Star"	"4.50"	"6.4"	"Handicap"	"2"	"12"	"Marquand, Tom"	"Channon, Jack"	"7f "	"2"	"22"	"13"	"14"
"16:55:00"	"2026-04-21"	"Yarmouth"	"Philanthropist"	"6.00"	"8.6"	"Handicap"	"1"	"11"	"Wood, George"	"Fanshawe, J R"	"7f "	"4"	"25"	"7"	"11"
"16:55:00"	"2026-04-21"	"Yarmouth"	"Captain Parma (IRE)"	"12.00"	"19.61"	"Handicap"	"11"	"11"	"Bradley, Paddy"	"Owen, J P"	"7f "	"4"	"23"	"9"	"15"
"15:58:00"	"2026-04-18"	"Thirsk"	"Itsneverjustone"	"6.50"	"11"	"Handicap"	"4"	"12"	"Pearson, Laura"	"Loughnane, David"	"7f "	"4"	"20"	"4"	"16"
"15:58:00"	"2026-04-18"	"Thirsk"	"Green Pursuit (IRE)"	"8.50"	"11.05"	"Handicap"	"5"	"12"	"Swift, Mr Dale"	"Spencer, Seb"	"7f "	"4"	"20"	"11"	"16"
"15:58:00"	"2026-04-18"	"Thirsk"	"War Howl (IRE)"	"25.00"	"42.56"	"Handicap"	"11"	"12"	"Mullen, Andrew"	"Haslam, B M R"	"7f "	"4"	"20"	"13"	"15"
"15:58:00"	"2026-04-18"	"Thirsk"	"Packetofbiscuits"	"8.50"	"14.02"	"Handicap"	"12"	"12"	"McDonald, P J"	"Mackie, J"	"7f "	"4"	"20"	"5"	"16"
"17:20:00"	"2026-04-16"	"Newmarket (Rowley)"	"Bold Impact (IRE)"	"50.00"	"97.78"	"Handicap"	"18"	"18"	"Searle, Oliver"	"Millman, B R"	"7f "	"3"	"19"	"UR"	"9"
"15:30:00"	"2026-03-29"	"Doncaster"	"Captain Parma (IRE)"	"14.00"	"19.5"	"Handicap"	"9"	"15"	"Fallon, Cieren"	"Owen, J P"	"7f "	"4"	"22"	"3"	"6"
"15:30:00"	"2026-03-29"	"Doncaster"	"War Howl (IRE)"	"25.00"	"39.52"	"Handicap"	"13"	"15"	"Mulrennan, Paul"	"Haslam, B M R"	"7f "	"4"	"23"	"9"	"10"
"15:15:00"	"2025-10-27"	"Galway"	"Carvalhal (IRE)"	"16.00"	"27"	"Handicap"	"10"	"15"	"Burns, Ms N"	"Burns, R P"	"7f "	"0"	"21"	"9"	"15"
"15:18:00"	"2025-10-24"	"Doncaster"	"Midnight Gun"	"4.50"	"7.02"	"Handicap"	"2"	"10"	"Doyle, James"	"Jehani, H Al"	"7f "	"2"	"27"	"7"	"10"
"15:18:00"	"2025-10-24"	"Doncaster"	"Our Havana"	"33.00"	"48"	"Handicap"	"9"	"10"	"McHugh, B"	"Fahey, R A"	"7f "	"2"	"27"	"9"	"13"
"15:18:00"	"2025-10-24"	"Doncaster"	"Balmacara"	"8.50"	"11"	"Handicap"	"10"	"10"	"Bishop, Charles"	"Houghton, Eve Johnson"	"7f "	"2"	"20"	"14"	"15"
"16:44:00"	"2025-10-14"	"Leicester"	"Arctic Thunder (IRE)"	"4.00"	"7"	"Handicap"	"4"	"15"	"Shoemark, Kieran"	"Walker, Ed"	"7f "	"3"	"24"	"3"	"11"
"15:35:00"	"2025-10-04"	"Ascot"	"Native Warrior"	"2.25"	"3.22"	"Handicap"	"1"	"15"	"Spencer, Jamie"	"Burke, K R"	"7f "	"2"	"28"	"1"	"20"
"14:20:00"	"2025-10-03"	"Ascot"	"The Bitter Moose (IRE)"	"22.00"	"35.75"	"Handicap"	"17"	"17"	"Dunsdon, Mr D H"	"Chamings, P R"	"7f "	"4"	"39"	"1"	"7"
"17:55:00"	"2025-09-27"	"Newmarket (Rowley)"	"Zoulu Chief"	"18.00"	"27.18"	"Handicap"	"2"	"13"	"Doyle, Hollie"	"Main, Mrs H S"	"7f "	"2"	"35"	"3"	"12"
"17:55:00"	"2025-09-27"	"Newmarket (Rowley)"	"Completely Random"	"8.50"	"14"	"Handicap"	"7"	"13"	"Doyle, James"	"Charlton, Roger/Harry"	"7f "	"2"	"35"	"16"	"20"
"15:10:00"	"2025-09-27"	"Curragh"	"Tokenomics (FR)"	"5.00"	"7.2"	"Handicap"	"2"	"12"	"McAteer, L T"	"Marnane, David"	"7f "	"0"	"28"	"7"	"15"
"16:35:00"	"2025-09-26"	"Haydock"	"Flag Of St George (IRE)"	"4.00"	"6.12"	"Handicap"	"2"	"11"	"Sousa, Silvestre De"	"Chapple-Hyam, Jane"	"7f "	"3"	"36"	"12"	"14"
"14:50:00"	"2025-09-23"	"Listowel"	"Alex Belardo (IRE)"	"7.50"	"11"	"Handicap"	"8"	"15"	"OConnor, Donagh"	"McConnell, John C"	"7f "	"0"	"22"	"3"	"14"
"16:40:00"	"2025-09-20"	"Ayr"	"Federal Envoy (IRE)"	"40.00"	"67.82"	"Handicap"	"7"	"11"	"Tabti, M"	"Jardine, I"	"7f "	"4"	"34"	"4"	"10"
"17:20:00"	"2025-09-15"	"Thirsk"	"Manhattan Mirage (IRE)"	"10.00"	"15.5"	"Handicap"	"6"	"11"	"Loughnane, Mr Billy"	"Wintle, A"	"7f "	"5"	"21"	"12"	"14"
"17:20:00"	"2025-09-15"	"Thirsk"	"Travis"	"7.50"	"11"	"Handicap"	"8"	"11"	"McDonald, P J"	"Harker, G A"	"7f "	"5"	"20"	"2"	"8"
"14:12:00"	"2025-09-11"	"Epsom"	"Mafnood"	"7.00"	"10.67"	"Handicap"	"12"	"12"	"Queally, T P"	"Baker, George"	"7f "	"4"	"17"	"3"	"7"
"17:35:00"	"2025-09-06"	"Thirsk"	"Silent Move"	"9.00"	"13.85"	"Handicap"	"5"	"15"	"Orr, Oisin"	"Fahey, R A"	"7f "	"4"	"17"	"2"	"7"
"17:35:00"	"2025-09-06"	"Thirsk"	"Count Palatine (IRE)"	"9.00"	"15"	"Handicap"	"6"	"15"	"Kirrane, Sean"	"Dods, M"	"7f "	"4"	"17"	"1"	"7"
"14:40:00"	"2025-09-06"	"Ascot"	"Bobby Bennu (IRE)"	"18.00"	"26.93"	"Handicap"	"5"	"20"	"Dawson, R"	"Varian, Roger"	"7f "	"2"	"34"	"5"	"7"
"14:40:00"	"2025-09-06"	"Ascot"	"Array (IRE)"	"33.00"	"56.65"	"Handicap"	"10"	"20"	"Hornby, Rob"	"Balding, A M"	"7f "	"2"	"42"	"15"	"21"
"14:40:00"	"2025-09-06"	"Ascot"	"Sword"	"22.00"	"29"	"Handicap"	"16"	"20"	"Robinson, Ben"	"OMeara, D"	"7f "	"2"	"16"	"14"	"14"
"13:50:00"	"2025-08-30"	"Sandown"	"Kodi Lion (IRE)"	"2.50"	"3.95"	"Handicap"	"9"	"11"	"Buick, William"	"Appleby, M"	"7f "	"3"	"21"	"2"	"9"
"14:05:00"	"2025-08-23"	"Goodwood"	"Purosangue"	"18.00"	"24.12"	"Handicap"	"6"	"12"	"Probert, David"	"Balding, A M"	"7f "	"2"	"21"	"24"	"27"
"15:00:00"	"2025-08-16"	"Newbury"	"Cogitate (IRE)"	"14.00"	"20"	"Handicap"	"4"	"11"	"Loughnane, Mr Billy"	"Hills, Charles"	"7f "	"2"	"21"	"6"	"17"
"20:30:00"	"2025-08-08"	"Haydock"	"Rascal Recknell (FR)"	"7.50"	"9.8"	"Handicap"	"6"	"11"	"Osborne, Saffie"	"Appleby, M"	"7f "	"5"	"42"	"1"	"12"
"19:23:00"	"2025-08-07"	"Leopardstown"	"Crypto Crash"	"16.00"	"22.63"	"Handicap"	"9"	"18"	"McAteer, L T"	"Marnane, David"	"7f "	"0"	"36"	"12"	"16"
"19:00:00"	"2025-08-07"	"Chepstow"	"Flag Of St George (IRE)"	"7.00"	"11.14"	"Handicap"	"1"	"13"	"Allan, David"	"Chapple-Hyam, Jane"	"7f "	"4"	"26"	"1"	"9"
"16:55:00"	"2025-07-30"	"Goodwood"	"Stanage"	"16.00"	"18.06"	"Handicap"	"9"	"20"	"Mason, Joanna"	"Easterby, M W"	"7f "	"3"	"32"	"6"	"12"
"15:00:00"	"2025-07-26"	"Ascot"	"Zoum Zoum"	"12.00"	"17.5"	"Handicap"	"7"	"21"	"Crouch, Hector"	"Beckett, R M"	"7f "	"2"	"35"	"13"	"28"
"19:10:00"	"2025-07-24"	"Yarmouth"	"El Bodon (IRE)"	"8.00"	"10.75"	"Handicap"	"2"	"12"	"Nicholls, Mr Jack"	"Chapple-Hyam, Jane"	"7f "	"3"	"40"	"2"	"13"
"14:50:00"	"2025-07-12"	"Newmarket (July)"	"More Thunder (IRE)"	"1.20"	"2.56"	"Handicap"	"1"	"12"	"Marquand, Tom"	"Haggas, W J"	"7f "	"2"	"21"	"2"	"28"
"19:00:00"	"2025-07-10"	"Epsom"	"Jackson Street (IRE)"	"40.00"	"55"	"Handicap"	"8"	"10"	"Currie, Nicola"	"Attwater, M J"	"7f "	"5"	"35"	"2"	"10"
"15:10:00"	"2025-07-10"	"Doncaster"	"Beale Street"	"20.00"	"23"	"Handicap"	"3"	"11"	"Nolan, D"	"Smart, B"	"7f "	"4"	"40"	"20"	"20"
"15:10:00"	"2025-07-10"	"Doncaster"	"Flying Fletcher"	"10.00"	"13.32"	"Handicap"	"5"	"11"	"Garritty, Jack"	"Fahey, R A"	"7f "	"4"	"40"	"20"	"21"
"16:25:00"	"2025-07-05"	"Haydock"	"Bobby Bennu (IRE)"	"8.00"	"10.5"	"Handicap"	"2"	"11"	"Dawson, R"	"Varian, Roger"	"7f "	"2"	"35"	"8"	"13"
"20:25:00"	"2025-07-04"	"Haydock"	"Sword"	"2.25"	"3.35"	"Handicap"	"3"	"10"	"Tudhope, Daniel"	"OMeara, D"	"7f "	"4"	"31"	"1"	"7"
"19:50:00"	"2025-07-03"	"Newbury"	"The Caribbean (IRE)"	"10.00"	"12.22"	"Handicap"	"5"	"12"	"Doyle, Hollie"	"Main, Mrs H S"	"7f "	"4"	"20"	"11"	"11"
"20:00:00"	"2025-06-28"	"Doncaster"	"Alfa Whiteburd (IRE)"	"10.00"	"16.63"	"Handicap"	"11"	"13"	"Haynes, Joey"	"Furtado, Ivan"	"7f "	"4"	"28"	"2"	"20"
"16:10:00"	"2025-06-26"	"Newmarket (July)"	"Tennessee Gold (FR)"	"14.00"	"19.4"	"Handicap"	"8"	"12"	"Muscutt, D"	"Parr, Joseph"	"7f "	"3"	"25"	"12"	"15"
"16:10:00"	"2025-06-26"	"Newmarket (July)"	"Two Tribes"	"2.50"	"4.31"	"Handicap"	"11"	"12"	"Moore, Ryan"	"Spencer, Richard"	"7f "	"3"	"19"	"4"	"14"
"20:15:00"	"2025-06-24"	"Newbury"	"Stratocracy (IRE)"	"6.00"	"8.4"	"Handicap"	"1"	"11"	"Ryan, Rossa"	"Frost, Kevin"	"7f "	"5"	"39"	"2"	"8"
"20:15:00"	"2025-06-24"	"Newbury"	"Silver Trumpet"	"8.00"	"9.97"	"Handicap"	"2"	"11"	"Bishop, Charles"	"Houghton, Eve Johnson"	"7f "	"5"	"26"	"7"	"8"
"18:10:00"	"2025-06-19"	"Ascot"	"Never So Brave (IRE)"	"4.00"	"6.6"	"Handicap"	"1"	"27"	"Murphy, Oisin"	"Balding, A M"	"7f "	"2"	"19"	"2"	"13"
"18:10:00"	"2025-06-19"	"Ascot"	"Roi De France (IRE)"	"9.00"	"13.5"	"Handicap"	"22"	"27"	"Moore, Ryan"	"Gosden, J H M"	"7f "	"2"	"40"	"6"	"17"
"16:40:00"	"2025-06-17"	"Thirsk"	"Daring Legend"	"3.33"	"5"	"Handicap"	"3"	"10"	"Marshall, Tom Kiely"	"Appleby, M"	"7f "	"4"	"17"	"2"	"21"
"14:25:00"	"2025-06-15"	"Doncaster"	"Novello Lad"	"3.50"	"5.1"	"Handicap"	"2"	"10"	"Nolan, D"	"Midgley, P T"	"7f "	"5"	"27"	"3"	"8"
"14:25:00"	"2025-06-15"	"Doncaster"	"Count Palatine (IRE)"	"11.00"	"14.4"	"Handicap"	"9"	"10"	"Beasley, Connor"	"Dods, M"	"7f "	"5"	"18"	"2"	"9"
"13:50:00"	"2025-06-14"	"York"	"Dashing Darcey"	"7.00"	"8.86"	"Handicap"	"12"	"13"	"Sousa, Silvestre De"	"Harker, G A"	"7f "	"3"	"21"	"2"	"11"
"17:25:00"	"2025-06-13"	"Cork"	"Chicago Fireball (IRE)"	"16.00"	"24"	"Handicap"	"17"	"19"	"Coen, Ben M"	"Murtagh, J P"	"7f "	"0"	"20"	"7"	"20"
"13:50:00"	"2025-06-13"	"York"	"The Caribbean (IRE)"	"11.00"	"12.04"	"Handicap"	"11"	"11"	"Fraser, Kaiya"	"Main, Mrs H S"	"7f "	"4"	"34"	"3"	"12"
"16:25:00"	"2025-06-12"	"Newbury"	"Photosynthesis (IRE)"	"3.50"	"5.52"	"Handicap"	"3"	"10"	"Ryan, Rossa"	"Chapple-Hyam, P W"	"7f "	"3"	"34"	"5"	"10"
"16:25:00"	"2025-06-12"	"Newbury"	"Grand Karat (IRE)"	"9.00"	"12.4"	"Handicap"	"6"	"10"	"Whelan, Trevor"	"Charlton, Roger/Harry"	"7f "	"3"	"32"	"4"	"13"
"19:20:00"	"2025-06-11"	"Limerick"	"Celtic Druid (IRE)"	"14.00"	"16.32"	"Handicap"	"9"	"14"	"Whearty, R"	"McCourt, T G"	"7f "	"0"	"23"	"5"	"12"
"17:10:00"	"2025-06-06"	"Epsom"	"Stanage"	"7.50"	"11.98"	"Handicap"	"7"	"12"	"Mason, Joanna"	"Easterby, M W"	"7f "	"2"	"22"	"6"	"14"
"17:00:00"	"2025-05-31"	"York"	"Daring Legend"	"20.00"	"29.67"	"Handicap"	"2"	"21"	"Marshall, Tom Kiely"	"Appleby, M"	"7f "	"4"	"17"	"2"	"8"
"17:00:00"	"2025-05-31"	"York"	"Arctic Dawn"	"12.00"	"19.03"	"Handicap"	"4"	"21"	"Doyle, Hollie"	"Kubler, Daniel"	"7f "	"4"	"16"	"5"	"12"
"17:00:00"	"2025-05-31"	"York"	"Ziggys Condor (IRE)"	"11.00"	"12.93"	"Handicap"	"10"	"21"	"Fentiman, Warren"	"Fahey, R A"	"7f "	"4"	"21"	"4"	"12"
"17:58:00"	"2025-05-30"	"Down Royal"	"Uncle Albert (IRE)"	"25.00"	"36"	"Handicap"	"5"	"14"	"Harnett, P A"	"Cotter, Kieran P"	"7f "	"0"	"44"	"15"	"17"
"16:45:00"	"2025-05-18"	"Newmarket (Rowley)"	"The Bitter Moose (IRE)"	"80.00"	"204.76"	"Handicap"	"13"	"13"	"Probert, David"	"Chamings, P R"	"7f "	"4"	"26"	"10"	"10"
"16:30:00"	"2025-05-17"	"Thirsk"	"Valentine Catcher"	"11.00"	"13.63"	"Handicap"	"11"	"12"	"Allan, David"	"Easterby, T D"	"7f "	"3"	"20"	"11"	"13"
"19:00:00"	"2025-05-10"	"Leicester"	"Hows The Guvnor (IRE)"	"10.00"	"12.49"	"Handicap"	"9"	"10"	"Wood, George"	"Candlish, Jennie"	"7f "	"5"	"21"	"5"	"7"
"14:40:00"	"2025-05-10"	"Ascot"	"Roi De France (IRE)"	"5.50"	"11.09"	"Handicap"	"6"	"17"	"Murphy, Oisin"	"Gosden, J H M"	"7f "	"2"	"22"	"2"	"14"
"17:25:00"	"2025-03-30"	"Doncaster"	"Mereside Madness (IRE)"	"22.00"	"36.63"	"Handicap"	"11"	"15"	"Fanning, Joe"	"Barron, T D"	"7f "	"4"	"17"	"9"	"10"
"16:50:00"	"2025-03-30"	"Doncaster"	"Vibrato (IRE)"	"22.00"	"29.13"	"Handicap"	"6"	"14"	"Wood, George"	"Candlish, Jennie"	"7f "	"4"	"17"	"8"	"10"
"17:30:00"	"2024-10-26"	"Doncaster"	"Boy Douglas (IRE)"	"8.50"	"12.5"	"Handicap"	"9"	"11"	"Kirrane, Sean"	"Dods, M"	"7f "	"4"	"17"	"3"	"11"
"16:25:00"	"2024-10-26"	"Doncaster"	"Lord Bertie (FR)"	"18.00"	"32"	"Handicap"	"13"	"17"	"Peate, Jonny"	"Chapple-Hyam, Jane"	"7f "	"3"	"29"	"2"	"8"
"16:55:00"	"2024-10-11"	"York"	"Be Frank"	"6.00"	"8.45"	"Handicap"	"8"	"18"	"Leavy, Mr Joe"	"Williams, Ian"	"7f "	"4"	"20"	"4"	"11"
"15:35:00"	"2024-10-05"	"Ascot"	"Akkadian Thunder"	"5.00"	"6.91"	"Handicap"	"8"	"18"	"Watson, Jason"	"OMeara, D"	"7f "	"2"	"28"	"2"	"13"
"15:35:00"	"2024-10-05"	"Ascot"	"Divine Libra (IRE)"	"28.00"	"58.19"	"Handicap"	"12"	"18"	"Probert, David"	"Hills, Charles"	"7f "	"2"	"35"	"2"	"13"
"17:15:00"	"2024-09-29"	"Epsom"	"Good Karma"	"40.00"	"50"	"Handicap"	"9"	"10"	"Keenan, Darragh"	"Owen, J P"	"7f "	"4"	"17"	"12"	"12"
"16:40:00"	"2024-09-21"	"Ayr"	"Chuzzlewit"	"20.00"	"29.96"	"Handicap"	"3"	"12"	"Eaves, Tom"	"Ryan, K A"	"7f "	"4"	"21"	"9"	"11"
