RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	RaceClass	DaysSinceRun	LR_Position	LR_NumberRunners	
"14:10:00"	"2024-03-14"	"Cheltenham"	"Cleatus Poolaw"	"7.50"	"11"	"Handicap Hurdle"	"9"	"22"	"Kennedy, J W"	"Elliott, Gordon"	"3m "	"1"	"18"	"2"	"14"
"14:10:00"	"2024-03-14"	"Cheltenham"	"Le Milos"	"6.00"	"11.07"	"Handicap Hurdle"	"13"	"22"	"Skelton, Harry"	"Skelton, Daniel"	"3m "	"1"	"26"	"13"	"16"
"14:10:00"	"2024-03-14"	"Cheltenham"	"Hyland (FR)"	"33.00"	"36.4"	"Handicap Hurdle"	"14"	"22"	"Boinville, Nico"	"Henderson, N J"	"3m "	"1"	"26"	"6"	"16"
"16:50:00"	"2024-03-13"	"Cheltenham"	"The King Of Prs (IRE)"	"22.00"	"30.67"	"Handicap Chase"	"F"	"16"	"Flanagan, S W"	"Cromwell, Gavin Patrick"	"2m "	"1"	"20"	"6"	"8"
"14:50:00"	"2024-03-13"	"Cheltenham"	"Rambo T (IRE)"	"33.00"	"77.61"	"Handicap Hurdle"	"8"	"21"	"Sheehan, Gavin"	"Murphy, Olly"	"2m5f "	"1"	"25"	"9"	"16"
"14:50:00"	"2024-03-13"	"Cheltenham"	"Lombron (FR)"	"40.00"	"67.89"	"Handicap Hurdle"	"11"	"21"	"Mullins, D E"	"Mullins, W P"	"2m5f "	"1"	"24"	"7"	"8"
"14:50:00"	"2024-03-13"	"Cheltenham"	"Finest Evermore (IRE)"	"80.00"	"119.05"	"Handicap Hurdle"	"15"	"21"	"Hayes, Brian"	"Hennessy, Paul"	"2m5f "	"1"	"571"	"1"	"13"
"14:50:00"	"2024-03-13"	"Cheltenham"	"Benson"	"66.00"	"115.93"	"Handicap Hurdle"	"17"	"21"	"Mania, Ryan"	"Thomson, A M"	"2m5f "	"1"	"11"	"15"	"17"
"14:50:00"	"2024-03-13"	"Cheltenham"	"Guard Your Dreams"	"25.00"	"42.68"	"Handicap Hurdle"	"18"	"21"	"Twiston-Davies, Sam"	"Twiston-Davies, N A"	"2m5f "	"1"	"25"	"4"	"5"
"14:50:00"	"2024-03-13"	"Cheltenham"	"Mark Of Gold"	"33.00"	"69.71"	"Handicap Hurdle"	"19"	"21"	"Hargreaves, Mr Rob"	"Moore, Gary and Josh"	"2m5f "	"1"	"18"	"1"	"7"
"14:50:00"	"2024-03-13"	"Cheltenham"	"Jigoro (FR)"	"11.00"	"15.72"	"Handicap Hurdle"	"PU"	"21"	"Kennedy, J W"	"Elliott, Gordon"	"2m5f "	"1"	"24"	"3"	"8"
"14:50:00"	"2024-03-12"	"Cheltenham"	"Famous Bridge (IRE)"	"25.00"	"47.48"	"Handicap Chase"	"4"	"21"	"Quinlan, Sean"	"Richards, N G"	"3m1f "	"1"	"24"	"UR"	"10"
"14:50:00"	"2024-03-12"	"Cheltenham"	"The Goffer (IRE)"	"4.50"	"6.8"	"Handicap Chase"	"5"	"21"	"Kennedy, J W"	"Elliott, Gordon"	"3m1f "	"1"	"23"	"1"	"16"
"14:50:00"	"2024-03-12"	"Cheltenham"	"Chambard (FR)"	"40.00"	"119.55"	"Handicap Chase"	"8"	"21"	"Turner, Miss L M"	"Williams, Miss Venetia"	"3m1f "	"1"	"24"	"8"	"10"
"14:50:00"	"2024-03-12"	"Cheltenham"	"Trelawne"	"5.00"	"6.69"	"Handicap Chase"	"F"	"21"	"Cobden, Harry"	"Bailey, K C"	"3m1f "	"1"	"30"	"3"	"3"
"14:50:00"	"2024-03-12"	"Cheltenham"	"Highland Hunter (IRE)"	"50.00"	"110.72"	"Handicap Chase"	"PU"	"21"	"Brennan, P J"	"OBrien, Fergal"	"3m1f "	"1"	"10"	"1"	"7"
"14:50:00"	"2024-03-12"	"Cheltenham"	"Monbeg Genius (IRE)"	"16.00"	"28"	"Handicap Chase"	"PU"	"21"	"ONeill, Jonjo (Jr)"	"ONeill, Jonjo and AJ"	"3m1f "	"1"	"10"	"5"	"7"
"14:50:00"	"2024-03-12"	"Cheltenham"	"Minella Crooner (IRE)"	"33.00"	"45.6"	"Handicap Chase"	"PU"	"21"	"Gainford, Mr J C"	"Elliott, Gordon"	"3m1f "	"1"	"17"	"3"	"4"
"14:50:00"	"2024-03-12"	"Cheltenham"	"Victtorino (FR)"	"16.00"	"24.45"	"Handicap Chase"	"PU"	"21"	"Deutsch, Charlie"	"Williams, Miss Venetia"	"3m1f "	"1"	"24"	"4"	"9"
"14:50:00"	"2024-03-12"	"Cheltenham"	"Lord Du Mesnil (FR)"	"25.00"	"28.52"	"Handicap Chase"	"PU"	"21"	"Sheehan, Gavin"	"Hobson, Richard"	"3m1f "	"1"	"30"	"4"	"13"
"17:30:00"	"2023-03-17"	"Cheltenham"	"Buddy One (IRE)"	"28.00"	"31.69"	"Handicap Hurdle"	"3"	"21"	"Gilligan, Jack G"	"Gilligan, Paul John"	"2m4.5f "	"2"	"22"	"2"	"8"
"17:30:00"	"2023-03-17"	"Cheltenham"	"Mark Of Gold"	"25.00"	"32.58"	"Handicap Hurdle"	"7"	"21"	"Quinn, Caoilin"	"Moore, Gary and Josh"	"2m4.5f "	"2"	"20"	"1"	"9"
"17:30:00"	"2023-03-17"	"Cheltenham"	"West To The Bridge (IRE)"	"33.00"	"54"	"Handicap Hurdle"	"9"	"21"	"Durrell, Mr T"	"Skelton, Daniel"	"2m4.5f "	"2"	"10"	"1"	"12"
"17:30:00"	"2023-03-17"	"Cheltenham"	"Irish Hill (GER)"	"9.00"	"16.28"	"Handicap Hurdle"	"10"	"21"	"Cheleda, Angus"	"Nicholls, P F"	"2m4.5f "	"2"	"27"	"1"	"12"
"17:30:00"	"2023-03-17"	"Cheltenham"	"Spirit Of Legend (FR)"	"25.00"	"30"	"Handicap Hurdle"	"13"	"21"	"OConnor, M P"	"Bromhead, Henry De"	"2m4.5f "	"2"	"20"	"6"	"14"
"17:30:00"	"2023-03-17"	"Cheltenham"	"In From The Cold (IRE)"	"80.00"	"130"	"Handicap Hurdle"	"17"	"21"	"Gilligan, D J"	"Elliott, Gordon"	"2m4.5f "	"2"	"30"	"3"	"8"
"17:30:00"	"2023-03-17"	"Cheltenham"	"Impulsive One (USA)"	"40.00"	"73.28"	"Handicap Hurdle"	"PU"	"21"	"Bromley, Ben"	"Henderson, N J"	"2m4.5f "	"2"	"30"	"1"	"8"
"17:30:00"	"2023-03-17"	"Cheltenham"	"Hollow Sound (IRE)"	"100.00"	"147.44"	"Handicap Hurdle"	"PU"	"21"	"ODwyer, Charlie"	"Comer, Luke"	"2m4.5f "	"2"	"26"	"2"	"22"
"14:10:00"	"2023-03-17"	"Cheltenham"	"Sharjah (FR)"	"10.00"	"14.24"	"Handicap Hurdle"	"4"	"24"	"Mullins, Mr P W"	"Mullins, W P"	"2m1f "	"1"	"27"	"2"	"6"
"14:10:00"	"2023-03-17"	"Cheltenham"	"Petit Tonnerre (FR)"	"33.00"	"59.12"	"Handicap Hurdle"	"7"	"24"	"ONeill, Jonjo (Jr)"	"ONeill, Jonjo and AJ"	"2m1f "	"1"	"27"	"5"	"12"
"14:10:00"	"2023-03-17"	"Cheltenham"	"First Street"	"18.00"	"25"	"Handicap Hurdle"	"11"	"24"	"Boinville, Nico"	"Henderson, N J"	"2m1f "	"1"	"27"	"3"	"4"
"14:10:00"	"2023-03-17"	"Cheltenham"	"Saint Sam (FR)"	"33.00"	"49.32"	"Handicap Hurdle"	"19"	"24"	"Foley, J B"	"Mullins, W P"	"2m1f "	"1"	"12"	"2"	"5"
"14:10:00"	"2023-03-17"	"Cheltenham"	"Milkwood (IRE)"	"50.00"	"130"	"Handicap Hurdle"	"PU"	"24"	"Twiston-Davies, Sam"	"Mulholland, N P"	"2m1f "	"1"	"30"	"4"	"8"
"17:30:00"	"2023-03-16"	"Cheltenham"	"Angels Dawn (IRE)"	"10.00"	"17.08"	"Handicap Chase"	"1"	"23"	"King, Mr P A"	"Curling, S"	"3m2f "	"2"	"25"	"UR"	"12"
"17:30:00"	"2023-03-16"	"Cheltenham"	"Ballykeel (IRE)"	"28.00"	"36.44"	"Handicap Chase"	"10"	"23"	"Swan, H C"	"Elliott, Gordon"	"3m2f "	"2"	"19"	"1"	"7"
"17:30:00"	"2023-03-16"	"Cheltenham"	"Didero Vallis (FR)"	"40.00"	"106.45"	"Handicap Chase"	"PU"	"23"	"Turner, Miss L M"	"Williams, Miss Venetia"	"3m2f "	"2"	"22"	"5"	"5"
"17:30:00"	"2023-03-16"	"Cheltenham"	"Fontaine Collonges (FR)"	"14.00"	"18.5"	"Handicap Chase"	"PU"	"23"	"OConnor, Miss A B"	"Williams, Miss Venetia"	"3m2f "	"2"	"26"	"10"	"14"
"16:10:00"	"2023-03-16"	"Cheltenham"	"Haut En Couleurs (FR)"	"7.50"	"11.5"	"Handicap Chase"	"5"	"23"	"OSullivan, Mr M J M"	"Mullins, W P"	"2m4.5f "	"1"	"26"	"2"	"4"
"16:10:00"	"2023-03-16"	"Cheltenham"	"Bowtogreatness (IRE)"	"100.00"	"150"	"Handicap Chase"	"13"	"23"	"Brogan, Kevin"	"Pauling, Ben"	"2m4.5f "	"1"	"20"	"PU"	"9"
"14:10:00"	"2023-03-16"	"Cheltenham"	"Mill Green"	"22.00"	"26.54"	"Handicap Hurdle"	"3"	"23"	"Jacob, Daryl"	"Henderson, N J"	"3m "	"1"	"26"	"3"	"9"
"14:10:00"	"2023-03-16"	"Cheltenham"	"Green Book (FR)"	"40.00"	"65.68"	"Handicap Hurdle"	"4"	"23"	"Deutsch, Charlie"	"Williams, Miss Venetia"	"3m "	"1"	"26"	"5"	"6"
"14:10:00"	"2023-03-16"	"Cheltenham"	"Brandy Mcqueen (IRE)"	"80.00"	"82.44"	"Handicap Hurdle"	"7"	"23"	"Austin, Edward"	"Graham, Harriet/Rutherford, Gary"	"3m "	"1"	"26"	"7"	"9"
"14:10:00"	"2023-03-16"	"Cheltenham"	"Itchy Feet (FR)"	"40.00"	"55"	"Handicap Hurdle"	"11"	"23"	"Bowen, Sean P"	"Murphy, Olly"	"3m "	"1"	"26"	"2"	"6"
"14:10:00"	"2023-03-16"	"Cheltenham"	"Thanksforthehelp (FR)"	"3.33"	"5.02"	"Handicap Hurdle"	"12"	"23"	"Walsh, M P"	"Pipe, D E"	"3m "	"1"	"19"	"1"	"15"
"14:10:00"	"2023-03-16"	"Cheltenham"	"Wakool (FR)"	"33.00"	"42.33"	"Handicap Hurdle"	"13"	"23"	"OFarrell, C"	"Alexander, N W"	"3m "	"1"	"26"	"1"	"6"
"14:10:00"	"2023-03-16"	"Cheltenham"	"Bear Ghylls (IRE)"	"25.00"	"43.77"	"Handicap Hurdle"	"16"	"23"	"Moore, Jamie"	"Martin, Miss Nicky"	"3m "	"1"	"19"	"4"	"15"
"14:10:00"	"2023-03-16"	"Cheltenham"	"Takarengo (IRE)"	"66.00"	"85"	"Handicap Hurdle"	"18"	"23"	"Mullins, D E"	"Mullins, Thomas"	"3m "	"1"	"19"	"8"	"14"
"16:50:00"	"2023-03-15"	"Cheltenham"	"Coeur Sublime (IRE)"	"12.00"	"19.5"	"Handicap Chase"	"12"	"19"	"Harvey, Mr B W"	"Bromhead, Henry De"	"2m "	"1"	"17"	"2"	"6"
"16:50:00"	"2023-03-15"	"Cheltenham"	"Battleoverdoyen (IRE)"	"40.00"	"61.47"	"Handicap Chase"	"PU"	"19"	"Gainford, Mr J C"	"Elliott, Gordon"	"2m "	"1"	"17"	"3"	"6"
"14:50:00"	"2023-03-15"	"Cheltenham"	"Bold Endeavour"	"22.00"	"27.49"	"Handicap Hurdle"	"5"	"26"	"Boinville, Nico"	"Henderson, N J"	"2m5f "	"1"	"25"	"2"	"3"
"14:50:00"	"2023-03-15"	"Cheltenham"	"Nells Son"	"40.00"	"75"	"Handicap Hurdle"	"8"	"26"	"McMenamin, Daniel"	"Richards, N G"	"2m5f "	"1"	"11"	"F"	"10"
"14:50:00"	"2023-03-15"	"Cheltenham"	"Fil Dor (FR)"	"12.00"	"18.68"	"Handicap Hurdle"	"19"	"26"	"Harvey, Mr B W"	"Elliott, Gordon"	"2m5f "	"1"	"25"	"1"	"6"
"14:50:00"	"2023-03-15"	"Cheltenham"	"Sporting John (IRE)"	"80.00"	"261.7"	"Handicap Hurdle"	"PU"	"26"	"Nolan, Michael G"	"Hobbs, P J / White, J"	"2m5f "	"1"	"11"	"5"	"7"
"14:50:00"	"2023-03-15"	"Cheltenham"	"Benson"	"11.00"	"13.26"	"Handicap Hurdle"	"PU"	"26"	"Mania, Ryan"	"Thomson, A M"	"2m5f "	"1"	"11"	"1"	"16"
"14:50:00"	"2023-03-15"	"Cheltenham"	"Elvis Mail (FR)"	"100.00"	"197.43"	"Handicap Hurdle"	"UR"	"26"	"Lynn, Bruce"	"Alexander, N W"	"2m5f "	"1"	"26"	"3"	"3"
"16:50:00"	"2023-03-14"	"Cheltenham"	"Mr Freedom"	"40.00"	"55.7"	"Handicap Hurdle"	"5"	"21"	"Dunne, R T"	"West, Miss Sheena"	"2m.5f "	"1"	"10"	"3"	"7"
"16:50:00"	"2023-03-14"	"Cheltenham"	"Gordons Aura (IRE)"	"80.00"	"206.19"	"Handicap Hurdle"	"7"	"21"	"Ewing, Sam"	"Elliott, Gordon"	"2m.5f "	"1"	"27"	"9"	"13"
"16:50:00"	"2023-03-14"	"Cheltenham"	"Afadil (FR)"	"28.00"	"77.84"	"Handicap Hurdle"	"8"	"21"	"Cobden, Harry"	"Nicholls, P F"	"2m.5f "	"1"	"24"	"6"	"9"
"16:50:00"	"2023-03-14"	"Cheltenham"	"Perseus Way (IRE)"	"8.00"	"9.97"	"Handicap Hurdle"	"10"	"21"	"Moore, Jamie"	"Moore, Gary and Josh"	"2m.5f "	"1"	"17"	"2"	"8"
"16:50:00"	"2023-03-14"	"Cheltenham"	"Shared"	"50.00"	"88.82"	"Handicap Hurdle"	"18"	"21"	"Obrien, P V"	"Derham, Harry"	"2m.5f "	"1"	"20"	"1"	"7"
"14:50:00"	"2023-03-14"	"Cheltenham"	"Glamorgan Duke (IRE)"	"66.00"	"148.63"	"Handicap Chase"	"PU"	"23"	"Gilligan, D J"	"Gilligan, Paul John"	"3m1f "	"1"	"17"	"UR"	"8"
"14:50:00"	"2023-03-14"	"Cheltenham"	"Laskalin (FR)"	"66.00"	"118.85"	"Handicap Chase"	"PU"	"23"	"Quinlan, S M"	"Williams, Miss Venetia"	"3m1f "	"1"	"24"	"8"	"14"
"14:50:00"	"2023-03-14"	"Cheltenham"	"Cloudy Glen (IRE)"	"40.00"	"67.36"	"Handicap Chase"	"PU"	"23"	"Deutsch, Charlie"	"Williams, Miss Venetia"	"3m1f "	"1"	"24"	"3"	"14"
"17:30:00"	"2022-03-18"	"Cheltenham"	"Herbiers (FR)"	"66.00"	"85"	"Handicap Hurdle"	"9"	"23"	"Gillard, Mr T"	"Greenall, O / Guerriero, J"	"2m4.5f "	"2"	"20"	"4"	"11"
"17:30:00"	"2022-03-18"	"Cheltenham"	"The Goffer (IRE)"	"18.00"	"25.05"	"Handicap Hurdle"	"15"	"23"	"Ewing, Sam"	"Elliott, Gordon"	"2m4.5f "	"2"	"22"	"1"	"6"
"17:30:00"	"2022-03-18"	"Cheltenham"	"Five OClock (FR)"	"7.50"	"11.34"	"Handicap Hurdle"	"18"	"23"	"Foley, J B"	"Mullins, W P"	"2m4.5f "	"2"	"735"	"7"	"23"
"17:30:00"	"2022-03-18"	"Cheltenham"	"Decimation (IRE)"	"33.00"	"44"	"Handicap Hurdle"	"F"	"23"	"OConnor, M P"	"Bromhead, Henry De"	"2m4.5f "	"2"	"20"	"7"	"16"
"14:10:00"	"2022-03-18"	"Cheltenham"	"Suprise Package"	"9.00"	"12.3"	"Handicap Hurdle"	"6"	"26"	"Sexton, K C"	"Fahey, Peter"	"2m1f "	"1"	"6"	"1"	"22"
"14:10:00"	"2022-03-18"	"Cheltenham"	"Cormier (IRE)"	"33.00"	"48.72"	"Handicap Hurdle"	"7"	"26"	"Quinlan, Sean"	"Ellison, B"	"2m1f "	"1"	"13"	"1"	"11"
"14:10:00"	"2022-03-18"	"Cheltenham"	"Felix Desjy (FR)"	"66.00"	"103.84"	"Handicap Hurdle"	"10"	"26"	"Kennedy, J W"	"Elliott, Gordon"	"2m1f "	"1"	"27"	"7"	"7"
"14:10:00"	"2022-03-18"	"Cheltenham"	"Faivoir (FR)"	"40.00"	"62.97"	"Handicap Hurdle"	"11"	"26"	"Andrews, Bridget"	"Skelton, Daniel"	"2m1f "	"1"	"13"	"3"	"11"
"14:10:00"	"2022-03-18"	"Cheltenham"	"Irascible (FR)"	"66.00"	"88.43"	"Handicap Hurdle"	"16"	"26"	"Cooper, Bryan J"	"Bromhead, Henry De"	"2m1f "	"1"	"20"	"12"	"16"
"14:10:00"	"2022-03-18"	"Cheltenham"	"Dysart Diamond (IRE)"	"66.00"	"86.37"	"Handicap Hurdle"	"21"	"26"	"Foley, J B"	"Mullins, W P"	"2m1f "	"1"	"23"	"3"	"5"
"17:30:00"	"2022-03-17"	"Cheltenham"	"Chambard (FR)"	"40.00"	"72.43"	"Handicap Chase"	"1"	"20"	"Turner, Miss L M"	"Williams, Miss Venetia"	"3m2.5f "	"2"	"11"	"1"	"3"
"17:30:00"	"2022-03-17"	"Cheltenham"	"Didero Vallis (FR)"	"66.00"	"140.01"	"Handicap Chase"	"3"	"20"	"King, Mr James"	"Williams, Miss Venetia"	"3m2.5f "	"2"	"9"	"4"	"5"
"17:30:00"	"2022-03-17"	"Cheltenham"	"Mint Condition"	"33.00"	"40.64"	"Handicap Chase"	"5"	"20"	"Andrews, Gina"	"Candlish, Jennie"	"3m2.5f "	"2"	"26"	"PU"	"11"
"17:30:00"	"2022-03-17"	"Cheltenham"	"Rightplacerightime (IRE)"	"18.00"	"28.19"	"Handicap Chase"	"7"	"20"	"OSullivan, Miss Maxine"	"Mullins, Emmet"	"3m2.5f "	"2"	"11"	"6"	"14"
"17:30:00"	"2022-03-17"	"Cheltenham"	"Larry"	"50.00"	"101.58"	"Handicap Chase"	"PU"	"20"	"Mitchell, Mr F"	"Moore, Gary and Josh"	"3m2.5f "	"2"	"26"	"5"	"9"
"16:10:00"	"2022-03-17"	"Cheltenham"	"Adrimel (FR)"	"7.00"	"9.6"	"Handicap Chase"	"9"	"15"	"Sheppard, Stan"	"Lacey, T"	"2m5f "	"1"	"26"	"1"	"3"
"16:10:00"	"2022-03-17"	"Cheltenham"	"Hardline (IRE)"	"50.00"	"73.09"	"Handicap Chase"	"PU"	"15"	"James, Mr R"	"Elliott, Gordon"	"2m5f "	"1"	"26"	"3"	"4"
"14:10:00"	"2022-03-17"	"Cheltenham"	"Third Wind"	"25.00"	"33.28"	"Handicap Hurdle"	"1"	"22"	"OBrien, T J"	"Morrison, H"	"3m "	"1"	"26"	"3"	"6"
"16:50:00"	"2022-03-16"	"Cheltenham"	"Amarillo Sky (IRE)"	"5.00"	"6.7"	"Handicap Chase"	"5"	"16"	"Powell, Brendan"	"Tizzard, C L"	"2m "	"1"	"24"	"1"	"7"
"16:50:00"	"2022-03-16"	"Cheltenham"	"Hasankey (IRE)"	"33.00"	"63.32"	"Handicap Chase"	"6"	"16"	"Dobb, Lewis"	"Morgan, Miss Laura"	"2m "	"1"	"28"	"1"	"6"
"14:50:00"	"2022-03-16"	"Cheltenham"	"Commander Of Fleet (IRE)"	"50.00"	"52.54"	"Handicap Hurdle"	"1"	"23"	"Fitzgerald, S"	"Elliott, Gordon"	"2m5f "	"1"	"22"	"3"	"9"
"14:50:00"	"2022-03-16"	"Cheltenham"	"Christopher Wood (IRE)"	"40.00"	"48.98"	"Handicap Hurdle"	"6"	"23"	"Bannister, Harry A A"	"Williams, Miss Venetia"	"2m5f "	"1"	"25"	"2"	"11"
"14:50:00"	"2022-03-16"	"Cheltenham"	"Ganapathi (FR)"	"20.00"	"22.77"	"Handicap Hurdle"	"11"	"23"	"Cooper, Bryan J"	"Mullins, W P"	"2m5f "	"1"	"320"	"F"	"4"
"14:50:00"	"2022-03-16"	"Cheltenham"	"Daly Tiger (FR)"	"80.00"	"135.96"	"Handicap Hurdle"	"12"	"23"	"Walsh, E"	"Meade, Noel"	"2m5f "	"1"	"25"	"4"	"4"
"14:50:00"	"2022-03-16"	"Cheltenham"	"Grand Roi (FR)"	"12.00"	"13.69"	"Handicap Hurdle"	"PU"	"23"	"Russell, D N"	"Elliott, Gordon"	"2m5f "	"1"	"22"	"4"	"9"
"16:50:00"	"2022-03-15"	"Cheltenham"	"Skycutter (FR)"	"28.00"	"42.01"	"Handicap Hurdle"	"9"	"21"	"Dowson, Thomas"	"Kirby, P A"	"2m.5f "	"1"	"24"	"2"	"6"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Corach Rambler (IRE)"	"10.00"	"13.68"	"Handicap Chase"	"1"	"24"	"Fox, Derek R"	"Russell, Miss Lucinda V"	"3m1f "	"1"	"24"	"UR"	"6"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Our Power (IRE)"	"11.00"	"15"	"Handicap Chase"	"5"	"24"	"Deutsch, Charlie"	"Thomas, Sam"	"3m1f "	"1"	"17"	"3"	"14"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Death Duty (IRE)"	"8.50"	"10.45"	"Handicap Chase"	"6"	"24"	"Kennedy, J W"	"Elliott, Gordon"	"3m1f "	"1"	"30"	"1"	"13"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Lostintranslation (IRE)"	"25.00"	"43.07"	"Handicap Chase"	"8"	"24"	"Powell, Brendan"	"Tizzard, C L"	"3m1f "	"1"	"24"	"PU"	"8"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Floueur (FR)"	"7.50"	"11.5"	"Handicap Chase"	"10"	"24"	"Gainford, Mr J C"	"Elliott, Gordon"	"3m1f "	"1"	"30"	"3"	"13"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Run To Milan (IRE)"	"80.00"	"96.38"	"Handicap Chase"	"16"	"24"	"Johns, Alan"	"Dartnall, V R A"	"3m1f "	"1"	"30"	"1"	"7"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Does He Know"	"11.00"	"16.81"	"Handicap Chase"	"19"	"24"	"Bass, David"	"Bailey, K C"	"3m1f "	"1"	"24"	"1"	"6"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Doctor Duffy (IRE)"	"33.00"	"57.1"	"Handicap Chase"	"PU"	"24"	"Quinlan, Liam"	"Byrnes, C"	"3m1f "	"1"	"30"	"UR"	"13"
"14:50:00"	"2022-03-15"	"Cheltenham"	"Discordantly (IRE)"	"28.00"	"36"	"Handicap Chase"	"PU"	"24"	"Power, R M"	"Harrington, Mrs John"	"3m1f "	"1"	"9"	"1"	"14"
"16:50:00"	"2021-03-19"	"Cheltenham"	"Frontal Assault (IRE)"	"16.00"	"20.12"	"Handicap Hurdle"	"8"	"22"	"Gainford, Mr J C"	"Foster, Mrs Denise"	"2m4.5f "	"2"	"26"	"1"	"5"
"16:50:00"	"2021-03-19"	"Cheltenham"	"Fabulous Saga (FR)"	"100.00"	"114.28"	"Handicap Hurdle"	"PU"	"22"	"Dingle, Rex"	"Nicholls, P F"	"2m4.5f "	"2"	"27"	"4"	"6"
"16:50:00"	"2021-03-19"	"Cheltenham"	"Adjali (GER)"	"50.00"	"75"	"Handicap Hurdle"	"PU"	"22"	"Ffrench Davis, Mr Ben"	"Henderson, N J"	"2m4.5f "	"2"	"15"	"2"	"5"
"16:50:00"	"2021-03-19"	"Cheltenham"	"Folcano (FR)"	"7.50"	"9.77"	"Handicap Hurdle"	"UR"	"22"	"Jones, Ben R"	"Foster, Mrs Denise"	"2m4.5f "	"2"	"25"	"1"	"13"
"13:55:00"	"2021-03-19"	"Cheltenham"	"Belfast Banter (IRE)"	"33.00"	"39.99"	"Handicap Hurdle"	"1"	"25"	"Sexton, K C"	"Fahey, Peter"	"2m1f "	"1"	"19"	"2"	"7"
"13:55:00"	"2021-03-19"	"Cheltenham"	"Petit Mouchoir (FR)"	"22.00"	"19"	"Handicap Hurdle"	"2"	"25"	"Gainford, Mr J C"	"Foster, Mrs Denise"	"2m1f "	"1"	"20"	"2"	"5"
"13:55:00"	"2021-03-19"	"Cheltenham"	"Fifty Ball (FR)"	"12.00"	"17.23"	"Handicap Hurdle"	"16"	"25"	"Moore, Joshua"	"Moore, Gary and Josh"	"2m1f "	"1"	"26"	"2"	"23"
"13:55:00"	"2021-03-19"	"Cheltenham"	"Darasso (FR)"	"80.00"	"74.14"	"Handicap Hurdle"	"19"	"25"	"Slevin, J J"	"OBrien, Joseph Patrick"	"2m1f "	"1"	"20"	"3"	"5"
"13:55:00"	"2021-03-19"	"Cheltenham"	"Gowel Road (IRE)"	"12.00"	"18"	"Handicap Hurdle"	"20"	"25"	"Twiston-Davies, Sam"	"Twiston-Davies, N A"	"2m1f "	"1"	"26"	"1"	"12"
"16:50:00"	"2021-03-18"	"Cheltenham"	"Cloudy Glen (IRE)"	"33.00"	"53.28"	"Handicap Chase"	"2"	"21"	"Dunne, R T"	"Williams, Miss Venetia"	"3m2.5f "	"2"	"26"	"UR"	"10"
"16:50:00"	"2021-03-18"	"Cheltenham"	"Hold The Note (IRE)"	"9.00"	"14.52"	"Handicap Chase"	"4"	"21"	"Burke, Jonathan"	"Channon, M R"	"3m2.5f "	"2"	"25"	"2"	"6"
"16:50:00"	"2021-03-18"	"Cheltenham"	"Musical Slave (IRE)"	"18.00"	"29.3"	"Handicap Chase"	"9"	"21"	"OBrien, T J"	"Hobbs, P J / White, J"	"3m2.5f "	"2"	"26"	"3"	"10"
"16:50:00"	"2021-03-18"	"Cheltenham"	"Beau Bay (FR)"	"80.00"	"171.47"	"Handicap Chase"	"PU"	"21"	"Hammond, Charlie"	"Newland, Dr R D P"	"3m2.5f "	"2"	"22"	"1"	"8"
"16:50:00"	"2021-03-18"	"Cheltenham"	"Cobolobo (FR)"	"33.00"	"29.21"	"Handicap Chase"	"PU"	"21"	"ONeill, Jonjo (Jr)"	"ONeill, Jonjo and AJ"	"3m2.5f "	"2"	"26"	"5"	"10"
"16:50:00"	"2021-03-18"	"Cheltenham"	"Didero Vallis (FR)"	"33.00"	"35.91"	"Handicap Chase"	"PU"	"21"	"Deutsch, Charlie"	"Williams, Miss Venetia"	"3m2.5f "	"2"	"30"	"1"	"6"
"15:40:00"	"2021-03-18"	"Cheltenham"	"The Shunter (IRE)"	"2.25"	"3.85"	"Handicap Chase"	"1"	"21"	"Gainford, Mr J C"	"Mullins, Emmet"	"2m5f "	"1"	"12"	"1"	"14"
"15:40:00"	"2021-03-18"	"Cheltenham"	"Coole Cody (IRE)"	"22.00"	"32.91"	"Handicap Chase"	"4"	"21"	"OBrien, T J"	"Williams, Evan"	"2m5f "	"1"	"19"	"3"	"4"
"15:40:00"	"2021-03-18"	"Cheltenham"	"The Unit (IRE)"	"66.00"	"110"	"Handicap Chase"	"13"	"21"	"Cannon, Tom J"	"King, A"	"2m5f "	"1"	"20"	"3"	"9"
"15:40:00"	"2021-03-18"	"Cheltenham"	"Paddys Poem"	"40.00"	"81.83"	"Handicap Chase"	"17"	"21"	"Davies, James"	"Gifford, N J"	"2m5f "	"1"	"15"	"1"	"7"
"13:55:00"	"2021-03-18"	"Cheltenham"	"Milliner (IRE)"	"7.00"	"8.88"	"Handicap Hurdle"	"4"	"22"	"Blackmore, Rachael"	"Bromhead, Henry De"	"3m "	"1"	"17"	"3"	"16"
