RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	RaceClass	DaysSinceRun	LR_Position	LR_NumberRunners	
"16:55:00"	"2024-08-17"	"Newmarket (July)"	"Come On You Spurs"	"1.75"	"2.94"	"Handicap"	"5"	"8"	"Loughnane, Mr Billy"	"Spencer, Richard"	"1m "	"5"	"30"	"3"	"12"
"14:40:00"	"2024-08-16"	"Newbury"	"Maldevious (IRE)"	"20.00"	"21.26"	"Novices"	"4"	"13"	"Shoemark, Kieran"	"Palmer, Hugo"	"6f "	"4"	"12"	"8"	"12"
"19:00:00"	"2024-08-09"	"Tipperary"	"Basilah Bear (IRE)"	"9.00"	"11.31"	"Handicap"	"15"	"16"	"McAteer, L T"	"Marnane, David"	"7.5f "	"0"	"25"	"6"	"8"
"15:25:00"	"2024-08-03"	"Doncaster"	"Didaar (IRE)"	"4.50"	"5.81"	"Novices"	"2"	"4"	"Ghiani, Marco"	"Mohammed, Ismail"	"1m2.5f "	"5"	"24"	"8"	"12"
"18:35:00"	"2024-07-29"	"Windsor"	"Luna Dipinta"	"40.00"	"161.98"	"Novices"	"7"	"8"	"Bradley, Paddy"	"Murphy, Mike"	"1m2f "	"5"	"20"	"3"	"13"
"18:10:00"	"2024-07-24"	"Leicester"	"Last Outlaw (IRE)"	"3.50"	"5.53"	"Novices"	"1"	"9"	"Kirrane, Sean"	"Wigham, M"	"5f "	"5"	"25"	"5"	"12"
"18:55:00"	"2024-07-20"	"Haydock"	"Loco Lobo"	"25.00"	"32.36"	"Handicap"	"10"	"10"	"Muir, Paula"	"Williamson, Mrs L"	"5f "	"5"	"16"	"8"	"8"
"17:40:00"	"2024-07-17"	"Yarmouth"	"Prada On Parole"	"80.00"	"198"	"Maiden"	"8"	"11"	"Peate, Jonny"	"Murphy, Amy"	"5f "	"5"	"19"	"9"	"11"
"20:25:00"	"2024-07-05"	"Haydock"	"Apotheosis (IRE)"	"2.00"	"3.6"	"Novices"	"1"	"9"	"Mitchell, Jack"	"Crisford, Simon"	"7f "	"4"	"30"	"3"	"13"
"16:55:00"	"2024-06-17"	"Chepstow"	"Bobacious"	"8.50"	"10.35"	"Handicap"	"3"	"9"	"Bryan, Joshua"	"Nicholls, Georgina"	"1m "	"6"	"10"	"5"	"10"
"16:07:00"	"2024-06-11"	"Salisbury"	"Ravishing Beauty"	"3.33"	"4.3"	"Novices"	"3"	"11"	"Doyle, Hollie"	"Charlton, Roger/Harry"	"7f "	"4"	"27"	"5"	"11"
"16:20:00"	"2024-05-27"	"Yarmouth"	"Aquacell (IRE)"	"2.00"	"3.24"	"Handicap"	"2"	"5"	"Shepherd, Callum"	"Chapple-Hyam, Jane"	"7f "	"4"	"26"	"6"	"8"
"17:10:00"	"2024-05-24"	"Goodwood"	"Fair Wind"	"6.50"	"8.13"	"Handicap"	"1"	"10"	"Dobbs, Pat"	"Burrows, Owen"	"5f "	"3"	"23"	"2"	"8"
"15:00:00"	"2024-05-11"	"Lingfield"	"Ambiente Friendly (IRE)"	"8.00"	"10.82"	"Non-Handicap"	"1"	"9"	"Shepherd, Callum"	"Fanshawe, J R"	"1m3.5f "	"1"	"24"	"4"	"10"
"15:10:00"	"2024-05-05"	"Hamilton"	"Son Of Sampers (IRE)"	"3.00"	"4.54"	"Handicap"	"3"	"6"	"Mulrennan, Paul"	"Barron, T D"	"5f "	"5"	"14"	"7"	"12"
"14:50:00"	"2024-04-28"	"Bath"	"Twisted Tiara (IRE)"	"4.50"	"6.22"	"Novices"	"1"	"9"	"Probert, David"	"Millman, B R"	"5.5f "	"5"	"22"	"5"	"5"
"16:25:00"	"2023-10-14"	"Newmarket (Rowley)"	"Fair Angellica"	"7.50"	"11.11"	"Handicap Nursery"	"1"	"9"	"Egan, David"	"Hughes, Richard"	"7f "	"3"	"14"	"1"	"9"
"15:20:00"	"2023-10-07"	"Redcar"	"Desert Rhapsody (IRE)"	"25.00"	"40.84"	"Novices"	"8"	"12"	"Coakley, Ross"	"Crisford, Simon"	"7f "	"4"	"15"	"6"	"13"
"16:45:00"	"2023-09-08"	"Ascot"	"Daysofourlives (IRE)"	"14.00"	"16.27"	"Handicap"	"1"	"7"	"Cherchi, Stefano"	"Botti, M"	"1m "	"2"	"27"	"6"	"8"
"16:25:00"	"2023-08-27"	"Naas"	"Oriole"	"8.00"	"13"	"Handicap"	"1"	"16"	"Caffrey, Adam"	"Donoghue, Ian"	"1m2.5f "	"0"	"22"	"6"	"11"
"13:40:00"	"2023-08-26"	"Newmarket (July)"	"Imperial Express (IRE)"	"3.50"	"4.6"	"Novices"	"3"	"12"	"McDonald, P J"	"Balding, A M"	"6f "	"4"	"23"	"6"	"13"
"17:50:00"	"2023-08-16"	"Ffos Las"	"Hill Filly"	"16.00"	"21.45"	"Handicap"	"6"	"7"	"Davies, Harry"	"Morrison, H"	"1m "	"6"	"27"	"9"	"11"
"15:35:00"	"2023-08-12"	"Haydock"	"So Farhh So Good (IRE)"	"3.33"	"4.9"	"Handicap"	"5"	"5"	"Crowley, Jim"	"Burrows, Owen"	"1m2.5f "	"5"	"30"	"3"	"12"
"20:20:00"	"2023-08-11"	"Newmarket (July)"	"Ice Cool Harry"	"8.00"	"10.5"	"Handicap"	"11"	"11"	"Fahy, J P"	"Cox, C G"	"6f "	"4"	"24"	"4"	"5"
"19:45:00"	"2023-07-29"	"Salisbury"	"Queens Resolve"	"7.50"	"4.3"	"Novices"	"8"	"11"	"Bishop, Charles"	"Eustace, Harry"	"6f "	"5"	"28"	"6"	"12"
"20:50:00"	"2023-07-24"	"Windsor"	"Brilliant Blue (IRE)"	"5.00"	"9.4"	"Handicap"	"3"	"13"	"Queally, T P"	"Moore, Gary and Josh"	"1m "	"6"	"17"	"6"	"11"
"16:00:00"	"2023-07-21"	"Nottingham"	"Pourquoi"	"1.50"	"2.65"	"Novices"	"2"	"7"	"Atzeni, Andrea"	"Simcock, D M"	"1m2.5f "	"5"	"29"	"5"	"11"
"14:40:00"	"2023-07-20"	"Leicester"	"Watcha Matey"	"4.00"	"5.4"	"Handicap Nursery"	"2"	"6"	"Murphy, Oisin"	"Palmer, Hugo"	"7f "	"5"	"22"	"3"	"9"
"19:30:00"	"2023-07-18"	"Nottingham"	"Darkened Edge"	"12.00"	"22.44"	"Maiden"	"5"	"8"	"Cox, William"	"Mason, Christopher"	"5f "	"3"	"16"	"5"	"7"
"19:05:00"	"2023-07-07"	"Bellewstown"	"Diana Moon (FR)"	"18.00"	"28"	"Maiden"	"5"	"14"	"Sheehy, M P"	"OBrien, Joseph Patrick"	"1m4f "	"0"	"30"	"7"	"13"
"14:20:00"	"2023-07-02"	"Windsor"	"Catwalk Model"	"4.50"	"7.43"	"Handicap"	"4"	"5"	"Keeley, Aidan"	"Murphy, Amy"	"6f "	"5"	"17"	"1"	"7"
"20:45:00"	"2023-07-01"	"Lingfield"	"Savannah Smiles (IRE)"	"14.00"	"21.7"	"Handicap"	"7"	"8"	"Howarth, Christian"	"Harris, Miss G"	"6f "	"6"	"15"	"5"	"6"
"20:30:00"	"2023-07-01"	"Doncaster"	"Pearle Dor (IRE)"	"20.00"	"22.95"	"Handicap"	"9"	"10"	"Watson, Jason"	"OMeara, D"	"6f "	"4"	"17"	"6"	"7"
"14:45:00"	"2023-06-17"	"Chester"	"Evocative Spark (IRE)"	"10.00"	"12.5"	"Handicap"	"9"	"9"	"Clutterbuck, Rhys"	"Sangster, Ollie"	"1m2.5f "	"4"	"19"	"4"	"10"
"15:40:00"	"2023-06-13"	"Salisbury"	"Equatorial (USA)"	"1.25"	"2.5"	"Novices"	"1"	"10"	"Egan, David"	"Varian, Roger"	"7f "	"5"	"25"	"2"	"12"
"12:50:00"	"2023-06-03"	"Epsom"	"Kolsai"	"2.50"	"4.1"	"Non-Handicap"	"3"	"6"	"Egan, David"	"Varian, Roger"	"1m.5f "	"1"	"29"	"2"	"6"
"15:25:00"	"2023-06-02"	"Carlisle"	"Azaim"	"28.00"	"43.88"	"Handicap"	"3"	"9"	"Stammers, Oliver"	"Dods, M"	"6f "	"6"	"8"	"10"	"10"
"14:25:00"	"2023-05-27"	"Haydock"	"Covey"	"1.50"	"2.58"	"Handicap"	"1"	"11"	"Dettori, L"	"Gosden, J H M"	"1m "	"2"	"25"	"1"	"5"
"19:05:00"	"2023-05-22"	"Windsor"	"Fleurir"	"9.00"	"11.35"	"Maiden"	"5"	"13"	"Egan, David"	"Varian, Roger"	"1m "	"2"	"14"	"2"	"8"
"15:15:00"	"2023-05-20"	"Newmarket (Rowley)"	"Striking Star"	"1.50"	"2.82"	"Handicap"	"2"	"13"	"Kirby, Adam"	"Appleby, Charlie"	"7f "	"3"	"14"	"2"	"8"
"17:40:00"	"2023-05-16"	"Sandown"	"Line Of Fire"	"5.50"	"7.64"	"Novices"	"7"	"9"	"Crouch, Hector"	"Millman, B R"	"5f "	"4"	"22"	"6"	"11"
"13:20:00"	"2023-05-01"	"Curragh"	"Mary The Priest (IRE)"	"9.00"	"12"	"Maiden"	"3"	"9"	"Whelan, R P"	"Murphy, Joseph G"	"6f "	"0"	"15"	"6"	"8"
"13:20:00"	"2022-10-19"	"Newmarket (Rowley)"	"Betterment"	"150.00"	"370"	"Novices"	"11"	"12"	"Heard, Tyler"	"Chapple-Hyam, Jane"	"7f "	"4"	"18"	"7"	"10"
"16:15:00"	"2022-10-01"	"Killarney"	"Picture Of You (FR)"	"100.00"	"200.23"	"Maiden"	"8"	"9"	"Enright, M A"	"Bromhead, Henry De"	"1m3f "	"0"	"18"	"10"	"14"
"17:00:00"	"2022-09-24"	"Haydock"	"Vanity Affair (IRE)"	"4.00"	"5.76"	"Handicap"	"2"	"12"	"Davies, Harry"	"Fellowes, Charlie"	"1m4f "	"4"	"9"	"9"	"14"
"15:45:00"	"2022-09-08"	"Doncaster"	"New Kingdom"	"14.00"	"18.19"	"Handicap"	"1"	"10"	"Buick, William"	"Appleby, Charlie"	"7f "	"2"	"20"	"11"	"14"
"14:52:00"	"2022-07-30"	"Doncaster"	"Tribal Wisdom (IRE)"	"1.50"	"2.69"	"Novices"	"2"	"7"	"Doyle, James"	"Appleby, Charlie"	"1m2.5f "	"5"	"15"	"2"	"6"
"19:00:00"	"2022-07-28"	"Epsom"	"Sydney Mews (IRE)"	"5.00"	"6.59"	"Novices"	"5"	"8"	"Carver, William"	"Balding, A M"	"7f "	"4"	"12"	"4"	"8"
"13:45:00"	"2022-07-24"	"Pontefract"	"Zerbinetta (IRE)"	"28.00"	"40.42"	"Maiden"	"9"	"10"	"Mason, Joanna"	"Duffield, Mrs A"	"5f "	"4"	"9"	"5"	"12"
"14:30:00"	"2022-07-22"	"Ascot"	"Aunt Violet (USA)"	"3.00"	"4.9"	"Novices"	"2"	"11"	"Kingscote, Richard"	"Walker, Ed"	"6f "	"3"	"22"	"3"	"14"
"19:40:00"	"2022-06-29"	"Tipperary"	"Kalmira (IRE)"	"18.00"	"29.79"	"Handicap"	"4"	"17"	"McCullagh, N G"	"Crawley, Shane"	"1m4.5f "	"0"	"19"	"15"	"17"
"16:38:00"	"2022-06-18"	"Redcar"	"Muddy Lynn"	"9.00"	"13.5"	"Novices"	"3"	"9"	"Swift, Mr Dale"	"Spencer, Seb"	"6f "	"5"	"16"	"5"	"10"
"19:15:00"	"2022-05-21"	"Lingfield"	"Mr Fayez (IRE)"	"8.00"	"11"	"Handicap"	"3"	"12"	"Gordon, Josephine"	"Cunha, Dylan"	"7f "	"6"	"4"	"4"	"11"
"18:15:00"	"2022-04-16"	"Nottingham"	"Sooghan"	"2.25"	"4.07"	"Maiden"	"5"	"12"	"Coakley, Ross"	"Crisford, Simon"	"1m2f "	"5"	"12"	"3"	"11"
"13:40:00"	"2021-11-02"	"Redcar"	"Magnificence (FR)"	"125.00"	"310"	"Handicap"	"1"	"15"	"Shoemark, Kieran"	"Orourke, Brian"	"7f "	"4"	"21"	"4"	"14"
"12:40:00"	"2021-10-30"	"Newmarket (Rowley)"	"Gatecrasher Girl"	"28.00"	"30.19"	"Novices"	"6"	"13"	"Doyle, Hollie"	"Knight, W J"	"7f "	"4"	"25"	"9"	"14"
"15:50:00"	"2021-10-15"	"Redcar"	"Balqaa"	"25.00"	"31.39"	"Handicap"	"2"	"18"	"Shoemark, Kieran"	"Furtado, Ivan"	"7f "	"6"	"29"	"7"	"7"
"13:30:00"	"2021-10-13"	"Nottingham"	"Churchill College (IRE)"	"50.00"	"80.11"	"Maiden"	"8"	"8"	"Curtis, B A"	"Botti, M"	"1m.5f "	"5"	"16"	"11"	"11"
"13:30:00"	"2021-09-16"	"Yarmouth"	"Zebelle"	"10.00"	"11.9"	"Handicap Nursery"	"3"	"8"	"Mitchell, Jack"	"Boughey, George"	"6f "	"4"	"12"	"8"	"8"
"16:13:00"	"2021-09-10"	"Salisbury"	"Snapcracklepop"	"12.00"	"16.37"	"Novices"	"3"	"9"	"Edmunds, Lewis"	"Muir, W R"	"1m "	"5"	"19"	"9"	"11"
"13:10:00"	"2021-09-10"	"Doncaster"	"Rushford"	"200.00"	"667.62"	"Maiden"	"15"	"16"	"Morris, Luke"	"Prescott, Sir Mark"	"7f "	"3"	"12"	"5"	"5"
"14:00:00"	"2021-08-28"	"Navan"	"Purple Gown (IRE)"	"16.00"	"21.23"	"Handicap Nursery"	"4"	"10"	"Manning, K J"	"Bolger, J S"	"5.5f "	"0"	"16"	"13"	"13"
"13:57:00"	"2021-08-02"	"Ripon"	"Summers Day (IRE)"	"4.50"	"6.24"	"Novices"	"2"	"10"	"Ffrench, Royston"	"Appleby, Charlie"	"6f "	"4"	"16"	"4"	"8"
"18:50:00"	"2021-07-21"	"Naas"	"No Show (IRE)"	"14.00"	"19.76"	"Handicap"	"11"	"14"	"Sheridan, J M"	"Mangan, James Joseph"	"1m "	"0"	"7"	"12"	"14"
"14:05:00"	"2021-07-13"	"Bath"	"Regal Rhapsody"	"14.00"	"21"	"Maiden"	"3"	"9"	"Steward, Louis"	"Boughey, George"	"5f "	"6"	"15"	"4"	"7"
"20:00:00"	"2021-06-28"	"Windsor"	"Dancing To Win"	"1.75"	"2.91"	"Maiden"	"2"	"12"	"Marquand, Tom"	"Palmer, Hugo"	"1m "	"5"	"21"	"4"	"14"
"16:35:00"	"2021-06-09"	"Cork"	"Scream (IRE)"	"66.00"	"109.02"	"Handicap"	"1"	"17"	"Lordan, W M"	"Nagle, D P"	"7f "	"0"	"3"	"9"	"13"
"14:30:00"	"2021-05-28"	"Yarmouth"	"Kemari"	"1.25"	"2.36"	"Maiden"	"1"	"11"	"Buick, William"	"Appleby, Charlie"	"1m3.5f "	"4"	"15"	"2"	"9"
"16:55:00"	"2021-05-19"	"Ayr"	"Tricorn (IRE)"	"3.33"	"5"	"Handicap"	"1"	"7"	"Mullen, Andrew"	"Jardine, I"	"1m2f "	"6"	"19"	"3"	"8"
"13:35:00"	"2021-05-19"	"Cork"	"Canthelpfallin (IRE)"	"10.00"	"15.77"	"Maiden"	"1"	"17"	"Enright, M A"	"Stack, J A"	"7f "	"0"	"26"	"4"	"15"
"15:25:00"	"2021-04-29"	"Musselburgh"	"Angel Eyes"	"50.00"	"49.97"	"Handicap"	"5"	"12"	"Gormley, Jamie"	"Riches, John"	"5f "	"6"	"25"	"7"	"9"
"13:50:00"	"2021-04-27"	"Nottingham"	"Twistaline"	"80.00"	"97.84"	"Novices"	"8"	"9"	"Probert, David"	"Millman, B R"	"5f "	"5"	"18"	"6"	"7"
"15:00:00"	"2021-03-27"	"Navan"	"King Wasp (IRE)"	"25.00"	"29.61"	"Handicap"	"14"	"17"	"Doyle, Joe"	"Slevin, Nigel"	"1m2f "	"0"	"8"	"6"	"14"
"17:20:00"	"2020-09-04"	"Ascot"	"Tuscan Oasis (IRE)"	"11.00"	"16"	"Handicap"	"7"	"19"	"Crouch, Hector"	"Cox, C G"	"6f "	"4"	"22"	"2"	"6"
"12:35:00"	"2020-08-07"	"Sandown"	"Politics (IRE)"	"1.10"	"2.28"	"Maiden"	"1"	"8"	"Murphy, Oisin"	"Balding, A M"	"5f "	"5"	"15"	"2"	"9"
"19:00:00"	"2020-07-29"	"Thirsk"	"Wondrous Words (IRE)"	"1.25"	"2.63"	"Novices"	"2"	"10"	"Mitchell, Jack"	"Varian, Roger"	"1m "	"5"	"25"	"3"	"10"
"13:10:00"	"2020-07-22"	"Bath"	"One Day"	"1.50"	"2.68"	"Novices"	"1"	"5"	"Watson, Jason"	"Charlton, Roger/Harry"	"5f "	"5"	"14"	"9"	"15"
"16:20:00"	"2020-07-15"	"Catterick"	"Black Star Dancing (USA)"	"6.00"	"8.26"	"Handicap"	"10"	"13"	"Tudhope, Daniel"	"Dalgleish, Keith"	"1m4f "	"6"	"17"	"4"	"10"
"15:20:00"	"2020-07-13"	"Ayr"	"Penmellyn (IRE)"	"7.50"	"9.4"	"Handicap"	"9"	"9"	"Mulrennan, Paul"	"Makin, Phillip"	"1m "	"6"	"19"	"4"	"6"
"13:15:00"	"2020-07-10"	"Newmarket (July)"	"Yibir"	"14.00"	"18.59"	"Maiden"	"5"	"9"	"Kirby, Adam"	"Appleby, Charlie"	"7f "	"3"	"22"	"3"	"4"
"19:00:00"	"2020-07-06"	"Thirsk"	"Khayyaal (USA)"	"11.00"	"21.81"	"Novices"	"5"	"14"	"Crowley, Jim"	"Burrows, Owen"	"1m "	"5"	"17"	"8"	"13"
"13:00:00"	"2020-06-30"	"Doncaster"	"Zoetic"	"4.00"	"5.31"	"Novices"	"3"	"11"	"Murphy, Oisin"	"Ferguson, James"	"6f "	"5"	"18"	"3"	"7"
"14:55:00"	"2020-06-26"	"Doncaster"	"Dreamloper (IRE)"	"8.00"	"12.96"	"Novices"	"3"	"12"	"ONeill, Dane"	"Walker, Ed"	"1m "	"5"	"21"	"4"	"9"
"14:40:00"	"2020-06-18"	"Newmarket (Rowley)"	"Topanticipation"	"11.00"	"25"	"Novices"	"2"	"8"	"Currie, Nicola"	"Eustace, J M P"	"1m "	"5"	"15"	"4"	"9"
"14:50:00"	"2019-10-01"	"Ayr"	"Single (IRE)"	"5.00"	"6.8"	"Maiden"	"5"	"10"	"Eaves, Tom"	"Channon, M R"	"1m "	"6"	"8"	"3"	"12"
"15:50:00"	"2019-09-01"	"Cork"	"Bella Noelle (IRE)"	"33.00"	"117.52"	"Maiden"	"13"	"17"	"Orr, Oisin"	"Lynam, Edward"	"7f "	"0"	"27"	"7"	"15"
"15:15:00"	"2019-08-31"	"Beverley"	"Judicial (IRE)"	"6.50"	"9.4"	"Non-Handicap"	"1"	"10"	"Fanning, Joe"	"Camacho, Miss J A"	"5f "	"1"	"29"	"6"	"9"
"14:05:00"	"2019-08-11"	"Tipperary"	"Enchanted One (IRE)"	"20.00"	"50"	"Maiden"	"8"	"12"	"Hoban, Connor"	"Murtagh, J P"	"5f "	"0"	"24"	"9"	"14"
"16:00:00"	"2019-08-07"	"Brighton"	"Forseti"	"7.50"	"10.5"	"Handicap"	"12"	"12"	"Bryan, Joshua"	"Balding, A M"	"1m "	"4"	"20"	"1"	"6"
"19:25:00"	"2019-07-24"	"Naas"	"Lethal Promise (IRE)"	"10.00"	"13.43"	"Non-Handicap"	"15"	"17"	"Lee, W J"	"McCreery, W"	"6f "	"0"	"3"	"8"	"9"
"14:20:00"	"2019-07-21"	"Redcar"	"Yorkshire Grey (IRE)"	"66.00"	"220"	"Novices"	"4"	"7"	"Lee, G"	"Duffield, Mrs A"	"7f "	"5"	"19"	"8"	"8"
"18:20:00"	"2019-07-16"	"Killarney"	"Alice Milligan (IRE)"	"7.00"	"8.7"	"Handicap"	"8"	"15"	"Lee, W J"	"McCreery, W"	"1m "	"0"	"10"	"3"	"16"
