RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	RaceClass	DaysSinceRun	LR_Position	LR_NumberRunners	
"15:22:00"	"2026-06-20"	"Redcar"	"Lebron Power"	"6.50"	"9.2"	"Handicap"	"2"	"6"	"Kirrane, Sean"	"Hannon (Jnr), Richard"	"5f "	"4"	"14"	"5"	"7"
"15:22:00"	"2026-06-20"	"Redcar"	"Atticum"	"3.50"	"5.1"	"Handicap"	"3"	"6"	"Jamin, Pierre-Louis"	"Cowell, R M H"	"5f "	"4"	"19"	"5"	"10"
"15:22:00"	"2026-06-20"	"Redcar"	"Here Forever"	"10.00"	"11.28"	"Handicap"	"4"	"6"	"Fraser, Kaiya"	"Barron, T D"	"5f "	"4"	"20"	"11"	"12"
"14:30:00"	"2026-06-20"	"Ascot"	"El Floridita"	"150.00"	"278.88"	"Non-Handicap"	"2"	"21"	"Scott, Rowan"	"Tinkler, N"	"5f "	"1"	"26"	"1"	"7"
"14:30:00"	"2026-06-20"	"Ascot"	"Mussab"	"66.00"	"93.71"	"Non-Handicap"	"3"	"21"	"Keane, C T"	"Fahey, R A"	"5f "	"1"	"28"	"3"	"8"
"14:30:00"	"2026-06-20"	"Ascot"	"Mr Macartney"	"100.00"	"160.32"	"Non-Handicap"	"7"	"21"	"Dawson, R"	"Rix, Oli"	"5f "	"1"	"23"	"6"	"8"
"14:30:00"	"2026-06-20"	"Ascot"	"Underdog"	"40.00"	"70"	"Non-Handicap"	"15"	"21"	"Osborne, Saffie"	"Spencer, Richard"	"5f "	"1"	"8"	"1"	"9"
"14:30:00"	"2026-06-20"	"Ascot"	"Flight Signal"	"22.00"	"38.9"	"Non-Handicap"	"20"	"21"	"Doyle, James"	"Watson, Archie"	"5f "	"1"	"29"	"1"	"5"
"14:18:00"	"2026-06-20"	"Ayr"	"Ski Angel"	"1.20"	"2.4"	"Handicap"	"3"	"8"	"Mitchell, Jack"	"Smith, R Michael"	"5f "	"6"	"5"	"2"	"9"
"14:18:00"	"2026-06-20"	"Ayr"	"Keep The Gold"	"16.00"	"19.39"	"Handicap"	"4"	"8"	"Edmunds, Lewis"	"Dods, M"	"5f "	"6"	"15"	"5"	"12"
"14:18:00"	"2026-06-20"	"Ayr"	"Auntie Jo"	"20.00"	"27.35"	"Handicap"	"5"	"8"	"James, S H"	"Scott, Miss Katie"	"5f "	"6"	"18"	"1"	"8"
"14:18:00"	"2026-06-20"	"Ayr"	"Royal Duke"	"9.00"	"13.22"	"Handicap"	"7"	"8"	"Elliott, Rhys"	"Smith, R Michael"	"5f "	"6"	"14"	"3"	"7"
"14:12:00"	"2026-06-20"	"Redcar"	"Shaniko"	"40.00"	"65"	"Novices"	"4"	"6"	"Robinson, Ben"	"Lidster, Craig"	"5f "	"4"	"9"	"2"	"9"
"14:12:00"	"2026-06-20"	"Redcar"	"Cosmic Mystery"	"1.63"	"2.86"	"Novices"	"UR"	"6"	"Gray, S A"	"Watson, Archie"	"5f "	"4"	"21"	"4"	"8"
"13:42:00"	"2026-06-20"	"Redcar"	"Furturra"	"0.80"	"2.03"	"Novices"	"1"	"9"	"Kirrane, Sean"	"Easterby, T D"	"6f "	"5"	"8"	"2"	"15"
"13:42:00"	"2026-06-20"	"Redcar"	"Tiger In The Tree"	"50.00"	"118.47"	"Novices"	"9"	"9"	"Fentiman, Duran"	"Easterby, T D"	"6f "	"5"	"12"	"6"	"9"
"20:35:00"	"2026-06-19"	"Goodwood"	"Carefree Dream"	"7.00"	"10.5"	"Handicap"	"2"	"8"	"Murphy, D J"	"Moore, J S"	"5f "	"4"	"7"	"2"	"4"
"20:35:00"	"2026-06-19"	"Goodwood"	"Havana Smile"	"3.50"	"5.3"	"Handicap"	"6"	"8"	"Queally, T P"	"Moore, Gary and Josh"	"5f "	"4"	"22"	"1"	"8"
"18:10:00"	"2026-06-19"	"Ascot"	"Ten Carat Harry"	"22.00"	"31.05"	"Handicap"	"3"	"27"	"Carver, William"	"Osborne, J A"	"5f "	"2"	"14"	"4"	"6"
"18:10:00"	"2026-06-19"	"Ascot"	"Dazzling Haze"	"80.00"	"230"	"Handicap"	"10"	"27"	"Marquand, Tom"	"Cowell, R M H"	"5f "	"2"	"19"	"1"	"12"
"18:10:00"	"2026-06-19"	"Ascot"	"Tricky Tel"	"40.00"	"80"	"Handicap"	"11"	"27"	"Moore, Toby"	"Palmer, Hugo"	"5f "	"2"	"6"	"1"	"10"
"18:10:00"	"2026-06-19"	"Ascot"	"Cherry Baker"	"40.00"	"65"	"Handicap"	"17"	"27"	"Fallon, Cieren"	"Owen, J P"	"5f "	"2"	"20"	"2"	"11"
"18:10:00"	"2026-06-19"	"Ascot"	"Zelaina"	"66.00"	"90"	"Handicap"	"24"	"27"	"Jamin, Pierre-Louis"	"Burke, K R"	"5f "	"2"	"300"	"8"	"8"
"17:45:00"	"2026-06-19"	"Goodwood"	"Jaijai"	"1.38"	"2.51"	"Maiden"	"1"	"5"	"Leavy, Mr Joe"	"Hannon (Jnr), Richard"	"5f "	"4"	"23"	"2"	"6"
"17:30:00"	"2026-06-19"	"Ayr"	"Star With Purpose"	"3.50"	"6"	"Maiden"	"2"	"8"	"McSweeney, O"	"Quinn, J J"	"6f "	"5"	"28"	"3"	"8"
"17:30:00"	"2026-06-19"	"Ayr"	"Stoneacre Joe"	"2.25"	"3.75"	"Maiden"	"5"	"8"	"Kirrane, Sean"	"Easterby, T D"	"6f "	"5"	"20"	"4"	"6"
"17:15:00"	"2026-06-19"	"Redcar"	"Argy Bhaji"	"1.50"	"2.96"	"Handicap Maiden"	"1"	"9"	"Rodriguez, Callum"	"Fanshawe, J R"	"5f "	"5"	"3"	"2"	"8"
"17:15:00"	"2026-06-19"	"Redcar"	"Donald"	"10.00"	"11.34"	"Handicap Maiden"	"4"	"9"	"Pyle, William"	"Barron, T D"	"5f "	"5"	"30"	"5"	"6"
"17:15:00"	"2026-06-19"	"Redcar"	"Von Trotter"	"10.00"	"11.66"	"Handicap Maiden"	"7"	"9"	"Mason, Joanna"	"Easterby, M W"	"5f "	"5"	"14"	"10"	"13"
"17:00:00"	"2026-06-19"	"Ascot"	"Seet"	"3.50"	"6.44"	"Handicap"	"7"	"30"	"Moore, Ryan"	"Gosden, J H M"	"1m "	"2"	"14"	"1"	"5"
"17:00:00"	"2026-06-19"	"Ascot"	"Crownright"	"33.00"	"70.45"	"Handicap"	"9"	"30"	"Greatrex, Edward"	"Beckett, R M"	"1m "	"2"	"24"	"2"	"4"
"17:00:00"	"2026-06-19"	"Ascot"	"Just Call Me Angel"	"66.00"	"133.42"	"Handicap"	"12"	"30"	"Havlin, Robert"	"Dunlop, E A L"	"1m "	"2"	"27"	"7"	"8"
"15:25:00"	"2026-06-19"	"Redcar"	"Nikovo"	"8.00"	"13.5"	"Handicap"	"4"	"11"	"Hogan, D E"	"Herrington,M "	"1m "	"3"	"25"	"5"	"10"
"15:25:00"	"2026-06-19"	"Redcar"	"New Image"	"6.50"	"8.8"	"Handicap"	"7"	"11"	"Rawlinson, Ali"	"OMeara, D"	"1m "	"3"	"13"	"5"	"11"
"15:05:00"	"2026-06-19"	"Ascot"	"Spicy Marg"	"50.00"	"96.57"	"Non-Handicap"	"2"	"22"	"Marquand, Tom"	"Bell, M L W"	"6f "	"1"	"27"	"3"	"7"
"15:05:00"	"2026-06-19"	"Ascot"	"Division"	"8.00"	"12.01"	"Non-Handicap"	"3"	"22"	"Doyle, James"	"Haggas, W J"	"6f "	"1"	"27"	"2"	"7"
"15:05:00"	"2026-06-19"	"Ascot"	"Aspect Island"	"50.00"	"100"	"Non-Handicap"	"12"	"22"	"Fallon, Cieren"	"Owen, J P"	"6f "	"1"	"3"	"16"	"26"
"14:50:00"	"2026-06-19"	"Redcar"	"Only Dream Big"	"4.00"	"5.6"	"Handicap"	"1"	"10"	"Hart, Jason"	"Easterby, T D"	"7f "	"6"	"5"	"8"	"15"
"14:50:00"	"2026-06-19"	"Redcar"	"Enduring Story"	"100.00"	"210"	"Handicap"	"7"	"10"	"Sullivan, James P"	"Carr, Mrs R A"	"7f "	"6"	"17"	"9"	"9"
"14:30:00"	"2026-06-19"	"Ascot"	"Light Of Dawn"	"11.00"	"17.14"	"Non-Handicap"	"3"	"25"	"Doyle, James"	"Burke, K R"	"6f "	"1"	"11"	"1"	"4"
"14:30:00"	"2026-06-19"	"Ascot"	"Tall Trees"	"100.00"	"200.38"	"Non-Handicap"	"8"	"25"	"Bishop, Charles"	"Meehan, B J"	"6f "	"1"	"18"	"5"	"12"
"14:30:00"	"2026-06-19"	"Ascot"	"Acclamation Star"	"66.00"	"140.13"	"Non-Handicap"	"10"	"25"	"Murphy, Oisin"	"Owen, J P"	"6f "	"1"	"24"	"1"	"9"
"14:30:00"	"2026-06-19"	"Ascot"	"Roxelina"	"100.00"	"220"	"Non-Handicap"	"11"	"25"	"Lee, Clifford"	"Foy, Kevin"	"6f "	"1"	"11"	"3"	"10"
"14:30:00"	"2026-06-19"	"Ascot"	"Bated Benevolence"	"80.00"	"150"	"Non-Handicap"	"16"	"25"	"Ghiani, Marco"	"Botti, M"	"6f "	"1"	"19"	"1"	"11"
"14:30:00"	"2026-06-19"	"Ascot"	"Blue Sign"	"250.00"	"1000"	"Non-Handicap"	"17"	"25"	"Stott, Kevin"	"Mohammed, Ismail"	"6f "	"1"	"20"	"4"	"8"
"14:30:00"	"2026-06-19"	"Ascot"	"Magnesium"	"300.00"	"1000"	"Non-Handicap"	"18"	"25"	"Dawson, R"	"Butler, John"	"6f "	"1"	"30"	"1"	"10"
"14:30:00"	"2026-06-19"	"Ascot"	"Rons Angel"	"125.00"	"330"	"Non-Handicap"	"24"	"25"	"Morris, Luke"	"Butler, John"	"6f "	"1"	"15"	"1"	"10"
"14:15:00"	"2026-06-19"	"Redcar"	"Travis"	"20.00"	"30"	"Handicap"	"1"	"14"	"Pyle, William"	"Harker, G A"	"7f "	"6"	"16"	"12"	"12"
"14:15:00"	"2026-06-19"	"Redcar"	"Palmarian"	"22.00"	"32"	"Handicap"	"5"	"14"	"Sullivan, James P"	"Carr, Mrs R A"	"7f "	"6"	"13"	"9"	"11"
"14:15:00"	"2026-06-19"	"Redcar"	"Stoneywell"	"14.00"	"24.51"	"Handicap"	"8"	"14"	"Bradley, Paddy"	"Hollinshead, Steph"	"7f "	"6"	"29"	"7"	"11"
"14:15:00"	"2026-06-19"	"Redcar"	"Mayo County"	"2.50"	"4.1"	"Handicap"	"10"	"14"	"Orr, Oisin"	"Camacho, Miss J A"	"7f "	"6"	"13"	"4"	"11"
"14:15:00"	"2026-06-19"	"Redcar"	"Looks Fantastic"	"25.00"	"38"	"Handicap"	"13"	"14"	"Rawlinson, Ali"	"Appleby, M"	"7f "	"6"	"25"	"8"	"8"
"18:10:00"	"2026-06-18"	"Ascot"	"Mirsky"	"66.00"	"160"	"Handicap"	"7"	"28"	"Ryan, Rossa"	"OMeara, D"	"7f "	"2"	"13"	"11"	"18"
"18:10:00"	"2026-06-18"	"Ascot"	"Colombier"	"22.00"	"34"	"Handicap"	"12"	"28"	"Moore, Ryan"	"Jehani, H Al"	"7f "	"2"	"13"	"1"	"16"
"18:10:00"	"2026-06-18"	"Ascot"	"English Oak"	"28.00"	"65"	"Handicap"	"14"	"28"	"Bughenaim, Faleh"	"Jehani, H Al"	"7f "	"2"	"324"	"13"	"18"
"18:10:00"	"2026-06-18"	"Ascot"	"Dance In The Storm"	"8.50"	"16"	"Handicap"	"17"	"28"	"Murphy, Oisin"	"Balding, A M"	"7f "	"2"	"13"	"5"	"16"
"18:10:00"	"2026-06-18"	"Ascot"	"Fondo Blanco"	"50.00"	"102.3"	"Handicap"	"21"	"28"	"Dawson, R"	"Varian, Roger"	"7f "	"2"	"232"	"4"	"8"
"16:50:00"	"2026-06-18"	"Ascot"	"Lion Of Alba"	"33.00"	"46"	"Handicap"	"4"	"30"	"Callan, Mr Jack"	"Palmer, Hugo"	"1m "	"2"	"292"	"1"	"7"
"16:50:00"	"2026-06-18"	"Ascot"	"Langstone"	"25.00"	"42"	"Handicap"	"16"	"30"	"Hornby, Rob"	"Cox, C G"	"1m "	"2"	"19"	"2"	"14"
"16:50:00"	"2026-06-18"	"Ascot"	"Blue Courvoisier"	"33.00"	"62.13"	"Handicap"	"18"	"30"	"Osborne, Saffie"	"Cox, C G"	"1m "	"2"	"19"	"1"	"14"
"16:38:00"	"2026-06-18"	"Ripon"	"Big Apple Jack"	"8.50"	"11.67"	"Handicap"	"4"	"7"	"Mason, Joanna"	"Easterby, M W"	"6f "	"6"	"28"	"8"	"11"
"16:25:00"	"2026-06-18"	"Yarmouth"	"Kalamunda"	"11.00"	"14.31"	"Handicap"	"2"	"9"	"Mitchell, Jack"	"Parr, Joseph"	"1m "	"4"	"270"	"6"	"12"
"15:50:00"	"2026-06-18"	"Yarmouth"	"Esdaile"	"100.00"	"295.03"	"Maiden"	"6"	"8"	"Mitchell, Jack"	"Tate, James"	"1m "	"4"	"8"	"10"	"11"
"15:50:00"	"2026-06-18"	"Yarmouth"	"Topathemorning"	"9.00"	"13.48"	"Maiden"	"8"	"8"	"Ghiani, Marco"	"Williams, S C"	"1m "	"4"	"28"	"5"	"11"
"15:25:00"	"2026-06-18"	"Ripon"	"Dark Cloud Rising"	"6.50"	"8"	"Handicap"	"1"	"7"	"Winn, Mark"	"OMeara, D"	"6f "	"2"	"19"	"UR"	"14"
"15:25:00"	"2026-06-18"	"Ripon"	"Another Baar"	"25.00"	"48"	"Handicap"	"6"	"7"	"Sheehy, M P"	"Keatley, Adrian Paul"	"6f "	"2"	"12"	"10"	"20"
"14:40:00"	"2026-06-18"	"Yarmouth"	"Law Of Average"	"7.00"	"9.8"	"Handicap"	"3"	"6"	"Haynes, Joey"	"Banham, Chelsea"	"5f "	"4"	"22"	"1"	"6"
"14:40:00"	"2026-06-18"	"Yarmouth"	"Cressida Wildes"	"50.00"	"67.35"	"Handicap"	"6"	"6"	"Planas, Connor"	"McEntee, P S"	"5f "	"4"	"17"	"8"	"8"
"14:30:00"	"2026-06-18"	"Ascot"	"Aperoll"	"12.00"	"10.2"	"Non-Handicap"	"3"	"14"	"Dobbs, Pat"	"Hannon (Jnr), Richard"	"7f "	"1"	"17"	"1"	"12"
"14:30:00"	"2026-06-18"	"Ascot"	"Pikachu"	"20.00"	"19.86"	"Non-Handicap"	"5"	"14"	"Egan, David"	"Johnston, Charlie"	"7f "	"1"	"18"	"2"	"10"
"14:30:00"	"2026-06-18"	"Ascot"	"Whispering Moon"	"40.00"	"32.45"	"Non-Handicap"	"8"	"14"	"Orr, Oisin"	"Fahey, R A"	"7f "	"1"	"18"	"3"	"10"
"14:30:00"	"2026-06-18"	"Ascot"	"Time For The Moon"	"20.00"	"21.04"	"Non-Handicap"	"10"	"14"	"Loughnane, Mr Billy"	"Johnston, Charlie"	"7f "	"1"	"13"	"1"	"6"
"14:30:00"	"2026-06-18"	"Ascot"	"Celtic Charioteer"	"100.00"	"112.24"	"Non-Handicap"	"11"	"14"	"Peate, Jonny"	"Ferguson, James"	"7f "	"1"	"10"	"1"	"9"
"14:30:00"	"2026-06-18"	"Ascot"	"Sydney Carton"	"100.00"	"107.22"	"Non-Handicap"	"14"	"14"	"Fallon, Cieren"	"Owen, J P"	"7f "	"1"	"22"	"3"	"8"
"14:15:00"	"2026-06-18"	"Ripon"	"Pjs Corner"	"40.00"	"62.79"	"Novices"	"5"	"11"	"Hart, Jason"	"Cunha, Dylan"	"6f "	"5"	"19"	"8"	"8"
"14:15:00"	"2026-06-18"	"Ripon"	"Bigalo"	"40.00"	"56.49"	"Novices"	"9"	"11"	"McSweeney, O"	"Fell, R / Murray, S"	"6f "	"5"	"24"	"6"	"7"
"14:05:00"	"2026-06-18"	"Yarmouth"	"Yumuri"	"7.00"	"12"	"Maiden"	"8"	"10"	"Mitchell, Jack"	"Ferguson, James"	"6f "	"4"	"26"	"5"	"9"
"14:05:00"	"2026-06-18"	"Yarmouth"	"Attack Attack"	"66.00"	"169.48"	"Maiden"	"10"	"10"	"Wright, Liam"	"Scott, George"	"6f "	"4"	"17"	"11"	"12"
"20:30:00"	"2026-06-17"	"Ripon"	"Doralee"	"5.50"	"8"	"Handicap"	"4"	"8"	"Pyle, William"	"Barron, T D"	"5f "	"6"	"22"	"9"	"10"
"19:30:00"	"2026-06-17"	"Ripon"	"Beattie Is Back"	"9.00"	"10.09"	"Handicap"	"5"	"6"	"Garritty, Jack"	"Fahey, R A"	"6f "	"5"	"14"	"6"	"10"
"18:30:00"	"2026-06-17"	"Ripon"	"Grasmere Boy"	"0.53"	"1.62"	"Maiden"	"1"	"5"	"Sexton, Ryan"	"Camacho, Miss J A"	"6f "	"4"	"18"	"2"	"6"
"18:10:00"	"2026-06-17"	"Ascot"	"Green Sovereign"	"33.00"	"51.56"	"Non-Handicap"	"8"	"25"	"Marquand, Tom"	"Eustace, Harry"	"6f "	"1"	"26"	"1"	"9"
"18:10:00"	"2026-06-17"	"Ascot"	"Charted Course"	"25.00"	"29"	"Non-Handicap"	"10"	"25"	"Doyle, James"	"Fahey, R A"	"6f "	"1"	"27"	"2"	"6"
"18:10:00"	"2026-06-17"	"Ascot"	"Celeron"	"9.00"	"17.76"	"Non-Handicap"	"15"	"25"	"Keane, C T"	"OCallaghan, M D"	"6f "	"1"	"14"	"1"	"13"
"18:10:00"	"2026-06-17"	"Ascot"	"Alfred Wallace"	"12.00"	"14.66"	"Non-Handicap"	"20"	"25"	"Shoemark, Kieran"	"Walker, Ed"	"6f "	"1"	"17"	"1"	"10"
"18:10:00"	"2026-06-17"	"Ascot"	"Wild Terrain"	"80.00"	"139.96"	"Non-Handicap"	"21"	"25"	"Lloyd, Zac"	"Palmer, Hugo"	"6f "	"1"	"12"	"12"	"13"
