RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"16:30:00"	"2026-07-31"	"Newcastle"	"Heathers Feather (IRE)"	"18.00"	"25.22"	"Handicap"	"8"	"10"	"McHugh, B"	"Waggott, Miss Tracy"
"15:55:00"	"2026-07-31"	"Newcastle"	"Perineighs (IRE)"	"33.00"	"65"	"Handicap"	"9"	"12"	"Swift, Mr Dale"	"Spencer, Seb"
"16:45:00"	"2026-07-30"	"Goodwood"	"Caeruleus (IRE)"	"14.00"	"21"	"Handicap Nursery"	"5"	"18"	"Egan, David"	"Butler, John"
"16:35:00"	"2026-07-30"	"Wolverhampton"	"Tommies Angel (IRE)"	"18.00"	"22.74"	"Handicap"	"5"	"8"	"Fraser, Kaiya"	"Menzies, Rebecca"
"13:50:00"	"2026-07-30"	"Goodwood"	"Harmonics (IRE)"	"4.50"	"6.87"	"Handicap"	"5"	"14"	"Foley, Shane"	"Gosden, J H M"
"13:50:00"	"2026-07-30"	"Goodwood"	"Birgham Dub (IRE)"	"9.00"	"13.47"	"Handicap"	"6"	"14"	"Murphy, Oisin"	"Chapple-Hyam, Jane"
"17:20:00"	"2026-07-28"	"Goodwood"	"Si Grass (IRE)"	"18.00"	"28"	"Handicap"	"8"	"14"	"Sousa, Silvestre De"	"Johnston, Charlie"
"17:00:00"	"2026-07-27"	"Southwell"	"Spaceman (IRE)"	"4.00"	"6.8"	"Handicap"	"3"	"12"	"Orr, Oisin"	"Fahey, R A"
"16:00:00"	"2026-07-27"	"Southwell"	"Back At One (IRE)"	"6.50"	"10"	"Handicap"	"5"	"13"	"Dawson, R"	"Varian, Roger"
"14:30:00"	"2026-07-27"	"Southwell"	"Wave Power (IRE)"	"100.00"	"146.27"	"Handicap"	"8"	"9"	"Dawson, R"	"Bailey, Liam"
"16:52:00"	"2026-07-25"	"York"	"Mr Noble (IRE)"	"3.50"	"5.5"	"Handicap"	"2"	"12"	"Lee, Clifford"	"Burke, K R"
"14:05:00"	"2026-07-25"	"Newcastle"	"Eniac (IRE)"	"14.00"	"18.79"	"Handicap"	"3"	"13"	"Keenan, Darragh"	"Ellison, B"
"20:05:00"	"2026-07-24"	"Sandown"	"King Cherry (IRE)"	"6.00"	"8.35"	"Handicap"	"6"	"6"	"Ghiani, Marco"	"Williams, S C"
"18:55:00"	"2026-07-24"	"Sandown"	"Roker Roar (IRE)"	"22.00"	"30"	"Handicap"	"3"	"5"	"Watson, Jason"	"Balding, A M"
"15:05:00"	"2026-07-24"	"Thirsk"	"Inns And Out (IRE)"	"5.50"	"7.45"	"Handicap Nursery"	"9"	"12"	"Hart, Jason"	"Easterby, T D"
"18:14:00"	"2026-07-23"	"Yarmouth"	"Starfinch (IRE)"	"14.00"	"20"	"Handicap"	"3"	"4"	"Fraser, Kaiya"	"Eustace, Harry"
"15:45:00"	"2026-07-23"	"Doncaster"	"Sargent Dennis (IRE)"	"3.00"	"4.3"	"Handicap"	"7"	"8"	"Greatrex, Edward"	"Channon, Jack"
"20:50:00"	"2026-07-22"	"Leicester"	"Portacloy (IRE)"	"10.00"	"12"	"Handicap"	"5"	"8"	"Marquand, Tom"	"Kubler, Daniel"
"20:20:00"	"2026-07-22"	"Leicester"	"Afraj (IRE)"	"4.50"	"6.2"	"Handicap"	"4"	"5"	"Buick, William"	"Gosden, J H M"
"20:30:00"	"2026-07-21"	"Wolverhampton"	"Starborn (IRE)"	"11.00"	"16.36"	"Handicap Maiden"	"8"	"10"	"Leavy, Mr Joe"	"Newland, Dr R D P"
"16:45:00"	"2026-07-21"	"Nottingham"	"Luna Celeste (IRE)"	"7.50"	"10.05"	"Handicap"	"1"	"5"	"Osborne, Saffie"	"Clover, Tom"
"19:50:00"	"2026-07-20"	"Windsor"	"Dream Camp (IRE)"	"9.00"	"12.5"	"Handicap"	"1"	"7"	"Murphy, Oisin"	"Balding, A M"
"17:45:00"	"2026-07-18"	"Curragh"	"Lamar Canyon (IRE)"	"33.00"	"64.43"	"Handicap"	"6"	"18"	"Browne-Souza, A"	"Browne, T"
"17:03:00"	"2026-07-18"	"Ripon"	"Delevingne Dream (IRE)"	"9.00"	"12"	"Handicap"	"7"	"7"	"Fraser, Kaiya"	"Eustace, Harry"
"14:50:00"	"2026-07-18"	"Curragh"	"Leveraging (IRE)"	"66.00"	"140"	"Handicap"	"20"	"20"	"McGettigan, P"	"Lavery, Ms Sheila"
"18:40:00"	"2026-07-17"	"Hamilton"	"Quiet Soul (IRE)"	"18.00"	"26.5"	"Handicap Nursery"	"5"	"5"	"Winn, Mark"	"Dods, M"
"16:02:00"	"2026-07-17"	"Nottingham"	"Liquid Cooled (IRE)"	"12.00"	"17.5"	"Handicap"	"5"	"7"	"Mullen, Andrew"	"Haslam, B M R"
"16:02:00"	"2026-07-17"	"Nottingham"	"Whizzy Dizzy (IRE)"	"28.00"	"42"	"Handicap"	"7"	"7"	"Davies, Harry"	"Cox, C G"
"19:55:00"	"2026-07-14"	"Wolverhampton"	"Blue Tulip (IRE)"	"22.00"	"29.15"	"Handicap"	"6"	"10"	"Elliott, Rhys"	"Muir, W R"
"15:48:00"	"2026-07-14"	"Beverley"	"Melting Snow (IRE)"	"6.00"	"8.8"	"Handicap"	"4"	"9"	"James, S H"	"Dunlop, E A L"
"16:20:00"	"2026-07-12"	"Dundalk"	"Sonny Corleone (IRE)"	"6.50"	"8.8"	"Handicap"	"7"	"11"	"Kennedy, K G"	"Elliott, Gordon"
"16:20:00"	"2026-07-12"	"Dundalk"	"Sutton Hoo (IRE)"	"5.50"	"7.2"	"Handicap"	"11"	"11"	"Harnett, P A"	"Lupini, Miss Natalia"
"14:35:00"	"2026-07-12"	"Dundalk"	"Fates Gambit (IRE)"	"22.00"	"25.74"	"Handicap"	"9"	"11"	"OConnor, Donagh"	"Aguiar, Robson"
"20:30:00"	"2026-07-11"	"Limerick"	"Bell Ex Too (IRE)"	"5.00"	"7"	"Handicap"	"6"	"6"	"Coen, Ben M"	"Cody, Patrick"
"18:30:00"	"2026-07-11"	"Limerick"	"Baby Basma (IRE)"	"16.00"	"32"	"Handicap"	"7"	"14"	"Ryan, Gavin"	"ONeill, E J"
"20:12:00"	"2026-07-10"	"Chester"	"Imelda (IRE)"	"9.00"	"15.5"	"Handicap"	"4"	"10"	"Ryan, Rossa"	"Loughnane, David"
"15:45:00"	"2026-07-10"	"Ascot"	"Gatehouse (IRE)"	"3.33"	"5.44"	"Handicap"	"2"	"4"	"Havlin, Robert"	"Woods, S P C"
"15:10:00"	"2026-07-10"	"Ascot"	"Ya Karim (IRE)"	"10.00"	"12.26"	"Handicap"	"7"	"11"	"Shoemark, Kieran"	"Charlton, Roger/Harry"
