RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"15:10:00"	"2026-07-25"	"Chester"	"Storm Blade"	"1.63"	"2.8"	"Maiden"	"2"	"6"	"Watson, Jason"	"Balding, A M"
"15:52:00"	"2026-07-11"	"Chester"	"Five Ways"	"10.00"	"13"	"Non-Handicap"	"4"	"9"	"Watson, Jason"	"Balding, A M"
"15:18:00"	"2026-07-11"	"Chester"	"Crazee Icon"	"2.13"	"3.69"	"Handicap"	"1"	"9"	"Watson, Jason"	"Balding, A M"
"13:35:00"	"2026-07-11"	"Chester"	"Veronique"	"10.00"	"11.78"	"Maiden"	"7"	"7"	"Watson, Jason"	"Balding, A M"
"20:12:00"	"2026-07-10"	"Chester"	"Berkshire Boom (IRE)"	"2.50"	"3.9"	"Handicap"	"2"	"10"	"McDonald, P J"	"Balding, A M"
"19:00:00"	"2026-07-10"	"Chester"	"Zgharta (IRE)"	"7.50"	"9"	"Handicap"	"4"	"8"	"McDonald, P J"	"Balding, A M"
"17:15:00"	"2026-07-10"	"Chester"	"Regency Royal (GER)"	"3.00"	"5.69"	"Novices"	"2"	"12"	"McDonald, P J"	"Balding, A M"
"17:50:00"	"2026-06-27"	"Chester"	"Relentless Hero"	"3.33"	"4.96"	"Handicap"	"8"	"8"	"Watson, Jason"	"Balding, A M"
"17:20:00"	"2026-06-27"	"Chester"	"Solar Pass"	"1.38"	"2.5"	"Handicap"	"7"	"7"	"Watson, Jason"	"Balding, A M"
"16:45:00"	"2026-06-27"	"Chester"	"Winged One (IRE)"	"8.00"	"11"	"Handicap"	"6"	"8"	"Watson, Jason"	"Balding, A M"
"16:10:00"	"2026-06-27"	"Chester"	"Bright Summer (IRE)"	"16.00"	"15.81"	"Handicap"	"6"	"8"	"Watson, Jason"	"Balding, A M"
"15:33:00"	"2026-06-27"	"Chester"	"Copacabana Sands (IRE)"	"3.00"	"4"	"Non-Handicap"	"5"	"7"	"Watson, Jason"	"Balding, A M"
"14:32:00"	"2026-06-27"	"Chester"	"Remi Mae"	"6.00"	"9"	"Novices"	"3"	"4"	"Watson, Jason"	"Balding, A M"
"14:02:00"	"2026-06-27"	"Chester"	"The Dancing Pirate"	"1.63"	"2.65"	"Maiden"	"2"	"6"	"Watson, Jason"	"Balding, A M"
"16:37:00"	"2026-06-13"	"Chester"	"Solar Pass"	"2.25"	"3.63"	"Handicap"	"2"	"9"	"McDonald, P J"	"Balding, A M"
"14:10:00"	"2026-06-13"	"Chester"	"Comic Hero (IRE)"	"5.50"	"7.4"	"Handicap"	"6"	"9"	"Greatrex, Edward"	"Balding, A M"
"14:10:00"	"2026-06-13"	"Chester"	"Sir Albert (IRE)"	"14.00"	"20"	"Handicap"	"8"	"9"	"McDonald, P J"	"Balding, A M"
"16:20:00"	"2026-06-12"	"Chester"	"Winged One (IRE)"	"8.00"	"11"	"Handicap"	"2"	"6"	"Watson, Jason"	"Balding, A M"
"15:47:00"	"2026-06-12"	"Chester"	"Berkshire Boom (IRE)"	"8.00"	"11.32"	"Handicap"	"3"	"7"	"Watson, Jason"	"Balding, A M"
"15:12:00"	"2026-06-12"	"Chester"	"Crazee Icon"	"3.00"	"4.47"	"Handicap"	"1"	"8"	"Watson, Jason"	"Balding, A M"
"14:37:00"	"2026-06-12"	"Chester"	"Magic Trip"	"22.00"	"29.94"	"Handicap"	"5"	"9"	"Watson, Jason"	"Balding, A M"
