RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"17:35:00"	"2026-06-17"	"Ascot"	"Callianassa (IRE)"	"33.00"	"80"	"Handicap"	"7"	"24"	"Sousa, Silvestre De"	"Ellison, B"
"17:35:00"	"2026-06-17"	"Ascot"	"American Gal"	"33.00"	"65"	"Handicap"	"10"	"24"	"Shoemark, Kieran"	"Walker, Ed"
"17:35:00"	"2026-06-17"	"Ascot"	"All Moonshine"	"16.00"	"21"	"Handicap"	"15"	"24"	"Watson, Jason"	"Balding, A M"
"17:35:00"	"2026-06-17"	"Ascot"	"Muddy Mooy (IRE)"	"33.00"	"50.36"	"Handicap"	"19"	"24"	"Greatrex, Edward"	"Pike, Charlie"
"17:35:00"	"2026-06-17"	"Ascot"	"Stateira (FR)"	"7.50"	"11.5"	"Handicap"	"21"	"24"	"Doyle, James"	"Balding, A M"
"17:00:00"	"2026-06-17"	"Ascot"	"Blue Rc (IRE)"	"28.00"	"55"	"Handicap"	"2"	"28"	"Crouch, Hector"	"Tate, James"
"17:00:00"	"2026-06-17"	"Ascot"	"Indalo (IRE)"	"9.00"	"12.67"	"Handicap"	"3"	"28"	"Dawson, R"	"Varian, Roger"
"17:00:00"	"2026-06-17"	"Ascot"	"La Botte"	"8.50"	"10.68"	"Handicap"	"13"	"28"	"Zahra, M"	"Eustace, Harry"
"17:35:00"	"2025-06-18"	"Ascot"	"Muddy Mooy (IRE)"	"33.00"	"49.88"	"Handicap"	"4"	"23"	"Greatrex, Edward"	"Attwater, P"
"17:35:00"	"2025-06-18"	"Ascot"	"Bint Al Daar"	"18.00"	"34"	"Handicap"	"9"	"23"	"Dawson, R"	"Foy, Kevin"
"17:35:00"	"2025-06-18"	"Ascot"	"Sky Safari"	"10.00"	"13.5"	"Handicap"	"23"	"23"	"Osborne, Saffie"	"Fanshawe, J R"
"17:00:00"	"2025-06-18"	"Ascot"	"Arabian Light"	"11.00"	"18"	"Handicap"	"29"	"30"	"Buick, William"	"Appleby, Charlie"
"17:40:00"	"2024-06-19"	"Ascot"	"Hopeful"	"6.50"	"11.07"	"Handicap"	"2"	"24"	"Barzalona, Mickael"	"Balding, A M"
"17:40:00"	"2024-06-19"	"Ascot"	"Rajindri (IRE)"	"20.00"	"29"	"Handicap"	"10"	"24"	"Shoemark, Kieran"	"Clover, Tom"
"17:40:00"	"2024-06-19"	"Ascot"	"Adelaise (IRE)"	"16.00"	"22"	"Handicap"	"12"	"24"	"Buick, William"	"OBrien, Joseph Patrick"
"17:40:00"	"2024-06-19"	"Ascot"	"Summer Of Love (IRE)"	"8.00"	"11"	"Handicap"	"17"	"24"	"Soumillon, C"	"Suroor, Saeed Bin"
"17:05:00"	"2024-06-19"	"Ascot"	"Daysofourlives (IRE)"	"20.00"	"27.03"	"Handicap"	"4"	"29"	"Morris, Luke"	"Botti, M"
"17:05:00"	"2024-06-19"	"Ascot"	"Talis Evolvere (IRE)"	"25.00"	"33.48"	"Handicap"	"15"	"29"	"Leavy, Mr Joe"	"Hannon (Jnr), Richard"
"17:05:00"	"2024-06-19"	"Ascot"	"Regheeb (IRE)"	"33.00"	"55"	"Handicap"	"18"	"29"	"Doyle, Hollie"	"Watson, Archie"
"17:00:00"	"2023-06-21"	"Ascot"	"Point Lynas (IRE)"	"22.00"	"31.75"	"Handicap"	"14"	"30"	"Marquand, Tom"	"Bethell, Ed"
"17:00:00"	"2022-06-15"	"Ascot"	"Desert Peace (USA)"	"28.00"	"37.43"	"Handicap"	"28"	"29"	"Buick, William"	"Appleby, Charlie"
"17:00:00"	"2021-06-16"	"Ascot"	"Real World (IRE)"	"18.00"	"20"	"Handicap"	"1"	"30"	"Ghiani, Marco"	"Suroor, Saeed Bin"
"17:00:00"	"2021-06-16"	"Ascot"	"Irish Admiral (IRE)"	"18.00"	"24"	"Handicap"	"23"	"30"	"Marquand, Tom"	"Haggas, W J"
"15:35:00"	"2020-06-17"	"Ascot"	"Alrajaa"	"7.50"	"9.6"	"Handicap"	"10"	"23"	"Crowley, Jim"	"Gosden, J H M"
"15:35:00"	"2020-06-17"	"Ascot"	"Lord Tennyson"	"6.00"	"9.2"	"Handicap"	"11"	"23"	"Dettori, L"	"Gosden, J H M"
"13:15:00"	"2020-06-17"	"Ascot"	"Sir Busker (IRE)"	"12.00"	"14.5"	"Handicap"	"1"	"22"	"Murphy, Oisin"	"Knight, W J"
"13:15:00"	"2020-06-17"	"Ascot"	"Almufti"	"33.00"	"36.28"	"Handicap"	"4"	"22"	"Doyle, James"	"Palmer, Hugo"
