RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"16:00:00"	"2026-03-13"	"Cheltenham"	"Inothewayurthinkin (IRE)"	"11.00"	"13.6"	"Chase"	"3"	"10"	"Walsh, M P"	"Cromwell, Gavin Patrick"
"13:20:00"	"2026-03-13"	"Cheltenham"	"Fantasy World (IRE)"	"80.00"	"150.52"	"Hurdle"	"PU"	"20"	"Boinville, Nico"	"Henderson, N J"
"16:40:00"	"2026-03-12"	"Cheltenham"	"Melbourne Shamrock (IRE)"	"25.00"	"36.37"	"Handicap Hurdle"	"20"	"24"	"Meyler, D"	"Mullins, Emmet"
"15:20:00"	"2026-03-12"	"Cheltenham"	"Ballyburn (IRE)"	"5.50"	"8.14"	"Hurdle"	"2"	"10"	"Townend, P"	"Mullins, W P"
"15:20:00"	"2026-03-12"	"Cheltenham"	"Doddiethegreat (IRE)"	"40.00"	"62.1"	"Hurdle"	"PU"	"10"	"Bowen, James C"	"Henderson, N J"
"14:00:00"	"2026-03-12"	"Cheltenham"	"Ol Man Dingle (IRE)"	"40.00"	"63.67"	"Handicap Novices Chase"	"11"	"18"	"Doyle, R A"	"Griffin, Eoin"
"14:00:00"	"2026-03-12"	"Cheltenham"	"Intense Approach"	"80.00"	"162.97"	"Handicap Novices Chase"	"16"	"18"	"Harvey, A"	"McConnell, John C"
"17:20:00"	"2026-03-11"	"Cheltenham"	"Diamant Dore (FR)"	"40.00"	"65.64"	"NH Flat"	"5"	"21"	"Hughes, Brian"	"Keatley, Adrian Paul"
"16:40:00"	"2026-03-11"	"Cheltenham"	"Martator (FR)"	"66.00"	"228.85"	"Handicap Chase"	"1"	"20"	"Deutsch, Charlie"	"Williams, Miss Venetia"
"16:40:00"	"2026-03-11"	"Cheltenham"	"Release The Beast (IRE)"	"10.00"	"11.82"	"Handicap Chase"	"4"	"20"	"Flanagan, S W"	"Nolan, Paul"
"16:00:00"	"2026-03-11"	"Cheltenham"	"Captain Guinness (IRE)"	"50.00"	"166.01"	"Chase"	"4"	"10"	"Gainford, Mr J C"	"Bromhead, Henry De"
"14:40:00"	"2026-03-11"	"Cheltenham"	"Forty Coats (IRE)"	"20.00"	"28.4"	"Handicap Hurdle"	"7"	"24"	"OKeeffe, Darragh"	"Bromhead, Henry De"
"14:40:00"	"2026-03-11"	"Cheltenham"	"Chart Topper (FR)"	"33.00"	"75"	"Handicap Hurdle"	"17"	"24"	"Hayes, Brian"	"Mullins, W P"
