RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"18:10:00"	"2026-06-18"	"Ascot"	"Mezcala"	"4.50"	"7.51"	"Handicap"	"1"	"28"	"Marquand, Tom"	"Channon, Jack"
"18:10:00"	"2026-06-18"	"Ascot"	"The Wizard Of Eye (IRE)"	"9.00"	"12.14"	"Handicap"	"6"	"28"	"Callan, N"	"Clover, Tom"
"18:10:00"	"2026-06-18"	"Ascot"	"Royal Velvet"	"8.00"	"12.5"	"Handicap"	"25"	"28"	"Buick, William"	"Knight, W J"
"14:20:00"	"2026-05-09"	"Ascot"	"Tribal Chief (FR)"	"4.50"	"6.61"	"Handicap"	"3"	"28"	"Loughnane, Mr Billy"	"Menuisier, David"
"14:20:00"	"2026-05-09"	"Ascot"	"Golden Mind (IRE)"	"33.00"	"60"	"Handicap"	"4"	"28"	"Fentiman, Warren"	"Fahey, R A"
"14:20:00"	"2026-05-09"	"Ascot"	"Jordan Electrics"	"28.00"	"29.47"	"Handicap"	"6"	"28"	"Young, Lauren"	"Goldie, J S"
"14:20:00"	"2026-05-09"	"Ascot"	"Nikovo"	"80.00"	"104.62"	"Handicap"	"8"	"28"	"Hogan, D E"	"Herrington,M "
"14:20:00"	"2026-05-09"	"Ascot"	"Jumby (IRE)"	"40.00"	"40.5"	"Handicap"	"12"	"28"	"Carmichael, Oliver"	"Houghton, Eve Johnson"
"14:20:00"	"2026-05-09"	"Ascot"	"Defence Minister"	"11.00"	"20"	"Handicap"	"17"	"28"	"Doyle, James"	"Jehani, H Al"
"14:40:00"	"2025-09-06"	"Ascot"	"Leadman"	"7.50"	"9.17"	"Handicap"	"12"	"20"	"Davies, Harry"	"OMeara, D"
"14:40:00"	"2025-09-06"	"Ascot"	"Afentiko (IRE)"	"25.00"	"27"	"Handicap"	"20"	"20"	"Clutterbuck, Rhys"	"Cole, Oliver"
"15:00:00"	"2025-07-26"	"Ascot"	"Sword"	"18.00"	"23.3"	"Handicap"	"3"	"21"	"Winn, Mark"	"OMeara, D"
"15:00:00"	"2025-07-26"	"Ascot"	"Lord Bertie (FR)"	"28.00"	"36.97"	"Handicap"	"10"	"21"	"Spencer, Jamie"	"OMeara, D"
