RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"19:32:00"	"2026-07-30"	"Wolverhampton"	"Rajbello (IRE)"	"22.00"	"27.1"	"Handicap"	"9"	"12"	"Egan, Ms A"	"OBrien, Fergal"
"17:10:00"	"2026-07-30"	"Wolverhampton"	"Bun Bang Fai"	"66.00"	"120"	"Handicap"	"10"	"11"	"Brookes, Aiden"	"Hammond, Micky"
"19:25:00"	"2026-07-14"	"Wolverhampton"	"Dayman (GER)"	"28.00"	"46"	"Handicap"	"7"	"9"	"Morris, Luke"	"Davis, D J S Ffrench"
"14:35:00"	"2026-07-12"	"Dundalk"	"Whistling Jamesie"	"12.00"	"15"	"Handicap"	"5"	"11"	"Lordan, W M"	"Lupini, Miss Natalia"
"16:50:00"	"2026-07-06"	"Lingfield"	"Nezeeh (IRE)"	"150.00"	"184.65"	"Handicap"	"8"	"9"	"Cox, William"	"Best, Jim/Suzi"
"16:15:00"	"2026-07-06"	"Lingfield"	"Dontspoilasale (IRE)"	"125.00"	"211.83"	"Handicap"	"7"	"8"	"Cox, William"	"Best, Jim/Suzi"
"18:45:00"	"2026-06-02"	"Newcastle"	"Drumcondra (IRE)"	"18.00"	"23.08"	"Handicap"	"11"	"11"	"Wheatley, Zak"	"Carroll, D"
"21:00:00"	"2026-06-01"	"Wolverhampton"	"Wodao (FR)"	"40.00"	"64.39"	"Handicap"	"9"	"12"	"Costello, Dougie"	"Hollinshead, Steph"
"14:42:00"	"2026-06-01"	"Lingfield"	"Top Star (IRE)"	"22.00"	"32"	"Handicap"	"5"	"7"	"Greatrex, Thomas"	"Ivory, D K"
"19:48:00"	"2026-05-26"	"Dundalk"	"Highway Sixty One (IRE)"	"16.00"	"46.14"	"Handicap"	"4"	"13"	"Cleary, Jack"	"Young, L"
"20:30:00"	"2026-05-21"	"Southwell"	"No News (IRE)"	"28.00"	"65"	"Handicap"	"7"	"9"	"Peate, Jonny"	"Jenkins, J R"
"19:00:00"	"2026-05-07"	"Southwell"	"Secret Testimony"	"25.00"	"31.45"	"Handicap"	"9"	"11"	"Wheatley, Zak"	"Carroll, D"
"21:00:00"	"2026-05-06"	"Kempton"	"Fletchers Flight (IRE)"	"100.00"	"310"	"Handicap"	"UR"	"11"	"Bradley, Paddy"	"Wallis, Charlie"
"18:30:00"	"2026-04-14"	"Lingfield"	"Epictetus (IRE)"	"4.50"	"6.51"	"Handicap"	"2"	"11"	"Osborne, Saffie"	"Osborne, J A"
"19:50:00"	"2026-04-10"	"Dundalk"	"Sarmiento Power (IRE)"	"7.00"	"8.2"	"Handicap"	"10"	"12"	"Whearty, R"	"Smith, Matthew J"
"19:00:00"	"2026-04-07"	"Southwell"	"My Boy Harry"	"40.00"	"75"	"Handicap"	"12"	"13"	"Dawes, Rose"	"Best, Jim/Suzi"
"16:40:00"	"2026-04-06"	"Kempton"	"Mr Baloo (IRE)"	"5.00"	"7.8"	"Handicap"	"2"	"9"	"Doyle, James"	"Hannon (Jnr), Richard"
"20:30:00"	"2026-03-28"	"Southwell"	"Drumcondra (IRE)"	"11.00"	"13.5"	"Handicap"	"4"	"8"	"Wheatley, Zak"	"Carroll, D"
"20:00:00"	"2026-03-28"	"Southwell"	"Marcello Si"	"33.00"	"60"	"Handicap"	"8"	"10"	"Kirrane, Sean"	"Dods, M"
"13:35:00"	"2026-03-28"	"Kempton"	"Bold Impact (IRE)"	"50.00"	"65"	"Handicap"	"UR"	"9"	"Searle, Oliver"	"Millman, B R"
"13:52:00"	"2026-03-25"	"Lingfield"	"Blue Collar Lad"	"40.00"	"65"	"Handicap"	"2"	"9"	"Cameron, Tyrese"	"Steele, Daniel"
"17:30:00"	"2026-03-17"	"Wolverhampton"	"Orbital Chime"	"4.00"	"6.4"	"Handicap"	"7"	"10"	"Fallon, Cieren"	"Owen, J P"
"20:30:00"	"2026-03-16"	"Wolverhampton"	"Hazy Cosmic Jane (IRE)"	"28.00"	"46"	"Handicap"	"10"	"10"	"Probert, David"	"Donovan, D"
"20:00:00"	"2026-03-14"	"Southwell"	"Matched"	"14.00"	"17.5"	"Handicap"	"3"	"6"	"McSweeney, O"	"Jefferson, Ruth"
