RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"18:00:00"	"2026-07-31"	"Galway"	"Hermino Aa (FR)"	"22.00"	"39.67"	"Handicap Chase"	"11"	"20"	"Kelly, T Joseph"	"McNamara, E"
"18:40:00"	"2026-07-29"	"Galway"	"Maxxum (IRE)"	"50.00"	"80"	"Handicap Chase"	"16"	"22"	"Gilligan, D J"	"Elliott, Gordon"
"18:40:00"	"2026-07-29"	"Galway"	"Senecia (IRE)"	"100.00"	"210.43"	"Handicap Chase"	"UR"	"22"	"Barry, Mr J C"	"Halley, Vincent Laurence"
"17:45:00"	"2026-07-28"	"Galway"	"Finnians Row (IRE)"	"25.00"	"59.38"	"Handicap Chase"	"16"	"20"	"McKenna, Liam"	"McLoughlin, D A"
"15:45:00"	"2026-05-02"	"Punchestown"	"Perceval Legallois (FR)"	"40.00"	"82.4"	"Handicap Chase"	"PU"	"21"	"Donoghue, K M"	"Cromwell, Gavin Patrick"
"15:45:00"	"2026-05-02"	"Punchestown"	"The Doyen Chief (IRE)"	"14.00"	"23"	"Handicap Chase"	"PU"	"21"	"Bellamy, Tom"	"King, A"
"15:05:00"	"2026-05-02"	"Punchestown"	"Brucejack (IRE)"	"5.50"	"7.31"	"Handicap Chase"	"7"	"19"	"Kenneally, Michael"	"Fahy, P A"
"15:05:00"	"2026-05-02"	"Punchestown"	"Daily Present (IRE)"	"20.00"	"30"	"Handicap Chase"	"PU"	"19"	"Stone, B T"	"Nolan, Paul"
"16:50:00"	"2026-04-30"	"Punchestown"	"Tuckmill (IRE)"	"125.00"	"193.07"	"Handicap Chase"	"10"	"20"	"Burke, Jonathan"	"Fahey, Peter"
"16:00:00"	"2026-04-11"	"Aintree"	"Johnnywho (IRE)"	"12.00"	"17.33"	"Handicap Chase"	"4"	"34"	"McLernon, R P"	"ONeill, Jonjo and AJ"
"16:00:00"	"2026-04-11"	"Aintree"	"Final Orders"	"22.00"	"46"	"Handicap Chase"	"7"	"34"	"Stone-Walsh, C"	"Cromwell, Gavin Patrick"
"16:00:00"	"2026-04-11"	"Aintree"	"Champ Kiely (IRE)"	"25.00"	"40.92"	"Handicap Chase"	"8"	"34"	"Mullins, D E"	"Mullins, W P"
"16:00:00"	"2026-04-11"	"Aintree"	"Three Card Brag (IRE)"	"50.00"	"84.87"	"Handicap Chase"	"9"	"34"	"Gainford, Mr J C"	"Elliott, Gordon"
"16:00:00"	"2026-04-11"	"Aintree"	"Mr Vango (IRE)"	"66.00"	"131.27"	"Handicap Chase"	"F"	"34"	"Tudor, Jack"	"Bradstock, Mrs Sara V"
"16:00:00"	"2026-04-11"	"Aintree"	"Grangeclare West (IRE)"	"9.00"	"12.5"	"Handicap Chase"	"UR"	"34"	"Mullins, Mr P W"	"Mullins, W P"
"15:30:00"	"2026-04-09"	"Aintree"	"Barton Snow (IRE)"	"1.75"	"2.98"	"Hunters Chase"	"1"	"24"	"Crow, Mr H"	"OShea, J J"
"15:30:00"	"2026-04-09"	"Aintree"	"Thunder Rock (IRE)"	"16.00"	"20.47"	"Hunters Chase"	"16"	"24"	"King, Mr James"	"Murphy, Olly"
"15:30:00"	"2026-04-09"	"Aintree"	"Willewonga"	"25.00"	"77.3"	"Hunters Chase"	"UR"	"24"	"OSullivan, Alan"	"OShea, J J"
"17:00:00"	"2026-04-06"	"Fairyhouse"	"Hartur Darc (FR)"	"125.00"	"280"	"Handicap Chase"	"PU"	"30"	"Flanagan, S W"	"McConnell, John C"
"17:00:00"	"2026-04-06"	"Fairyhouse"	"Duffle Coat (IRE)"	"80.00"	"164.42"	"Handicap Chase"	"PU"	"30"	"Williamson, Mr J H"	"Elliott, Gordon"
"16:40:00"	"2026-03-13"	"Cheltenham"	"Its On The Line (IRE)"	"3.50"	"6"	"Hunters Chase"	"2"	"23"	"OConnor, Derek"	"Mullins, Emmet"
"16:40:00"	"2026-03-13"	"Cheltenham"	"Panda Boy (IRE)"	"4.00"	"6.06"	"Hunters Chase"	"5"	"23"	"Gleeson, Mr J L"	"Brassil, Martin"
"16:40:00"	"2026-03-13"	"Cheltenham"	"Gracchus De Balme (FR)"	"50.00"	"72.2"	"Hunters Chase"	"PU"	"23"	"King, Mr P A"	"OShea, J J"
"16:40:00"	"2026-03-13"	"Cheltenham"	"Lift Me Up (IRE)"	"150.00"	"320.94"	"Hunters Chase"	"PU"	"23"	"Palin, Miss H"	"Filby, Miss M"
"16:40:00"	"2026-03-13"	"Cheltenham"	"Willewonga"	"100.00"	"257.18"	"Hunters Chase"	"PU"	"23"	"Easterby, Mr Thomas"	"OShea, J J"
"17:20:00"	"2026-03-12"	"Cheltenham"	"Monbeg Genius (IRE)"	"18.00"	"21.24"	"Handicap Chase"	"3"	"23"	"Scallan, Mr J L"	"ONeill, Jonjo and AJ"
"17:20:00"	"2026-03-12"	"Cheltenham"	"Kings Threshold (IRE)"	"25.00"	"34.47"	"Handicap Chase"	"16"	"23"	"Swan, H C"	"Lavelle, Miss E C"
"15:20:00"	"2026-03-10"	"Cheltenham"	"Filanderer"	"50.00"	"88.05"	"Handicap Chase"	"PU"	"22"	"Burke, Jonathan"	"Morrison, H"
"14:45:00"	"2026-02-01"	"Leopardstown"	"Harry Des Ongrais (FR)"	"33.00"	"50"	"Handicap Chase"	"11"	"23"	"OKeeffe, Darragh"	"Bromhead, Henry De"
"14:45:00"	"2026-02-01"	"Leopardstown"	"Thecompanysergeant"	"28.00"	"44"	"Handicap Chase"	"PU"	"23"	"Staples, Mr E"	"Cromwell, Gavin Patrick"
"15:00:00"	"2025-12-27"	"Leopardstown"	"Favori De Champdou (FR)"	"66.00"	"147.08"	"Handicap Chase"	"1"	"28"	"Ewing, Sam"	"Elliott, Gordon"
