RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"17:15:00"	"2026-06-14"	"Doncaster"	"Back From Dubai (IRE)"	"9.00"	"13.5"	"Handicap"	"13"	"18"	"Rawlinson, Ali"	"Bowring, S R"
"14:00:00"	"2026-06-14"	"Doncaster"	"Red Derek"	"20.00"	"27"	"Handicap"	"6"	"6"	"Ffrench Davis, Mr Ben"	"Williamson, Mrs L"
"17:03:00"	"2025-10-24"	"Doncaster"	"Red Derek"	"9.00"	"12.4"	"Handicap"	"5"	"13"	"Elliott, Rhys"	"Williamson, Mrs L"
"16:45:00"	"2025-08-02"	"Doncaster"	"Young Fire (FR)"	"2.50"	"3.87"	"Handicap"	"5"	"7"	"Horgan, C"	"OMeara, D"
"15:10:00"	"2025-07-24"	"Doncaster"	"Harbour Vision"	"16.00"	"24"	"Handicap"	"3"	"9"	"ONeill, K T"	"Dixon, Scott"
"19:45:00"	"2025-07-19"	"Doncaster"	"Young Fire (FR)"	"1.25"	"2.5"	"Handicap"	"2"	"10"	"Winn, Mark"	"OMeara, D"
"14:50:00"	"2025-06-27"	"Doncaster"	"Annexation (FR)"	"3.50"	"5.1"	"Handicap"	"2"	"9"	"Murphy, Oisin"	"Carroll, A W"
"13:55:00"	"2025-03-30"	"Doncaster"	"Al Suil Eile (FR)"	"22.00"	"30"	"Handicap"	"7"	"21"	"Jordan, Megan"	"Harris, S A"
"13:55:00"	"2025-03-30"	"Doncaster"	"Love Your Work (IRE)"	"25.00"	"42"	"Handicap"	"10"	"21"	"Sangster, Mr Ned"	"Holland, Darryll"
"17:20:00"	"2025-03-29"	"Doncaster"	"Young Fire (FR)"	"14.00"	"22.6"	"Handicap"	"7"	"18"	"Horgan, C"	"OMeara, D"
"16:45:00"	"2025-03-29"	"Doncaster"	"Annexation (FR)"	"16.00"	"21"	"Handicap"	"4"	"19"	"Gunn, Molly"	"Carroll, A W"
"17:25:00"	"2024-10-25"	"Doncaster"	"Croeso Cymraeg"	"6.00"	"8.6"	"Handicap"	"1"	"14"	"Marshall, Tom Kiely"	"Evans, H J"
"17:25:00"	"2024-10-25"	"Doncaster"	"Young Fire (FR)"	"40.00"	"75"	"Handicap"	"7"	"14"	"Nolan, D"	"OMeara, D"
"17:25:00"	"2024-10-25"	"Doncaster"	"Poets Dawn"	"16.00"	"23"	"Handicap"	"9"	"14"	"Kirrane, Sean"	"Easterby, T D"
"16:50:00"	"2024-09-15"	"Doncaster"	"Young Fire (FR)"	"4.00"	"6.22"	"Handicap"	"7"	"13"	"Tudhope, Daniel"	"OMeara, D"
"14:05:00"	"2024-07-05"	"Doncaster"	"Young Fire (FR)"	"3.33"	"4.44"	"Handicap"	"2"	"7"	"Winn, Mark"	"OMeara, D"
"15:50:00"	"2023-10-28"	"Doncaster"	"Euchen Glen"	"6.00"	"7.65"	"Handicap"	"4"	"6"	"Mulrennan, Paul"	"Goldie, J S"
"14:00:00"	"2023-07-13"	"Doncaster"	"Chief Craftsman"	"11.00"	"17.2"	"Handicap"	"1"	"14"	"Easterby, Miss E"	"Easterby, T D"
"17:50:00"	"2023-05-20"	"Doncaster"	"Great Colaci"	"50.00"	"100"	"Handicap"	"7"	"12"	"Howarth, Christian"	"Boanas, Miss G"
"19:15:00"	"2023-04-29"	"Doncaster"	"Lunar Jet"	"3.50"	"5.7"	"Handicap"	"4"	"14"	"Dennis, Phil"	"Mullineaux, M"
"17:05:00"	"2022-09-11"	"Doncaster"	"Sir Chauvelin"	"20.00"	"26.16"	"Handicap"	"7"	"10"	"Mulrennan, Paul"	"Goldie, J S"
"13:00:00"	"2022-07-07"	"Doncaster"	"Infiniti (IRE)"	"1.75"	"3.15"	"Handicap"	"2"	"7"	"Voikhansky, Dr M"	"Frost, Kevin"
"13:00:00"	"2022-07-07"	"Doncaster"	"The Resdev Way"	"4.00"	"6.3"	"Handicap"	"3"	"7"	"Smith, Becky"	"Hammond, Micky"
"16:00:00"	"2021-07-08"	"Doncaster"	"Ingleby Hollow"	"12.00"	"16.1"	"Handicap"	"1"	"9"	"Ennis, Mr M"	"OMeara, D"
"13:40:00"	"2021-06-25"	"Doncaster"	"Mythical Madness"	"8.00"	"9.94"	"Handicap"	"6"	"8"	"Tudhope, Daniel"	"OMeara, D"
"20:35:00"	"2021-05-15"	"Doncaster"	"Ingleby Hollow"	"40.00"	"59.23"	"Handicap"	"4"	"12"	"Kirrane, Sean"	"OMeara, D"
"16:55:00"	"2021-03-27"	"Doncaster"	"Countrynwestern (FR)"	"20.00"	"32"	"Handicap"	"12"	"14"	"Presland, Molly"	"Eddery, Robert"
"17:15:00"	"2019-10-25"	"Doncaster"	"Dance King"	"8.00"	"10.1"	"Handicap"	"16"	"19"	"Easterby, William"	"Easterby, T D"
"15:10:00"	"2019-09-13"	"Doncaster"	"Max Dynamite (FR)"	"14.00"	"36"	"Non-Handicap"	"3"	"5"	"Moore, Ryan"	"Mullins, W P"
"13:40:00"	"2019-07-11"	"Doncaster"	"Duke Of Yorkshire"	"25.00"	"37.31"	"Handicap"	"3"	"9"	"Easterby, Miss E"	"Easterby, T D"
"13:40:00"	"2019-07-11"	"Doncaster"	"Up Ten Down Two (IRE)"	"7.00"	"11"	"Handicap"	"PU"	"9"	"Mason, Joanna"	"Easterby, M W"
"17:35:00"	"2019-06-16"	"Doncaster"	"Attention Seaker"	"14.00"	"19"	"Handicap"	"5"	"9"	"Allan, David"	"Easterby, T D"
"17:35:00"	"2019-06-16"	"Doncaster"	"Perfect Summer (IRE)"	"20.00"	"26"	"Handicap"	"6"	"9"	"Tudhope, Daniel"	"Williams, Ian"
"13:20:00"	"2019-06-01"	"Doncaster"	"Angel Gabrial (IRE)"	"14.00"	"18"	"Handicap"	"3"	"7"	"Egan, David"	"Morris, Patrick"
"17:30:00"	"2019-05-18"	"Doncaster"	"Omotesando"	"20.00"	"28.13"	"Handicap"	"9"	"12"	"Sanderson, Benjamin"	"Greenall, O / Guerriero, J"
"17:10:00"	"2019-04-27"	"Doncaster"	"Starplex"	"80.00"	"635.33"	"Handicap"	"16"	"16"	"Walsh, R P"	"Johnson, Kenny"
"16:25:00"	"2019-04-26"	"Doncaster"	"Royal Flag"	"33.00"	"99.91"	"Handicap"	"8"	"12"	"Schofield, Kieran"	"Ellison, B"
"17:30:00"	"2019-03-31"	"Doncaster"	"Take Two"	"12.00"	"16.39"	"Handicap"	"10"	"17"	"Brace, Mr J"	"Hales, A M"
"17:30:00"	"2019-03-31"	"Doncaster"	"Attain"	"22.00"	"38"	"Handicap"	"14"	"17"	"Hampson, Brodie"	"Watson, Archie"
"15:35:00"	"2018-09-14"	"Doncaster"	"Renneti (FR)"	"10.00"	"12.25"	"Non-Handicap"	"6"	"8"	"Dettori, L"	"Mullins, W P"
"17:05:00"	"2018-08-18"	"Doncaster"	"Save The Bees"	"8.00"	"12"	"Handicap"	"2"	"8"	"ONeill, Ger"	"Carroll, D"
"17:05:00"	"2018-08-18"	"Doncaster"	"Berlusca (IRE)"	"4.00"	"5.41"	"Handicap"	"6"	"8"	"Greatrex, Thomas"	"Loughnane, David"
"18:25:00"	"2018-07-26"	"Doncaster"	"Be Perfect (USA)"	"4.00"	"5.5"	"Handicap"	"1"	"4"	"Sullivan, James P"	"Carr, Mrs R A"
"14:15:00"	"2018-07-12"	"Doncaster"	"Miskin"	"11.00"	"12.16"	"Handicap"	"2"	"7"	"Dowson, Mr C"	"Stephens, Robert"
"14:15:00"	"2018-07-12"	"Doncaster"	"Anton Dolin (IRE)"	"66.00"	"164.09"	"Handicap"	"7"	"7"	"Mullineaux, Miss M"	"Mullineaux, M"
"16:50:00"	"2018-07-06"	"Doncaster"	"Stuccodor (IRE)"	"16.00"	"19.78"	"Handicap"	"5"	"5"	"Queally, T P"	"Dore, C R"
"20:05:00"	"2018-06-01"	"Doncaster"	"Save The Bees"	"25.00"	"36"	"Handicap"	"6"	"6"	"Stott, Kevin"	"Carroll, D"
"17:00:00"	"2018-04-27"	"Doncaster"	"Angel Gabrial (IRE)"	"8.00"	"10.67"	"Handicap"	"3"	"10"	"Hanagan, Paul"	"Fahey, R A"
"18:30:00"	"2018-03-25"	"Doncaster"	"Bohemian Rhapsody (IRE)"	"16.00"	"27"	"Handicap"	"3"	"10"	"Todd, C J"	"Barr, Brian"
"18:30:00"	"2018-03-25"	"Doncaster"	"Buthelezi (USA)"	"7.00"	"10.38"	"Handicap"	"4"	"10"	"Wilson, Miss L"	"Ellison, B"
"17:55:00"	"2018-03-25"	"Doncaster"	"Teds Brother (IRE)"	"25.00"	"38.66"	"Handicap"	"2"	"11"	"Peck, Antonia"	"Morgan, Miss Laura"
