RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"17:45:00"	"2026-07-25"	"Newcastle"	"Belling The Cat"	"14.00"	"18.82"	"Non-Handicap"	"8"	"13"	"Garritty, Billy"	"Coyle, Tony"
"17:45:00"	"2026-07-25"	"Newcastle"	"Le Puy"	"40.00"	"90"	"Non-Handicap"	"10"	"13"	"Keenan, Darragh"	"Russell, Miss Lucinda V"
"20:00:00"	"2026-07-21"	"Wolverhampton"	"Crown The Future (IRE)"	"25.00"	"38"	"Handicap"	"4"	"9"	"Gunn, Molly"	"Carroll, A W"
"19:30:00"	"2026-07-21"	"Wolverhampton"	"Pennine Way"	"7.50"	"8.6"	"Handicap"	"3"	"10"	"Bass, George"	"Channon, Jack"
"19:30:00"	"2026-07-21"	"Wolverhampton"	"Torbados"	"2.50"	"4.22"	"Handicap"	"6"	"10"	"Callan, Mr Jack"	"Hills, Charles"
"19:30:00"	"2026-07-21"	"Wolverhampton"	"Athenian Spirit (IRE)"	"12.00"	"16.5"	"Handicap"	"7"	"10"	"Jamin, Pierre-Louis"	"Nicholls, Georgina"
"14:02:00"	"2026-06-25"	"Newcastle"	"Saxon Prince"	"12.00"	"16.39"	"Handicap"	"10"	"13"	"Hart, Jason"	"Quinn, J J"
"20:30:00"	"2026-06-02"	"Wolverhampton"	"Labiche"	"5.50"	"7.8"	"Handicap"	"3"	"8"	"Havlin, Robert"	"Candy, H"
"20:30:00"	"2026-06-02"	"Wolverhampton"	"Dusk Damsel"	"22.00"	"33.77"	"Handicap"	"5"	"8"	"Fisher, Taylor"	"Moore, J S"
"20:30:00"	"2026-06-02"	"Wolverhampton"	"Power Of Chora (IRE)"	"14.00"	"22.67"	"Handicap"	"6"	"8"	"Pinna, Mr Andrea"	"Ramsden, Joey"
"20:30:00"	"2026-06-02"	"Wolverhampton"	"Inclusive"	"50.00"	"66.74"	"Handicap"	"7"	"8"	"Dawes, Rose"	"Charalambous, P"
"20:00:00"	"2026-06-02"	"Wolverhampton"	"Stole My Heart (IRE)"	"25.00"	"37.46"	"Handicap"	"3"	"9"	"Osborne, Saffie"	"Evans, P D"
"20:00:00"	"2026-06-02"	"Wolverhampton"	"Lady Vanguard"	"28.00"	"39.09"	"Handicap"	"5"	"9"	"Keenan, Darragh"	"Scott, George"
"20:00:00"	"2026-06-02"	"Wolverhampton"	"Veld (IRE)"	"11.00"	"13.35"	"Handicap"	"7"	"9"	"Hornby, Rob"	"Morrison, H"
"20:00:00"	"2026-06-02"	"Wolverhampton"	"City Of Dreams (IRE)"	"10.00"	"12.89"	"Handicap"	"8"	"9"	"Greatrex, Edward"	"Bethell, Ed"
"18:30:00"	"2026-06-02"	"Wolverhampton"	"Frankali"	"5.50"	"6.31"	"Non-Handicap"	"7"	"10"	"Murphy, Oisin"	"Sangster, Ollie"
"18:00:00"	"2026-06-02"	"Wolverhampton"	"Imthequeenofsheba"	"16.00"	"28.25"	"Non-Handicap"	"7"	"10"	"Greatrex, Edward"	"Edwards, Robert"
"18:50:00"	"2026-05-12"	"Lingfield"	"Slack Bob"	"2.75"	"4.2"	"Handicap"	"1"	"8"	"Havlin, Robert"	"Dunlop, E A L"
"18:50:00"	"2026-05-12"	"Lingfield"	"Fuseboard"	"66.00"	"163.75"	"Handicap"	"4"	"8"	"Haynes, Joey"	"Banham, Chelsea"
"18:50:00"	"2026-05-12"	"Lingfield"	"Lovethiswayagain (IRE)"	"6.00"	"8.2"	"Handicap"	"6"	"8"	"Loughnane, Mr Billy"	"Sangster, Ollie"
"18:50:00"	"2026-05-12"	"Lingfield"	"Karmacy (IRE)"	"66.00"	"105.94"	"Handicap"	"7"	"8"	"Dawes, Rose"	"Martin, Andrew J"
"20:00:00"	"2026-05-05"	"Wolverhampton"	"Musical Soldier (IRE)"	"8.50"	"11.13"	"Handicap"	"1"	"10"	"Doyle, Hollie"	"Sangster, Ollie"
"20:00:00"	"2026-05-05"	"Wolverhampton"	"Poetic Grace (IRE)"	"6.50"	"8.04"	"Handicap"	"4"	"10"	"Planas, Connor"	"Allen, C N"
"17:45:00"	"2026-04-30"	"Kempton"	"Blue Celestial"	"33.00"	"65"	"Handicap"	"3"	"12"	"Edmunds, Lewis"	"Tate, James"
"17:45:00"	"2026-04-30"	"Kempton"	"Station Bar"	"11.00"	"27.65"	"Handicap"	"8"	"12"	"Bishop, Charles"	"Houghton, Eve Johnson"
"17:45:00"	"2026-04-30"	"Kempton"	"Ethereal Charm (IRE)"	"80.00"	"228.3"	"Handicap"	"10"	"12"	"Wonnacott, Millie"	"Hitchins, Daisy"
"19:30:00"	"2026-04-27"	"Wolverhampton"	"Shes Got The Blues (IRE)"	"4.50"	"6.2"	"Handicap"	"3"	"12"	"Fox, Kieren"	"Carroll, A W"
"19:30:00"	"2026-04-27"	"Wolverhampton"	"Dora Vita"	"40.00"	"70"	"Handicap"	"6"	"12"	"Bowen, S D"	"Phillips, R T"
"20:00:00"	"2026-04-09"	"Wolverhampton"	"Apex Star (IRE)"	"11.00"	"19"	"Handicap"	"3"	"5"	"Ghiani, Marco"	"Knight, W J"
"20:00:00"	"2026-04-09"	"Wolverhampton"	"Lifeguard"	"28.00"	"47.96"	"Handicap"	"5"	"5"	"Ryan, Rossa"	"Loughnane, Daniel Mark"
"16:40:00"	"2026-03-30"	"Kempton"	"Sail On Sailor"	"22.00"	"27.18"	"Handicap"	"2"	"7"	"Davies, Harry"	"Dow, S"
"16:40:00"	"2026-03-30"	"Kempton"	"Superstorm"	"2.75"	"3.85"	"Handicap"	"3"	"7"	"Bradley, Paddy"	"Fellowes, Charlie"
"16:40:00"	"2026-03-30"	"Kempton"	"Prancy Peer"	"5.00"	"7.24"	"Handicap"	"5"	"7"	"Crouch, Hector"	"Sangster, Ollie"
"16:07:00"	"2026-03-26"	"Southwell"	"Saxon Grace (IRE)"	"9.00"	"15"	"Handicap"	"7"	"12"	"Hart, Jason"	"Bourke, D F"
"16:07:00"	"2026-03-26"	"Southwell"	"Akrivos (IRE)"	"4.00"	"5.95"	"Handicap"	"8"	"12"	"Loughnane, Mr Billy"	"Williams, Ian"
"16:07:00"	"2026-03-26"	"Southwell"	"Kwidsin"	"11.00"	"16"	"Handicap"	"10"	"12"	"Stammers, Oliver"	"Tuer, Grant"
"16:07:00"	"2026-03-26"	"Southwell"	"Forceful Lady"	"50.00"	"96.71"	"Handicap"	"12"	"12"	"Carson, William"	"Carroll, A W"
"20:30:00"	"2026-03-19"	"Newcastle"	"Runninman (IRE)"	"7.00"	"10.86"	"Handicap"	"4"	"10"	"Whiteley, C J"	"Hanlon, Stephen"
"20:30:00"	"2026-03-19"	"Newcastle"	"Container Express"	"11.00"	"19.19"	"Handicap"	"5"	"10"	"Brookes, Aiden"	"Kirby, P A"
"20:30:00"	"2026-03-19"	"Newcastle"	"What A Tahoo (IRE)"	"8.50"	"13"	"Handicap"	"7"	"10"	"Hardie, Cameron"	"Fahey, R A"
"19:00:00"	"2026-03-16"	"Wolverhampton"	"Corniche Girl (IRE)"	"6.50"	"9.4"	"Handicap"	"3"	"11"	"Levey, S M"	"Hannon (Jnr), Richard"
"19:00:00"	"2026-03-16"	"Wolverhampton"	"Sup Of Red (IRE)"	"3.33"	"5.2"	"Handicap"	"5"	"11"	"Marsh, Finley"	"Wintle, A"
"19:00:00"	"2026-03-16"	"Wolverhampton"	"Sand Lily"	"7.50"	"9.74"	"Handicap"	"8"	"11"	"Loughnane, Mr Billy"	"Johnston, Charlie"
"19:00:00"	"2026-03-16"	"Wolverhampton"	"Attention Seeker (IRE)"	"14.00"	"18.4"	"Handicap"	"11"	"11"	"Robinson, Ben"	"Ellison, B"
"18:30:00"	"2026-03-12"	"Chelmsford City"	"Starakova"	"20.00"	"32"	"Handicap"	"5"	"11"	"Greatrex, Edward"	"Greatrex, W J"
"19:00:00"	"2026-03-05"	"Newcastle"	"Archangel Josepi (IRE)"	"6.00"	"10.41"	"Handicap"	"2"	"12"	"Robinson, Ben"	"Ellison, B"
"19:00:00"	"2026-03-05"	"Newcastle"	"Dream Forever (IRE)"	"10.00"	"14.03"	"Handicap"	"4"	"12"	"McDonald, P J"	"OKeeffe, Jedd"
"19:00:00"	"2026-03-05"	"Newcastle"	"Ravens View (IRE)"	"20.00"	"28"	"Handicap"	"9"	"12"	"Kirrane, Sean"	"Dods, M"
"19:00:00"	"2026-03-05"	"Newcastle"	"Laser Luck"	"40.00"	"85"	"Handicap"	"10"	"12"	"Fraser, Kaiya"	"Tutty, Gemma"
"17:05:00"	"2026-02-25"	"Kempton"	"Hamish Leek"	"7.50"	"11.06"	"Handicap"	"5"	"11"	"Mitchell, Jack"	"Horton, James"
"17:05:00"	"2026-02-25"	"Kempton"	"Bosh Soldier"	"66.00"	"126.73"	"Handicap"	"7"	"11"	"Wood, George"	"Carroll, A W"
"17:05:00"	"2026-02-25"	"Kempton"	"Telling Time"	"8.00"	"15.55"	"Handicap"	"8"	"11"	"Marsh, Finley"	"Longsdon, C E"
"17:05:00"	"2026-02-25"	"Kempton"	"Lady Birgma (IRE)"	"80.00"	"215.53"	"Handicap"	"10"	"11"	"Edwards, Phoebe"	"Usher, M D I"
