RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"15:30:00"	"2026-07-20"	"Ayr"	"Jordan Electrics"	"2.75"	"4.52"	"Handicap"	"1"	"9"	"Mulrennan, Paul"	"Goldie, J S"
"16:15:00"	"2026-07-08"	"Yarmouth"	"Prefer The Sister (IRE)"	"0.40"	"1.38"	"Handicap"	"1"	"6"	"Paetel, Mason"	"Owen, J P"
"20:55:00"	"2026-06-27"	"Lingfield"	"Blindfold Games (IRE)"	"3.00"	"3.93"	"Handicap"	"2"	"4"	"Callan, Mr Jack"	"Boughey, George"
"14:50:00"	"2026-06-19"	"Redcar"	"Hey Havana (IRE)"	"1.25"	"2.49"	"Handicap"	"2"	"10"	"James, S H"	"Harker, G A"
"18:30:00"	"2026-06-10"	"Hamilton"	"Pebble Dash (IRE)"	"3.50"	"5.14"	"Handicap"	"4"	"7"	"Burke, Louis"	"Harrison, Gary"
"15:18:00"	"2026-06-09"	"Salisbury"	"Lazzar (IRE)"	"28.00"	"42.5"	"Handicap"	"4"	"10"	"Marsh, Finley"	"Hughes, Richard"
"14:12:00"	"2026-05-20"	"Ayr"	"Classy Clarets (IRE)"	"2.00"	"3.5"	"Handicap"	"3"	"10"	"Tabti, M"	"Jardine, I"
"15:10:00"	"2026-05-09"	"Naas"	"Pinar Del Rio"	"10.00"	"17.99"	"Handicap"	"5"	"13"	"Whelan, R P"	"McIntyre, Alan"
"17:03:00"	"2026-04-28"	"Yarmouth"	"No Gain"	"2.25"	"3.75"	"Handicap"	"5"	"8"	"Cosgrave, Pat"	"Kirby, Adam"
"11:37:00"	"2025-11-08"	"Doncaster"	"Look Back Smiling (IRE)"	"5.00"	"8.4"	"Handicap"	"6"	"21"	"Gee, Alfie"	"Tutty, Gemma"
"16:44:00"	"2025-10-14"	"Leicester"	"Leadman"	"4.50"	"7.4"	"Handicap"	"6"	"15"	"Tudhope, Daniel"	"OMeara, D"
"14:17:00"	"2025-10-04"	"Curragh"	"Smiling (IRE)"	"14.00"	"22"	"Non-Handicap"	"6"	"18"	"Lordan, W M"	"OBrien, A P"
"15:40:00"	"2025-09-19"	"Ayr"	"Moonstone Boy (IRE)"	"25.00"	"50"	"Handicap"	"14"	"25"	"Tabti, M"	"Jardine, I"
"17:13:00"	"2025-08-29"	"Salisbury"	"Silent Flame"	"3.33"	"4.8"	"Handicap"	"2"	"9"	"Millman, Mr P"	"Millman, B R"
"14:00:00"	"2025-08-23"	"Newmarket (July)"	"Little Keilee (IRE)"	"2.50"	"4"	"Handicap"	"2"	"9"	"Watson, Jason"	"Owen, J P"
"20:00:00"	"2025-08-19"	"Chepstow"	"Letter Of The Law (IRE)"	"4.00"	"5.6"	"Handicap"	"5"	"5"	"Mackay, Jay"	"Oshea, J G M"
"19:00:00"	"2025-08-19"	"Chepstow"	"Ten Club (IRE)"	"6.00"	"8.2"	"Handicap"	"3"	"5"	"Marsh, Finley"	"Wintle, A"
"18:30:00"	"2025-08-14"	"Windsor"	"Inishfallen (IRE)"	"2.25"	"3.7"	"Handicap"	"9"	"12"	"Osborne, Saffie"	"Meehan, B J"
"16:23:00"	"2025-08-04"	"Lingfield"	"Big Bard"	"2.25"	"3.78"	"Handicap"	"1"	"11"	"Lewis, Ashley"	"Moore, Gary and Josh"
"18:10:00"	"2025-07-24"	"Yarmouth"	"Bishops Crown"	"4.50"	"6.43"	"Handicap"	"3"	"11"	"Kingscote, Richard"	"Houghton, Eve Johnson"
"14:18:00"	"2025-07-20"	"Redcar"	"Flamborough Head"	"33.00"	"48"	"Handicap"	"4"	"8"	"Waugh, Amie"	"Easterby, T D"
"14:50:00"	"2025-06-20"	"Redcar"	"I Can Boogy"	"4.50"	"7.95"	"Handicap"	"4"	"8"	"Scott, Rowan"	"Tinkler, N"
"13:52:00"	"2025-06-12"	"Yarmouth"	"Eight Mile (IRE)"	"18.00"	"31.46"	"Handicap"	"4"	"8"	"Lyons, C R"	"Donovan, D"
"20:10:00"	"2025-06-07"	"Lingfield"	"Blue Collar Lad"	"7.50"	"10.97"	"Handicap"	"1"	"12"	"Cameron, Tyrese"	"Steele, Daniel"
"13:45:00"	"2025-05-03"	"Newmarket (Rowley)"	"Aberama Gold"	"25.00"	"40.66"	"Handicap"	"9"	"13"	"Fentiman, Warren"	"OMeara, D"
"17:50:00"	"2025-05-01"	"Ayr"	"Dwindling Funds"	"250.00"	"756.37"	"Maiden"	"4"	"8"	"Waugh, Amie"	"Goldie, J S"
"15:45:00"	"2025-04-26"	"Leicester"	"Rokuni (IRE)"	"25.00"	"43.54"	"Handicap"	"3"	"12"	"Howarth, Christian"	"Dunnett, Mrs C A"
"13:00:00"	"2024-10-22"	"Curragh"	"Mount Ruapehu (IRE)"	"5.50"	"7.76"	"Handicap"	"8"	"15"	"Horgan, C"	"Slattery, Andrew"
"14:30:00"	"2024-10-01"	"Cork"	"Emerald Banner (IRE)"	"4.00"	"5.4"	"Handicap"	"4"	"5"	"Foley, Shane"	"Harrington, Mrs John"
"13:50:00"	"2024-09-15"	"Curragh"	"Moltophino (IRE)"	"33.00"	"58.05"	"Handicap"	"15"	"25"	"Kennedy, K G"	"Kinsella, J A"
"17:55:00"	"2024-09-11"	"Cork"	"Hezahunk (IRE)"	"7.50"	"11"	"Handicap"	"9"	"16"	"Caffrey, Adam"	"McGuinness, Adrian"
"15:48:00"	"2024-09-03"	"Chepstow"	"Umming N Ahing"	"18.00"	"23"	"Handicap"	"5"	"8"	"Mangan, Gina"	"Turner, W G M"
"17:10:00"	"2024-08-25"	"Yarmouth"	"Dion Baker (IRE)"	"1.00"	"2.12"	"Handicap"	"1"	"4"	"Keenan, Darragh"	"Wigham, M"
"19:55:00"	"2024-08-19"	"Windsor"	"Diamond Cottage"	"4.00"	"6.2"	"Handicap"	"6"	"12"	"Mangan, Gina"	"Saunders, M S"
"19:55:00"	"2024-08-19"	"Windsor"	"Little White Dove (IRE)"	"66.00"	"120"	"Handicap"	"7"	"12"	"Heard, Tyler"	"Usher, M D I"
"14:45:00"	"2024-08-17"	"Ripon"	"Maxi Boy"	"18.00"	"25.95"	"Handicap"	"16"	"16"	"Gray, S A"	"Mcsharry, Fionn"
"17:45:00"	"2024-08-12"	"Ayr"	"Iva Batt (IRE)"	"11.00"	"14.32"	"Handicap"	"4"	"7"	"Muir, Paula"	"Watson, R K"
"19:42:00"	"2024-08-10"	"Ayr"	"John Kirkup"	"8.00"	"11.85"	"Handicap"	"3"	"15"	"Muir, Paula"	"Thompson, D W"
"17:13:00"	"2024-08-05"	"Carlisle"	"Jkr Cobbler (IRE)"	"11.00"	"17"	"Handicap"	"5"	"10"	"Crawford, Miss Hannah"	"Jardine, I"
"15:35:00"	"2024-08-03"	"Goodwood"	"Billyjoh"	"6.50"	"9.36"	"Handicap"	"3"	"25"	"Ryan, Rossa"	"Appleby, M"
"20:00:00"	"2024-07-27"	"Salisbury"	"Werenotreallyhere"	"5.00"	"7.52"	"Handicap"	"2"	"10"	"Rooke, George"	"Steele, Daniel"
"19:35:00"	"2024-07-12"	"Chepstow"	"Believe You Me (IRE)"	"3.50"	"5.24"	"Handicap"	"1"	"15"	"Whelan, Trevor"	"Main, Mrs H S"
"14:15:00"	"2024-07-12"	"Ascot"	"Royal Parade (IRE)"	"28.00"	"46.43"	"Handicap"	"10"	"11"	"Peate, Jonny"	"Kelleway, Miss Gay"
"21:00:00"	"2024-07-08"	"Ripon"	"Zaman Daar (IRE)"	"5.50"	"8.82"	"Handicap"	"6"	"11"	"Marquand, Tom"	"Mohammed, Ismail"
"20:45:00"	"2024-06-29"	"Lingfield"	"Em Jay Kay"	"1.38"	"2.52"	"Handicap"	"3"	"6"	"Planas, Connor"	"McEntee, P S"
"15:45:00"	"2024-06-22"	"Ascot"	"Vadream"	"100.00"	"188.57"	"Non-Handicap"	"5"	"13"	"Shoemark, Kieran"	"Fellowes, Charlie"
"19:30:00"	"2024-06-17"	"Windsor"	"Jimmy Speaking"	"3.33"	"4.62"	"Handicap"	"2"	"6"	"Sousa, Silvestre De"	"Dwyer, C A"
"19:20:00"	"2024-06-12"	"Hamilton"	"Angel Of England"	"2.25"	"3.54"	"Handicap"	"5"	"6"	"Rodriguez, Callum"	"Bethell, Ed"
"16:50:00"	"2024-05-27"	"Yarmouth"	"Primrose Maid"	"33.00"	"42"	"Handicap"	"6"	"10"	"Ffrench, Royston"	"Dunnett, Mrs C A"
"14:50:00"	"2024-05-22"	"Ayr"	"Doon The Glen"	"3.00"	"4.86"	"Handicap"	"7"	"10"	"Winn, Mark"	"Goldie, J S"
"19:30:00"	"2024-05-20"	"Carlisle"	"Sacred Falls (IRE)"	"1.63"	"2.99"	"Handicap"	"1"	"8"	"Pyle, William"	"Scott, Miss Katie"
"16:10:00"	"2024-05-18"	"Newbury"	"Lethal Levi"	"7.50"	"9.69"	"Handicap"	"1"	"11"	"Lee, Clifford"	"Burke, K R"
"14:23:00"	"2024-05-17"	"Newmarket (Rowley)"	"One Hart (IRE)"	"25.00"	"32.67"	"Handicap"	"9"	"10"	"Gunn, Molly"	"Donovan, D"
"15:40:00"	"2024-05-11"	"Naas"	"Verified (IRE)"	"40.00"	"60.71"	"Handicap"	"7"	"14"	"McCullagh, N G"	"Weld, Charles"
"13:42:00"	"2024-05-02"	"Redcar"	"Kingsford"	"12.00"	"20.43"	"Handicap"	"3"	"12"	"Jary, Alex"	"Tuer, Grant"
"14:10:00"	"2024-04-27"	"Haydock"	"Nights Over Egypt (IRE)"	"12.00"	"18.53"	"Handicap"	"11"	"12"	"Watson, Jason"	"Menzies, Rebecca"
"15:57:00"	"2023-11-04"	"Newmarket (Rowley)"	"Dirtyoldtown (IRE)"	"22.00"	"14.5"	"Handicap"	"1"	"17"	"Strydom, Kyle"	"Cunha, Dylan"
