RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"19:00:00"	"2026-07-31"	"Newmarket (July)"	"Spring Bloom"	"1.63"	"2.8"	"Handicap"	"1"	"10"	"Callan, N"	"Butler, John"
"19:00:00"	"2026-07-31"	"Newmarket (July)"	"Robert Anstruther"	"3.33"	"5.26"	"Handicap"	"2"	"10"	"Currie, Nicola"	"Candy, H"
"19:00:00"	"2026-07-31"	"Newmarket (July)"	"Tanmawwy (IRE)"	"20.00"	"26.28"	"Handicap"	"9"	"10"	"Clutterbuck, Rhys"	"Main, Mrs H S"
"16:45:00"	"2026-07-31"	"Goodwood"	"Super Tuscan (IRE)"	"28.00"	"55"	"Handicap Nursery"	"6"	"18"	"Bishop, Charles"	"Houghton, Eve Johnson"
"14:25:00"	"2026-07-30"	"Goodwood"	"Flann Sunna (IRE)"	"1.00"	"2.14"	"Non-Handicap"	"5"	"10"	"Buick, William"	"Crisford, Simon"
"14:25:00"	"2026-07-30"	"Goodwood"	"Big Cigar (IRE)"	"22.00"	"30.12"	"Non-Handicap"	"7"	"10"	"Orr, Oisin"	"Fahey, R A"
"17:00:00"	"2026-07-29"	"Goodwood"	"Under The Twilight"	"6.50"	"14"	"Handicap"	"2"	"26"	"Davies, Harry"	"Blake, Michael"
"17:00:00"	"2026-07-29"	"Goodwood"	"Cashbox (IRE)"	"18.00"	"24"	"Handicap"	"5"	"26"	"Egan, David"	"Hills, Charles"
"17:00:00"	"2026-07-29"	"Goodwood"	"Expert Agent"	"22.00"	"42.09"	"Handicap"	"6"	"26"	"Ghiani, Marco"	"Williams, S C"
"17:00:00"	"2026-07-29"	"Goodwood"	"Sir Garfield (IRE)"	"9.00"	"11.55"	"Handicap"	"8"	"26"	"Hart, Jason"	"Quinn, J J"
"17:00:00"	"2026-07-29"	"Goodwood"	"Charlie Mason"	"40.00"	"83.36"	"Handicap"	"12"	"26"	"Coppins, Myla"	"Carroll, A W"
"17:00:00"	"2026-07-29"	"Goodwood"	"Kesta (IRE)"	"66.00"	"130"	"Handicap"	"13"	"26"	"Bishop, Charles"	"Houghton, Eve Johnson"
"17:00:00"	"2026-07-29"	"Goodwood"	"Calling A Star"	"10.00"	"14"	"Handicap"	"22"	"26"	"Buick, William"	"Hughes, Richard"
"16:20:00"	"2026-07-29"	"Redcar"	"Golden Prosperity (IRE)"	"12.00"	"14.13"	"Handicap"	"7"	"9"	"Dickson, Mr Jake"	"Coyle, Tony"
"14:05:00"	"2026-07-29"	"Redcar"	"Archduke Ferdinand (IRE)"	"2.75"	"4.08"	"Handicap"	"1"	"7"	"Farmer, Shay"	"Spencer, Seb"
"20:30:00"	"2026-07-28"	"Ffos Las"	"Diamondsinthesand (IRE)"	"2.75"	"4.4"	"Handicap"	"6"	"9"	"Langley, Miss Taryn"	"Wintle, A"
"17:55:00"	"2026-07-28"	"Goodwood"	"Sing The Blues (IRE)"	"7.00"	"11.65"	"Handicap"	"1"	"20"	"Fallon, Cieren"	"Dunne, M"
"17:55:00"	"2026-07-28"	"Goodwood"	"Rubys Angel (IRE)"	"18.00"	"28.63"	"Handicap"	"5"	"20"	"Probert, David"	"Palmer, Hugo"
"17:55:00"	"2026-07-28"	"Goodwood"	"Rogue Attraction (IRE)"	"14.00"	"15.34"	"Handicap"	"7"	"20"	"Davies, Harry"	"Bethell, Ed"
"17:55:00"	"2026-07-28"	"Goodwood"	"Angel Shared"	"28.00"	"33.07"	"Handicap"	"9"	"20"	"Lee, Clifford"	"Hollinshead, Steph"
"17:55:00"	"2026-07-28"	"Goodwood"	"Diamont Katie (IRE)"	"22.00"	"32"	"Handicap"	"11"	"20"	"Nicholls, Mr Jack"	"Burke, K R"
"17:55:00"	"2026-07-28"	"Goodwood"	"Bintaryana"	"10.00"	"15.33"	"Handicap"	"14"	"20"	"Morris, Luke"	"Knight, W J"
"17:55:00"	"2026-07-28"	"Goodwood"	"Stormy Impact"	"12.00"	"18"	"Handicap"	"15"	"20"	"Fentiman, Warren"	"Fahey, R A"
"17:55:00"	"2026-07-28"	"Goodwood"	"Paradise Walk (IRE)"	"18.00"	"28.47"	"Handicap"	"17"	"20"	"Greatrex, Edward"	"Beckett, R M"
"19:28:00"	"2026-07-27"	"Windsor"	"Star Chorus (IRE)"	"25.00"	"29.5"	"Handicap"	"6"	"13"	"Hornby, Rob"	"Murphy, Mike"
"19:28:00"	"2026-07-27"	"Windsor"	"Amazonian Dream (IRE)"	"3.33"	"5.48"	"Handicap"	"7"	"13"	"Murphy, Oisin"	"Millman, B R"
"19:28:00"	"2026-07-27"	"Windsor"	"Hucklesbrook"	"7.50"	"10.5"	"Handicap"	"10"	"13"	"Edmunds, Lewis"	"Teal, R A"
"14:45:00"	"2026-07-27"	"Ayr"	"Water Of Leith (IRE)"	"5.00"	"6.75"	"Handicap"	"5"	"9"	"Winn, Mark"	"Goldie, J S"
"19:30:00"	"2026-07-25"	"Lingfield"	"The Feminine Urge (IRE)"	"16.00"	"20"	"Handicap"	"2"	"7"	"Heard, Tyler"	"Harris, Miss G"
"19:30:00"	"2026-07-25"	"Lingfield"	"Spacewoman"	"3.00"	"5"	"Handicap"	"5"	"7"	"Currie, Nicola"	"Candy, H"
"19:30:00"	"2026-07-25"	"Lingfield"	"Be An Angel"	"2.50"	"3.55"	"Handicap"	"6"	"7"	"Jamin, Pierre-Louis"	"Millman, B R"
"19:15:00"	"2026-07-25"	"Salisbury"	"Thunderous Love"	"7.50"	"8.26"	"Handicap"	"2"	"10"	"Tubb, Olivia"	"Portman, J G"
"19:15:00"	"2026-07-25"	"Salisbury"	"Maid In Devon"	"1.75"	"3.29"	"Handicap"	"6"	"10"	"Crouch, Hector"	"Millman, B R"
"14:00:00"	"2026-07-25"	"York"	"Yes Im Mali"	"22.00"	"30.61"	"Handicap"	"7"	"21"	"Winn, Mark"	"OMeara, D"
"14:00:00"	"2026-07-25"	"York"	"Addison Grey"	"7.00"	"10.5"	"Handicap"	"9"	"21"	"Ryan, Rossa"	"Cox, C G"
"14:00:00"	"2026-07-25"	"York"	"Commanche Falls"	"33.00"	"55"	"Handicap"	"11"	"21"	"Beasley, Connor"	"Dods, M"
"14:00:00"	"2026-07-25"	"York"	"Eternal Sunshine"	"22.00"	"44"	"Handicap"	"16"	"21"	"Young, Lauren"	"Goldie, J S"
"14:00:00"	"2026-07-25"	"York"	"Novello Lad"	"50.00"	"70"	"Handicap"	"17"	"21"	"Mulrennan, Paul"	"Midgley, P T"
"14:00:00"	"2026-07-25"	"York"	"We Never Stop (IRE)"	"33.00"	"60"	"Handicap"	"21"	"21"	"Stott, Kevin"	"Ryan, K A"
"13:45:00"	"2026-07-25"	"Ascot"	"Nuit Declair (IRE)"	"12.00"	"15.33"	"Non-Handicap"	"4"	"11"	"Egan, David"	"Foy, Kevin"
"19:15:00"	"2026-07-24"	"York"	"Hk Fourteen (IRE)"	"50.00"	"90"	"Handicap"	"8"	"21"	"Hornby, Rob"	"Carroll, A W"
"19:15:00"	"2026-07-24"	"York"	"Spirit Of Applause"	"25.00"	"36"	"Handicap"	"10"	"21"	"Allan, David"	"Easterby, T D"
"19:15:00"	"2026-07-24"	"York"	"Tough Enough"	"50.00"	"79.78"	"Handicap"	"12"	"21"	"Jary, Alex"	"Brittain, Antony"
"19:15:00"	"2026-07-24"	"York"	"Raatea"	"50.00"	"91.39"	"Handicap"	"13"	"21"	"Marshall, Tom Kiely"	"Camacho, Miss J A"
"19:15:00"	"2026-07-24"	"York"	"Sugar Baby"	"28.00"	"40"	"Handicap"	"19"	"21"	"McHugh, B"	"Niven, P D"
"19:15:00"	"2026-07-24"	"York"	"Aberama Gold"	"12.00"	"24"	"Handicap"	"20"	"21"	"Whiteley, C J"	"OMeara, D"
"14:20:00"	"2026-07-24"	"Ascot"	"Blue Flight"	"5.50"	"8.8"	"Novices"	"4"	"8"	"Muscutt, D"	"Fanshawe, J R"
"19:05:00"	"2026-07-23"	"Newbury"	"Mumayaz (IRE)"	"6.00"	"8.79"	"Handicap"	"6"	"8"	"Coppins, Myla"	"Carroll, A W"
"19:05:00"	"2026-07-23"	"Newbury"	"Distant Rumble"	"5.00"	"6.52"	"Handicap"	"7"	"8"	"Leavy, Mr Joe"	"Teal, R A"
"15:45:00"	"2026-07-23"	"Doncaster"	"Sargent Dennis (IRE)"	"3.00"	"4.3"	"Handicap"	"7"	"8"	"Greatrex, Edward"	"Channon, Jack"
"20:20:00"	"2026-07-22"	"Leicester"	"Amelias Joy"	"2.50"	"3.96"	"Handicap"	"3"	"5"	"Probert, David"	"Herrington,M "
