RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"18:00:00"	"2026-07-31"	"Galway"	"Wheres My Jet (IRE)"	"6.50"	"8.86"	"Handicap Chase"	"10"	"20"	"Townend, P"	"Mullins, W P"
"18:40:00"	"2026-07-29"	"Galway"	"Will The Wise (IRE)"	"12.00"	"25"	"Handicap Chase"	"11"	"22"	"Donoghue, K M"	"Cromwell, Gavin Patrick"
"17:45:00"	"2026-07-28"	"Galway"	"Truckers Cruising (IRE)"	"50.00"	"270"	"Handicap Chase"	"13"	"20"	"Ewing, Sam"	"Elliott, Gordon"
"20:30:00"	"2026-07-24"	"Kilbeggan"	"Syracus Du Houx (FR)"	"16.00"	"30.32"	"Handicap Chase"	"6"	"14"	"Enright, P T"	"McKiernan, Oliver"
"19:39:00"	"2026-07-21"	"Ballinrobe"	"Fool Me Once (IRE)"	"12.00"	"22"	"Handicap Hurdle"	"11"	"16"	"Donoghue, K M"	"Cromwell, Gavin Patrick"
"14:32:00"	"2026-07-17"	"Killarney"	"Nytol (IRE)"	"33.00"	"95"	"Handicap Hurdle"	"PU"	"16"	"Shinnick, J P"	"OBrien, Terence"
"16:00:00"	"2026-07-12"	"Sligo"	"Saint Peregrine (IRE)"	"16.00"	"24.57"	"Handicap Hurdle"	"9"	"15"	"Slevin, J J"	"Ryan, John Patrick"
"18:15:00"	"2026-07-10"	"Cork"	"Theanniversary Man (IRE)"	"9.00"	"15.5"	"Handicap Hurdle"	"7"	"23"	"Sexton, K C"	"Barcoe, James M"
"16:50:00"	"2026-06-30"	"Wexford"	"Sophia Rose (IRE)"	"6.00"	"9.01"	"Beginners Chase"	"8"	"14"	"Stone-Walsh, C"	"Cromwell, Gavin Patrick"
"19:30:00"	"2026-06-09"	"Sligo"	"Aines Lad (IRE)"	"10.00"	"12.08"	"Handicap Hurdle"	"12"	"16"	"Dunne, Mr J"	"Smith, Matthew J"
"19:18:00"	"2026-06-08"	"Roscommon"	"Soldante (IRE)"	"10.00"	"16"	"Handicap Chase"	"1"	"14"	"Healy, Mr Kevin"	"Murphy, Ciaran"
"18:35:00"	"2026-05-25"	"Ballinrobe"	"Native Speaker (IRE)"	"12.00"	"18.5"	"Handicap Chase"	"1"	"16"	"OKeeffe, Darragh"	"Bromhead, Henry De"
"19:00:00"	"2026-05-22"	"Downpatrick"	"Giant Haystacks (IRE)"	"5.50"	"7.4"	"Beginners Chase"	"4"	"14"	"Gilligan, D J"	"OSullivan, Ross"
"14:05:00"	"2026-05-16"	"Wexford"	"Miss Lia (IRE)"	"10.00"	"17.5"	"Handicap Hurdle"	"10"	"14"	"Roche, T P"	"Rothwell, P J"
"17:50:00"	"2026-05-13"	"Punchestown"	"Low Style (FR)"	"4.50"	"7.11"	"Handicap Hurdle"	"3"	"19"	"Flanagan, S W"	"Connell, B"
"19:28:00"	"2026-05-12"	"Sligo"	"Dunany Point (IRE)"	"5.50"	"8.6"	"Handicap Hurdle"	"10"	"16"	"Buckley, Kieran"	"Maxwell, Conor"
"13:15:00"	"2026-05-09"	"Haydock"	"Bubble Dubi (FR)"	"40.00"	"46"	"Handicap Hurdle"	"PU"	"16"	"Hammond, Charlie"	"Edmunds, Stuart"
"15:45:00"	"2026-05-02"	"Punchestown"	"Montregard (FR)"	"4.50"	"6.2"	"Handicap Chase"	"3"	"21"	"Burke, Jonathan"	"Lacey, T"
"15:45:00"	"2026-05-02"	"Punchestown"	"Dartmoor Pirate"	"16.00"	"30.75"	"Handicap Chase"	"PU"	"21"	"Flanagan, S W"	"Honeyball, A J"
"17:25:00"	"2026-05-01"	"Punchestown"	"Ol Man Dingle (IRE)"	"33.00"	"55"	"Handicap Novices Chase"	"7"	"22"	"Doyle, R A"	"Griffin, Eoin"
"16:50:00"	"2026-04-30"	"Punchestown"	"Western Diego (IRE)"	"25.00"	"50"	"Handicap Chase"	"14"	"20"	"Hayes, Brian"	"Mullins, W P"
"15:40:00"	"2026-04-28"	"Punchestown"	"Touch Me Not (IRE)"	"22.00"	"26.28"	"Handicap Hurdle"	"20"	"21"	"Kennedy, J W"	"Elliott, Gordon"
"13:45:00"	"2026-04-17"	"Ayr"	"The Gray Ghost (IRE)"	"7.00"	"9.8"	"Handicap Hurdle"	"4"	"15"	"Pritchard, Mr Callum"	"Llewellyn, Robert"
"16:30:00"	"2026-04-16"	"Limerick"	"Rebel Cowgirl (IRE)"	"4.50"	"7.27"	"Handicap Hurdle"	"6"	"14"	"Quirke, Mr C M"	"Cahill, Mark"
"17:35:00"	"2026-03-31"	"Newcastle"	"Nottodaybobo (IRE)"	"14.00"	"21"	"Handicap Hurdle"	"3"	"13"	"Thompson, Joshua"	"Hammond, Micky"
"16:50:00"	"2026-03-27"	"Wetherby"	"Eire Street (IRE)"	"28.00"	"50.85"	"Handicap Hurdle"	"8"	"15"	"Thompson, Joshua"	"Stephen, Mrs Jackie"
"16:42:00"	"2026-03-20"	"Newbury"	"High Treason"	"12.00"	"18.72"	"Handicap Hurdle"	"11"	"14"	"Twiston-Davies, Sam"	"Twiston-Davies, N A"
"15:00:00"	"2026-03-19"	"Cork"	"The Toothpicker (IRE)"	"22.00"	"30"	"Handicap Hurdle"	"5"	"22"	"OKeeffe, Darragh"	"Budds, David Kenneth"
"15:00:00"	"2026-03-19"	"Cork"	"Kingdom Calling (FR)"	"25.00"	"50"	"Handicap Hurdle"	"10"	"22"	"OConnor, Mr T E"	"McCarthy, Eoin Christopher"
"14:00:00"	"2026-03-13"	"Cheltenham"	"Wilful (IRE)"	"14.00"	"18.07"	"Handicap Hurdle"	"1"	"23"	"ONeill, Jonjo (Jr)"	"ONeill, Jonjo and AJ"
"17:20:00"	"2026-03-12"	"Cheltenham"	"The Enabler (IRE)"	"18.00"	"27"	"Handicap Chase"	"6"	"23"	"James, Mr R"	"Elliott, Gordon"
"16:40:00"	"2026-03-12"	"Cheltenham"	"Ikarak (FR)"	"40.00"	"54.19"	"Handicap Hurdle"	"3"	"24"	"Bowen, Sean P"	"Murphy, Olly"
"16:40:00"	"2026-03-11"	"Cheltenham"	"Jasko Des Dames (FR)"	"33.00"	"54.49"	"Handicap Chase"	"5"	"20"	"OKeeffe, Darragh"	"Bromhead, Henry De"
"15:20:00"	"2026-03-10"	"Cheltenham"	"Johnnywho (IRE)"	"18.00"	"25.86"	"Handicap Chase"	"1"	"22"	"McLernon, R P"	"ONeill, Jonjo and AJ"
"15:20:00"	"2026-03-10"	"Cheltenham"	"Imperial Saint (FR)"	"20.00"	"31.63"	"Handicap Chase"	"8"	"22"	"Pritchard, Mr Callum"	"Hobbs, P J / White, J"
