RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"16:17:00"	"2026-07-17"	"Killarney"	"Love Like This (IRE)"	"3.50"	"5.1"	"Handicap Chase"	"3"	"15"	"King, D"	"Ryan, John Patrick"
"19:37:00"	"2026-05-11"	"Killarney"	"Lifetime Ambition (IRE)"	"2.00"	"3.81"	"Hunters Chase"	"3"	"12"	"OConnor, Derek"	"Doyle, P M J"
"16:15:00"	"2026-04-09"	"Taunton"	"Always Busy (IRE)"	"1.88"	"3.66"	"Handicap Chase"	"3"	"6"	"Tudor, Jack"	"Williams, Christian"
"14:12:00"	"2026-04-04"	"Haydock"	"Smart Decision"	"11.00"	"14.27"	"Handicap Hurdle"	"5"	"11"	"Bowen, James C"	"Easterby, T D"
"16:42:00"	"2026-03-26"	"Clonmel"	"Isdistheone (IRE)"	"10.00"	"14.19"	"Maiden Hurdle"	"5"	"12"	"Smith, Mr James"	"Murphy, Robert"
"16:37:00"	"2026-03-22"	"Limerick"	"Baldurs Gate (IRE)"	"9.00"	"12"	"Handicap Chase"	"3"	"7"	"Flanagan, S W"	"OShea, Miss Denise Marie"
"13:55:00"	"2026-02-10"	"Limerick"	"Timmy Tuesday (IRE)"	"2.50"	"4.67"	"Claimer Hurdle"	"3"	"6"	"Kennedy, J W"	"Elliott, Gordon"
"15:00:00"	"2026-01-24"	"Cheltenham"	"Brentford Hope"	"50.00"	"90"	"Hurdle"	"3"	"4"	"Obrien, P V"	"Derham, Harry"
"12:12:00"	"2025-12-20"	"Thurles"	"Love Like This (IRE)"	"11.00"	"14.23"	"Handicap Chase"	"PU"	"16"	"Mullins, D E"	"Ryan, John Patrick"
"15:05:00"	"2025-12-11"	"Taunton"	"Glajou (FR)"	"50.00"	"110"	"Handicap Chase"	"6"	"9"	"McLernon, R P"	"Mulholland, N P"
"12:22:00"	"2025-10-26"	"Fontwell"	"St Lukes Chelsea"	"12.00"	"17.56"	"Handicap Hurdle"	"4"	"6"	"Anderson, Joe"	"Walford, Robert"
"16:02:00"	"2025-10-12"	"Cork"	"Chosen Shant (IRE)"	"7.00"	"11.94"	"Novices Chase"	"4"	"4"	"Enright, P T"	"King, Aengus"
"15:23:00"	"2025-10-10"	"Downpatrick"	"Parkgarve (IRE)"	"6.50"	"7.94"	"Handicap Hurdle"	"3"	"9"	"Ewing, Sam"	"Donoghue, Ian"
"16:15:00"	"2025-10-04"	"Gowran Park"	"Monbeg Park (IRE)"	"22.00"	"40"	"Chase"	"4"	"5"	"Slevin, J J"	"Foley, Jack"
"16:00:00"	"2025-09-25"	"Listowel"	"Katherine (IRE)"	"12.00"	"21"	"Handicap Hurdle"	"13"	"17"	"Sexton, Mr H E"	"Sexton, Adrian"
"16:30:00"	"2025-09-09"	"Newton Abbot"	"Juggernaut (FR)"	"0.91"	"1.98"	"Handicap Chase"	"2"	"4"	"Twiston-Davies, Sam"	"Honeyball, A J"
"16:53:00"	"2025-08-25"	"Downpatrick"	"Sea Of Doubt (IRE)"	"5.50"	"7.7"	"Handicap Chase"	"UR"	"8"	"Donoghue, K M"	"Donoghue, Ian"
"14:45:00"	"2025-08-23"	"Cartmel"	"Raincloud"	"40.00"	"90"	"Handicap Hurdle"	"9"	"10"	"Doyle, Alan"	"Chapman, M C"
"14:55:00"	"2025-08-03"	"Galway"	"Zanahiyr (IRE)"	"2.25"	"3.6"	"Chase"	"1"	"4"	"Kennedy, J W"	"Elliott, Gordon"
"18:48:00"	"2025-06-16"	"Kilbeggan"	"The Friday Man"	"33.00"	"46.83"	"Handicap Hurdle"	"5"	"10"	"Sexton, K C"	"Elliott, Gordon"
"14:40:00"	"2025-06-09"	"Southwell"	"Fast Deal"	"40.00"	"50"	"Handicap Chase"	"PU"	"6"	"Best, J A"	"Chapman, M C"
"16:50:00"	"2025-03-15"	"Thurles"	"Love Like This (IRE)"	"10.00"	"16.84"	"Handicap Hurdle"	"2"	"15"	"OKeeffe, Sean F"	"Ryan, John Patrick"
"14:20:00"	"2025-02-23"	"Naas"	"Kool One (SPA)"	"5.50"	"8.09"	"Hurdle"	"2"	"5"	"Ryan, Mr I"	"Maxwell, Conor"
"14:50:00"	"2024-12-08"	"Cork"	"King Ferdinand (IRE)"	"25.00"	"63.06"	"Handicap Hurdle"	"6"	"18"	"OSullivan, Mr M J M"	"OSullivan, Eugene M"
"14:17:00"	"2024-12-07"	"Navan"	"Must Be Obeyed (IRE)"	"28.00"	"53.66"	"Handicap Chase"	"8"	"19"	"Meyler, D"	"Gibney, Thomas"
"14:45:00"	"2024-11-29"	"Thurles"	"Delias Pet (IRE)"	"3.50"	"5.55"	"Handicap Hurdle"	"3"	"7"	"King, D"	"Doyle, Timothy"
"13:05:00"	"2024-11-21"	"Thurles"	"Ricky Langford (IRE)"	"7.00"	"11"	"Handicap Chase"	"3"	"8"	"Torrens, Simon"	"Rothwell, P J"
"13:00:00"	"2024-11-05"	"Sedgefield"	"Trailblazer"	"10.00"	"12.5"	"Handicap Hurdle"	"8"	"11"	"Maggs, Mr William"	"Nicol, Adam"
"16:00:00"	"2024-10-06"	"Killarney"	"Coole Arcade (IRE)"	"11.00"	"12.5"	"Handicap Chase"	"4"	"9"	"OSullivan, Mr M J M"	"Coakley, Charles"
"17:55:00"	"2024-08-23"	"Kilbeggan"	"Good World (IRE)"	"20.00"	"30"	"Handicap Hurdle"	"1"	"14"	"Doyle, R A"	"Griffin, Eoin"
"19:05:00"	"2024-08-08"	"Sligo"	"Bobbysingindablues (IRE)"	"4.50"	"7"	"Maiden Hurdle"	"F"	"10"	"Gilligan, D J"	"Gilligan, Paul John"
"14:30:00"	"2024-08-03"	"Galway"	"Dartan"	"20.00"	"21.03"	"Handicap Hurdle"	"11"	"18"	"Mullins, D E"	"Smith, Matthew J"
"17:10:00"	"2024-07-05"	"Newton Abbot"	"Sevenofus (IRE)"	"6.00"	"8.67"	"Handicap Hurdle"	"3"	"9"	"Reed, Harry"	"Gray, C J"
"18:22:00"	"2024-04-25"	"Wexford"	"Sadies Diamond (IRE)"	"150.00"	"1000"	"Beginners Chase"	"5"	"7"	"McGarvey, J S"	"Hanlon, John Joseph"
"16:35:00"	"2024-02-29"	"Wetherby"	"Paddy Omahler (IRE)"	"14.00"	"24.26"	"Handicap Hurdle"	"4"	"9"	"Chapman, Ross"	"Smith, Mrs S J"
"14:25:00"	"2023-10-10"	"Punchestown"	"One Cool Poet (IRE)"	"18.00"	"31.41"	"Handicap Hurdle"	"2"	"18"	"Donoghue, K M"	"Smith, Matthew J"
"16:35:00"	"2023-09-30"	"Gowran Park"	"Mister Fogpatches (IRE)"	"100.00"	"186.33"	"Chase"	"5"	"6"	"Mullins, D E"	"Fahy, P A"
"17:20:00"	"2023-09-01"	"Wexford"	"Florey Spud (IRE)"	"11.00"	"14.5"	"Handicap Hurdle"	"7"	"12"	"Donoghue, K M"	"ODonnell, P F"
"14:20:00"	"2023-08-06"	"Galway"	"Takarengo (IRE)"	"3.50"	"4.9"	"Handicap Hurdle"	"5"	"16"	"Mullins, D E"	"Mullins, Thomas"
"16:40:00"	"2023-07-09"	"Market Rasen"	"Shetland Bus (GER)"	"10.00"	"13.54"	"Handicap Chase"	"3"	"5"	"Hughes, Brian"	"Newland, Dr R D P"
"15:30:00"	"2023-06-18"	"Downpatrick"	"Rock On Seamie (IRE)"	"5.00"	"7.6"	"Handicap Hurdle"	"1"	"8"	"King, D"	"Hackett, Ray"
"15:35:00"	"2023-06-07"	"Newton Abbot"	"Hunting Percival"	"2.75"	"4"	"Handicap Hurdle"	"PU"	"11"	"Cobden, Harry"	"Hosie, Syd"
"15:22:00"	"2023-01-07"	"Cork"	"Bread And Butter (IRE)"	"2.50"	"3.79"	"Handicap Chase"	"6"	"8"	"Ewing, Sam"	"Markham, Ms Helen P"
"13:40:00"	"2023-01-01"	"Tramore"	"Well Polly (IRE)"	"6.00"	"10.16"	"Handicap Hurdle"	"PU"	"13"	"Blackmore, Rachael"	"Lee, Miss J M"
"13:52:00"	"2022-11-08"	"Fairyhouse"	"Chainofconsequence (IRE)"	"66.00"	"270"	"Maiden Hurdle"	"9"	"16"	"Dempsey, Luke"	"King, Aengus"
"14:05:00"	"2022-10-31"	"Wexford"	"Ricky Bobby (IRE)"	"11.00"	"19.9"	"Handicap Hurdle"	"PU"	"13"	"McCurtin, Ambrose"	"Walsh, John J"
"17:20:00"	"2022-10-07"	"Downpatrick"	"Important Message"	"16.00"	"25.47"	"Handicap Chase"	"12"	"13"	"Flanagan, S W"	"Dunne, David Peter"
"16:00:00"	"2022-10-06"	"Warwick"	"John Betjeman"	"14.00"	"16.5"	"Handicap Hurdle"	"5"	"9"	"Gillard, Fergus"	"Gillard, Mark"
"14:52:00"	"2022-10-01"	"Gowran Park"	"Kilashee (IRE)"	"12.00"	"11.66"	"Handicap Hurdle"	"12"	"18"	"Mullins, D E"	"Ryan, John Patrick"
"14:15:00"	"2022-09-23"	"Listowel"	"Darkened (IRE)"	"25.00"	"42"	"Handicap Hurdle"	"11"	"17"	"Hogan, D G"	"Hogan, Denis Gerard"
"18:00:00"	"2022-09-02"	"Kilbeggan"	"Chief Seattle (IRE)"	"5.00"	"9.3"	"Handicap Hurdle"	"5"	"16"	"Mullins, D E"	"Ryan, John Patrick"
"15:35:00"	"2022-08-29"	"Downpatrick"	"Rare Conor (IRE)"	"6.50"	"8.4"	"Handicap Hurdle"	"2"	"12"	"OKeeffe, Darragh"	"Gibney, Thomas"
"19:30:00"	"2022-08-12"	"Tramore"	"Wheres Bunny (IRE)"	"4.00"	"5.3"	"Handicap Hurdle"	"7"	"14"	"Mullins, D E"	"Dooly, N"
"19:35:00"	"2022-08-04"	"Sligo"	"Bal De Rio (FR)"	"18.00"	"23.45"	"Handicap Hurdle"	"6"	"8"	"Hogan, D G"	"Hogan, Denis Gerard"
"14:00:00"	"2022-07-30"	"Galway"	"Merlin Giant (FR)"	"3.33"	"5.05"	"Maiden Hurdle"	"1"	"17"	"Meyler, D"	"Mullins, Emmet"
"19:40:00"	"2022-05-27"	"Limerick"	"Bitview Colin (IRE)"	"7.00"	"10.49"	"Handicap Chase"	"2"	"15"	"Mullins, D E"	"Ryan, John Patrick"
