RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"17:00:00"	"2025-10-08"	"Nottingham"	"Upper Hand (IRE)"	"20.00"	"48"	"Handicap"	"6"	"13"	"Applegate, Lloyd"	"Newland, Dr R D P"
"17:00:00"	"2025-10-08"	"Nottingham"	"Rock N It (IRE)"	"12.00"	"16.5"	"Handicap"	"10"	"13"	"Nicholls, Mr Jack"	"Loughnane, Daniel Mark"
"14:52:00"	"2025-10-08"	"Navan"	"Stock Market"	"20.00"	"32"	"Handicap Nursery"	"4"	"13"	"Frain, Freya"	"OBrien, A P"
"14:52:00"	"2025-10-08"	"Navan"	"Cisterna (IRE)"	"4.00"	"5.89"	"Handicap Nursery"	"7"	"13"	"Coen, S"	"Slattery, Andrew"
"14:22:00"	"2025-10-08"	"Navan"	"Poweracclaim (IRE)"	"3.50"	"6.19"	"Maiden"	"5"	"12"	"Coen, Ben M"	"Murtagh, J P"
"17:35:00"	"2025-10-07"	"Leicester"	"Big Apple Jack"	"6.50"	"8.5"	"Handicap"	"7"	"14"	"Mason, Joanna"	"Easterby, M W"
"15:00:00"	"2025-10-07"	"Leicester"	"Arry Up"	"4.50"	"6.8"	"Handicap Nursery"	"1"	"14"	"Edmunds, Lewis"	"Millman, B R"
"15:00:00"	"2025-10-07"	"Leicester"	"Madman"	"7.00"	"11"	"Handicap Nursery"	"2"	"14"	"Voikhansky, Alexander"	"Ward, Tom"
"15:00:00"	"2025-10-07"	"Leicester"	"Giles Glory (IRE)"	"8.00"	"12.5"	"Handicap Nursery"	"7"	"14"	"Lee, Clifford"	"Parr, Joseph"
"14:30:00"	"2025-10-07"	"Leicester"	"Fordham Flyer"	"12.00"	"16"	"Novices"	"4"	"7"	"Hardie, Cameron"	"Kirby, P A"
"15:45:00"	"2025-10-02"	"Bellewstown"	"Whatswrongnow (IRE)"	"6.00"	"7.6"	"Handicap"	"4"	"12"	"Heffernan, J A"	"Burke, Batt"
"15:45:00"	"2025-10-02"	"Bellewstown"	"Happy Henry (IRE)"	"11.00"	"13"	"Handicap"	"5"	"12"	"Crosse, Nathan"	"McCreery, W"
"17:13:00"	"2025-10-01"	"Musselburgh"	"Fear And Fast"	"4.50"	"6"	"Handicap"	"2"	"6"	"Fraser, Kaiya"	"Goldie, J S"
"15:23:00"	"2025-10-01"	"Bellewstown"	"Arklow Lad (IRE)"	"3.33"	"5.4"	"Maiden"	"1"	"7"	"McDonogh, D P"	"Cotter, Kieran P"
"15:23:00"	"2025-10-01"	"Bellewstown"	"Snowballs (IRE)"	"12.00"	"23"	"Maiden"	"4"	"7"	"Crosse, Nathan"	"McCreery, W"
"14:33:00"	"2025-10-01"	"Catterick"	"Master Harry (USA)"	"11.00"	"16.98"	"Handicap Nursery"	"2"	"4"	"McSweeney, O"	"Duffield, Mrs A"
"14:33:00"	"2025-10-01"	"Catterick"	"Bravo Hotel"	"2.25"	"3.42"	"Handicap Nursery"	"3"	"4"	"Garritty, Billy"	"Easterby, M W"
"14:30:00"	"2025-09-30"	"Ayr"	"Daizen (IRE)"	"10.00"	"17.5"	"Maiden"	"1"	"8"	"Allan, David"	"Menzies, Rebecca"
"14:30:00"	"2025-09-30"	"Ayr"	"Starmade (IRE)"	"3.00"	"4.3"	"Maiden"	"2"	"8"	"Fallon, Cieren"	"Dunlop, E A L"
"14:30:00"	"2025-09-30"	"Ayr"	"Valor Spirit (IRE)"	"7.50"	"12"	"Maiden"	"3"	"8"	"Garritty, Jack"	"Fahey, R A"
"14:30:00"	"2025-09-30"	"Ayr"	"Cosmic Man (IRE)"	"11.00"	"16"	"Maiden"	"4"	"8"	"McSweeney, O"	"Ryan, K A"
"13:40:00"	"2025-09-27"	"Ripon"	"Here Forever"	"0.25"	"1.27"	"Maiden"	"1"	"4"	"Tudhope, Daniel"	"Boughey, George"
"17:18:00"	"2025-09-25"	"Newmarket (Rowley)"	"Renewable Dream"	"14.00"	"18"	"Handicap"	"9"	"12"	"Sanna, G"	"Spencer, Seb"
"17:18:00"	"2025-09-25"	"Newmarket (Rowley)"	"Moon Sniper"	"16.00"	"27"	"Handicap"	"12"	"12"	"Edmunds, Lewis"	"Muir, W R"
"17:45:00"	"2025-09-24"	"Redcar"	"Mwafaq (IRE)"	"9.00"	"12.5"	"Handicap"	"11"	"11"	"Orr, Oisin"	"Fahey, R A"
"16:35:00"	"2025-09-24"	"Redcar"	"Bonnies Boy"	"6.00"	"8.4"	"Handicap"	"4"	"10"	"Fentiman, Warren"	"Fahey, R A"
"15:25:00"	"2025-09-24"	"Redcar"	"Hostility (IRE)"	"0.62"	"1.74"	"Novices"	"2"	"7"	"Tudhope, Daniel"	"OMeara, D"
"15:25:00"	"2025-09-24"	"Redcar"	"Four O Sevenseven"	"80.00"	"190"	"Novices"	"7"	"7"	"Pyle, William"	"Barron, T D"
"14:15:00"	"2025-09-24"	"Redcar"	"Red Savitar"	"14.00"	"23"	"Handicap Nursery"	"6"	"14"	"Hart, Jason"	"Palmer, Hugo"
"14:15:00"	"2025-09-24"	"Redcar"	"Dream More"	"12.00"	"13.42"	"Handicap Nursery"	"7"	"14"	"Allan, David"	"Easterby, T D"
"13:40:00"	"2025-09-24"	"Redcar"	"Hood Wink"	"5.50"	"8.2"	"Handicap Nursery"	"2"	"9"	"Allan, David"	"Easterby, T D"
"13:40:00"	"2025-09-24"	"Redcar"	"Lynxman (IRE)"	"3.00"	"4.3"	"Handicap Nursery"	"7"	"9"	"Hart, Jason"	"Morland, Jack"
"15:08:00"	"2025-09-23"	"Beverley"	"Beerwah (IRE)"	"7.50"	"11"	"Handicap"	"1"	"9"	"Hart, Jason"	"Quinn, J J"
"15:08:00"	"2025-09-23"	"Beverley"	"Commander Atkinson"	"12.00"	"14.52"	"Handicap"	"5"	"9"	"Robinson, Ben"	"Ellison, B"
"17:38:00"	"2025-09-22"	"Leicester"	"Baylando"	"28.00"	"36.48"	"Handicap"	"14"	"14"	"Muscutt, D"	"Murphy, Mike"
"17:15:00"	"2025-09-22"	"Hamilton"	"Kode Secret (IRE)"	"2.50"	"3.7"	"Handicap"	"6"	"6"	"Allan, David"	"Easterby, T D"
"16:43:00"	"2025-09-22"	"Hamilton"	"Simply Blue"	"7.00"	"9.8"	"Handicap"	"3"	"9"	"Eaves, Tom"	"Loughnane, David"
"14:10:00"	"2025-09-22"	"Leicester"	"Tea Leaf Ted (IRE)"	"50.00"	"80"	"Handicap"	"8"	"9"	"Lewis, Ashley"	"Davis, D J S Ffrench"
"16:02:00"	"2025-09-18"	"Yarmouth"	"Lordsbridge Grey"	"16.00"	"19.93"	"Handicap"	"3"	"7"	"Rodriguez, Callum"	"Woods, S P C"
"14:15:00"	"2025-09-18"	"Ayr"	"Lucius Aurelius"	"20.00"	"34.01"	"Handicap"	"11"	"18"	"Eaves, Tom"	"Ryan, K A"
"14:15:00"	"2025-09-18"	"Ayr"	"Spring Corn"	"40.00"	"58.66"	"Handicap"	"16"	"18"	"Fentiman, Duran"	"Easterby, T D"
"14:15:00"	"2025-09-17"	"Beverley"	"Noelies Dream"	"9.00"	"13.35"	"Maiden"	"5"	"12"	"Hart, Jason"	"Cunha, Dylan"
"14:15:00"	"2025-09-17"	"Beverley"	"Sands Of Josepi (IRE)"	"5.00"	"7.17"	"Maiden"	"7"	"12"	"Robinson, Ben"	"Ellison, B"
"16:35:00"	"2025-09-16"	"Redcar"	"Renewable Dream"	"11.00"	"16.25"	"Handicap"	"3"	"11"	"Sanna, G"	"Spencer, Seb"
"15:55:00"	"2025-09-16"	"Yarmouth"	"Thurso"	"4.00"	"7.4"	"Handicap"	"6"	"12"	"Marsh, Finley"	"Hughes, Richard"
"15:55:00"	"2025-09-16"	"Yarmouth"	"Big Alex Walmsley"	"25.00"	"34"	"Handicap"	"9"	"12"	"Sayette, B D L"	"Gansera-Leveque, Mrs Ilka"
"15:55:00"	"2025-09-16"	"Yarmouth"	"My Mate Kev"	"16.00"	"22"	"Handicap"	"12"	"12"	"Sousa, Silvestre De"	"Dwyer, C A"
"15:33:00"	"2025-09-16"	"Redcar"	"Crafty Spirit (IRE)"	"80.00"	"151.29"	"Handicap"	"6"	"13"	"Hardie, Cameron"	"Wainwright, J S"
"14:55:00"	"2025-09-16"	"Yarmouth"	"Up The Agenda (IRE)"	"3.00"	"4.2"	"Handicap Nursery"	"1"	"8"	"Marquand, Tom"	"Morland, Jack"
"14:33:00"	"2025-09-16"	"Redcar"	"Schrodingers Cat"	"1.25"	"2.32"	"Novices"	"1"	"8"	"Rodriguez, Callum"	"Charlton, Roger/Harry"
"15:50:00"	"2025-09-15"	"Thirsk"	"Ottawa"	"20.00"	"29"	"Handicap Seller"	"2"	"12"	"Loughnane, Mr Billy"	"Parr, Joseph"
"14:50:00"	"2025-09-15"	"Thirsk"	"Walk On Walk On (IRE)"	"3.00"	"4.4"	"Handicap Nursery"	"4"	"11"	"Gray, S A"	"Donovan, D"
"14:50:00"	"2025-09-15"	"Thirsk"	"Grey Horizon"	"11.00"	"14"	"Handicap Nursery"	"8"	"11"	"Fentiman, Warren"	"Fahey, R A"
