RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"14:12:00"	"2026-07-26"	"Uttoxeter"	"Nicolai"	"80.00"	"200"	"Hurdle"	"PU"	"9"	"OFarrell, C"	"Mulholland, N P"
"15:30:00"	"2026-07-22"	"Worcester"	"Happy Chandler"	"40.00"	"60"	"Maiden Hurdle"	"5"	"9"	"Reed, Harry"	"Blake, Michael"
"17:39:00"	"2026-07-21"	"Ballinrobe"	"Max Meridius (IRE)"	"3.50"	"5.2"	"Handicap Hurdle"	"1"	"9"	"Mullins, D E"	"Mullins, Thomas"
"14:10:00"	"2026-07-18"	"Market Rasen"	"High Fibre (IRE)"	"3.50"	"5.1"	"Handicap Hurdle"	"1"	"13"	"Bowen, Sean P"	"Owen, J P"
"13:35:00"	"2026-07-18"	"Market Rasen"	"Arcimboldo"	"150.00"	"340"	"Novices Hurdle"	"PU"	"6"	"Maggs, Mr Charlie"	"Sowersby, M E"
"20:12:00"	"2026-07-16"	"Worcester"	"Ikigai Star (IRE)"	"10.00"	"11.82"	"Handicap Hurdle"	"3"	"6"	"Bass, David"	"Longsdon, C E"
"19:37:00"	"2026-07-16"	"Worcester"	"Chemistry (IRE)"	"2.50"	"4.19"	"Novices Hurdle"	"2"	"7"	"Quinlan, Sean"	"Candlish, Jennie"
"14:48:00"	"2026-07-15"	"Uttoxeter"	"Character Testing"	"4.00"	"6.01"	"Handicap Novices Hurdle"	"4"	"12"	"Hamilton, Jamie"	"Walford, Mark"
"16:47:00"	"2026-07-14"	"Downpatrick"	"Eastern Wind"	"66.00"	"180"	"Handicap Hurdle"	"9"	"13"	"Harvey, Mr B W"	"McCourt, T G"
"18:06:00"	"2026-07-10"	"Worcester"	"Geordie Mackem"	"80.00"	"160"	"Novices Hurdle"	"6"	"8"	"Best, J A"	"Davies, Miss Sarah-Jayne"
"13:30:00"	"2026-07-07"	"Uttoxeter"	"Rose Warrior"	"125.00"	"474.05"	"Novices Hurdle"	"8"	"10"	"Power, I J"	"Candlish, Jennie"
"19:18:00"	"2026-07-06"	"Roscommon"	"Syosset (IRE)"	"14.00"	"32"	"Handicap Hurdle"	"3"	"16"	"Harvey, A"	"McConnell, John C"
"16:10:00"	"2026-07-02"	"Limerick"	"Balance Of Trade (IRE)"	"50.00"	"135.64"	"Maiden Hurdle"	"5"	"9"	"Harvey, A"	"Mulligan, Paul"
"16:10:00"	"2026-07-02"	"Limerick"	"Boston Benjamin (IRE)"	"4.00"	"6.67"	"Maiden Hurdle"	"UR"	"9"	"Kennedy, J W"	"Elliott, Gordon"
"14:13:00"	"2026-06-21"	"Hexham"	"Bouboule"	"20.00"	"29"	"Handicap Hurdle"	"6"	"10"	"Noreci, Miss Leah"	"Boanas, Miss G"
"17:47:00"	"2026-06-17"	"Worcester"	"No More Bolero"	"1.88"	"3.07"	"Handicap Hurdle"	"1"	"8"	"Cobden, Harry"	"Owen, J P"
"15:15:00"	"2026-06-17"	"Worcester"	"Rogue Impact"	"2.75"	"4.01"	"Maiden Hurdle"	"2"	"8"	"Burke, Jonathan"	"Owen, J P"
"14:40:00"	"2026-06-17"	"Worcester"	"Genealogy"	"0.44"	"1.45"	"Maiden Hurdle"	"2"	"9"	"Cobden, Harry"	"Bramley, Faye"
"15:55:00"	"2026-06-14"	"Downpatrick"	"Annies Angel (IRE)"	"11.00"	"16"	"Novices Hurdle"	"4"	"10"	"Healy, Mr Kevin"	"McGuinness, Adrian"
"15:55:00"	"2026-06-14"	"Downpatrick"	"Beat The Devil (IRE)"	"100.00"	"232.07"	"Novices Hurdle"	"9"	"10"	"Treacy, R P"	"Magee, Patrick"
"14:20:00"	"2026-06-14"	"Downpatrick"	"Yup Bro (IRE)"	"125.00"	"680"	"Maiden Hurdle"	"13"	"14"	"Fitzsimons, S J"	"McConnell, John C"
"13:50:00"	"2026-06-14"	"Downpatrick"	"Tribal Moon (IRE)"	"20.00"	"27.31"	"Maiden Hurdle"	"7"	"12"	"Millar, Mr C P"	"Kelly, Noel C"
"18:42:00"	"2026-06-13"	"Uttoxeter"	"Roland Garros"	"18.00"	"26"	"Handicap Novices Hurdle"	"10"	"12"	"Quinlan, Jack"	"Burton, Hayley"
"13:42:00"	"2026-06-13"	"Hexham"	"Zephlyn (IRE)"	"14.00"	"16.85"	"Handicap Hurdle"	"PU"	"10"	"Maggs, Mr William"	"Whillans, Ewan"
"18:40:00"	"2026-06-11"	"Worcester"	"Amalfina"	"150.00"	"273.58"	"Maiden Hurdle"	"7"	"9"	"Bellamy, Tom"	"Jeffreys, D J"
"15:17:00"	"2026-06-07"	"Perth"	"Ravenscraig Castle"	"7.00"	"9.8"	"Handicap Hurdle"	"3"	"12"	"McMenamin, Daniel"	"Jardine, I"
"14:42:00"	"2026-06-07"	"Perth"	"Bouboule"	"40.00"	"60"	"Handicap Novices Hurdle"	"7"	"12"	"Hamilton, Jamie"	"Boanas, Miss G"
"17:05:00"	"2026-06-06"	"Hexham"	"Mount Eden (IRE)"	"5.50"	"7.4"	"Hurdle"	"3"	"6"	"Slevin, J J"	"Slevin, S"
"17:05:00"	"2026-06-06"	"Hexham"	"Steel Fixer"	"14.00"	"14.63"	"Hurdle"	"PU"	"6"	"Moscrop, Nathan"	"Ellison, B"
"13:30:00"	"2026-02-17"	"Market Rasen"	"Law Degree (IRE)"	"150.00"	"971.58"	"Maiden Hurdle"	"7"	"8"	"Midgley, Tom"	"Easterby, T D"
"15:00:00"	"2026-02-09"	"Catterick"	"Pigeon House (IRE)"	"33.00"	"60.66"	"Handicap Hurdle"	"2"	"8"	"Quinlan, Sean"	"Candlish, Jennie"
"13:13:00"	"2026-02-04"	"Ludlow"	"Lasswade"	"500.00"	"909.04"	"Hurdle"	"PU"	"8"	"Poste, Ben J"	"De Giles, Ed"
"13:02:00"	"2026-02-02"	"Southwell"	"Abingworth"	"7.00"	"10.49"	"Handicap Chase"	"PU"	"7"	"Twiston-Davies, Sam"	"Owen, J P"
"15:52:00"	"2026-02-01"	"Leopardstown"	"Pinot Gris (IRE)"	"80.00"	"252.23"	"Handicap Hurdle"	"12"	"19"	"OKeeffe, Darragh"	"Bromhead, Henry De"
"13:40:00"	"2026-02-01"	"Leopardstown"	"Tyson Fury"	"300.00"	"1000"	"Novices Hurdle"	"11"	"12"	"Hogan, D G"	"Hogan, Denis Gerard"
"13:22:00"	"2026-01-24"	"Uttoxeter"	"Corsican Caper (IRE)"	"125.00"	"495.55"	"Maiden Hurdle"	"7"	"14"	"Edwards, Lee"	"Frost, Kevin"
