RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	
"19:02:00"	"2026-07-29"	"Leicester"	"Siwa Oasis (IRE)"	"2.25"	"3.25"	"Novices"	"1"	"4"	"Probert, David"	"Hills, Charles"
"20:50:00"	"2026-07-22"	"Leicester"	"Crafty Blue (IRE)"	"6.00"	"8.2"	"Handicap"	"1"	"8"	"Levey, S M"	"Hannon (Jnr), Richard"
"20:50:00"	"2026-07-22"	"Leicester"	"Goldenstateofmind (IRE)"	"20.00"	"28"	"Handicap"	"8"	"8"	"Ryan, Rossa"	"Loughnane, David"
"20:20:00"	"2026-07-22"	"Leicester"	"Amelias Joy"	"2.50"	"3.96"	"Handicap"	"3"	"5"	"Probert, David"	"Herrington,M "
"17:04:00"	"2026-07-14"	"Leicester"	"Marisitta"	"4.00"	"5.91"	"Non-Handicap"	"5"	"11"	"Carson, William"	"Oshea, J G M"
"17:04:00"	"2026-07-14"	"Leicester"	"Henry Tudor"	"5.50"	"8.2"	"Non-Handicap"	"7"	"11"	"Lewis, Ashley"	"Hoad, M R"
"15:57:00"	"2026-07-14"	"Leicester"	"Lope Y Linda"	"2.00"	"3.35"	"Handicap"	"4"	"6"	"Kirrane, Sean"	"Easterby, T D"
"13:54:00"	"2026-07-14"	"Leicester"	"Tiger In The Tree"	"8.50"	"12.65"	"Handicap Nursery"	"3"	"10"	"Marshall, Tom Kiely"	"Easterby, T D"
"17:35:00"	"2026-07-04"	"Leicester"	"Melissa Honey"	"0.80"	"1.88"	"Handicap"	"1"	"5"	"Probert, David"	"Herrington,M "
"17:35:00"	"2026-07-04"	"Leicester"	"Moonhall Lass (IRE)"	"3.50"	"5.4"	"Handicap"	"4"	"5"	"Muscutt, D"	"Owen, J P"
"16:30:00"	"2026-07-04"	"Leicester"	"Mr Writer (IRE)"	"2.00"	"3.38"	"Handicap"	"1"	"7"	"Muscutt, D"	"Fanshawe, J R"
"16:30:00"	"2026-07-04"	"Leicester"	"Galileo Island (IRE)"	"16.00"	"20.61"	"Handicap"	"3"	"7"	"Sayette, B D L"	"Botti, M"
"15:56:00"	"2026-07-04"	"Leicester"	"Amelias Joy"	"5.00"	"6.64"	"Handicap"	"1"	"11"	"Probert, David"	"Herrington,M "
"14:46:00"	"2026-07-04"	"Leicester"	"Anyasi"	"0.30"	"1.4"	"Novices"	"1"	"6"	"Muscutt, D"	"Varian, Roger"
"14:11:00"	"2026-07-04"	"Leicester"	"Dream On Kent"	"3.50"	"4.81"	"Seller"	"6"	"10"	"Cosgrave, Pat"	"Evans, P D"
"18:45:00"	"2026-06-25"	"Leicester"	"Moonhall Lass (IRE)"	"1.63"	"2.85"	"Handicap"	"1"	"5"	"Loughnane, Mr Billy"	"Owen, J P"
"18:45:00"	"2026-06-25"	"Leicester"	"Call Glory (IRE)"	"6.00"	"7.38"	"Handicap"	"2"	"5"	"Kavanagh, Ryan"	"Williams, Ian"
"19:30:00"	"2026-06-13"	"Leicester"	"Under The Twilight"	"3.00"	"4.79"	"Handicap"	"4"	"9"	"Wright, Liam"	"Blake, Michael"
"19:30:00"	"2026-06-13"	"Leicester"	"Angels Share"	"28.00"	"28.17"	"Handicap"	"8"	"9"	"Muscutt, D"	"Knight, W J"
